Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBA_M_R
8641,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
8642,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
8643,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
8644,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
8645,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
8646,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
8647,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
8648,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
8649,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
8650,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
8651,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
8652,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
8653,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
8654,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
8655,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Water
8656,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
8657,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8658,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
8659,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
8660,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
8661,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8662,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
8663,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8664,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
8665,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
8666,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
8667,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Built-up
8668,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
8669,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
8670,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
8671,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
8672,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
8673,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
8674,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Water
8675,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
8676,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
8677,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
8678,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
8679,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
8680,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
8681,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Water
8682,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8683,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
8684,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8685,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8686,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
8687,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
8688,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
8689,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
8690,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8691,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
8692,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
8693,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8694,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
8695,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Built-up
8696,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8697,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
8698,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8699,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
8700,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
8701,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Bareland
8702,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Built-up
8703,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
8704,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8705,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
8706,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
8707,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
8708,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Built-up
8709,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
8710,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
8711,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
8712,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
8713,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
8714,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
8715,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
8716,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8717,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
8718,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8719,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
8720,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
8721,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
8722,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
8723,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8724,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
8725,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Built-up
8726,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
8727,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
8728,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8729,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8730,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8731,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8732,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
8733,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8734,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
8735,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
8736,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,NULL
8737,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8738,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
8739,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,NULL
8740,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
8741,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
8742,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Bareland,Grassland
8743,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Bareland,Forest
8744,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
8745,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8746,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
8747,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Built-up
8748,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
8749,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
8750,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8751,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
8752,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8753,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
8754,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8755,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8756,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
8757,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Built-up
8758,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
8759,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8760,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
8761,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,NULL
8762,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8763,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
8764,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
8765,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
8766,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
8767,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
8768,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8769,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
8770,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
8771,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8772,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
8773,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
8774,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8775,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8776,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8777,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
8778,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
8779,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Forest,NULL
8780,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
8781,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8782,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8783,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
8784,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
8785,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Built-up
8786,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Water
8787,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
8788,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
8789,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,NULL
8790,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
8791,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Cropland
8792,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
8793,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
8794,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
8795,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Forest
8796,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
8797,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
8798,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
8799,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
8800,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
8801,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
8802,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
8803,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
8804,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
8805,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
8806,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,NULL
8807,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
8808,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Bareland
8809,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Built-up
8810,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
8811,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,NULL
8812,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
8813,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Built-up
8814,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
8815,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
8816,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Forest
8817,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
8818,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
8819,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
8820,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Cropland
8821,Forest,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Forest
8822,Forest,NULL,Cropland,Water,Non_Wetland,Cropland,Water,Grassland
8823,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
8824,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Water
8825,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
8826,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
8827,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,NULL
8828,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
8829,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Bareland
8830,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
8831,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
8832,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Bareland,Grassland
8833,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
8834,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Water
8835,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Forest,NULL
8836,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Forest,Water
8837,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Forest,Forest
8838,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
8839,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
8840,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
8841,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
8842,Forest,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Water
8843,Forest,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Forest
8844,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
8845,Forest,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Forest
8846,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Wetland,Forest
8847,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Water,Water
8848,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Water,Forest
8849,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Forest,Forest
8850,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
8851,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
8852,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
8853,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
8854,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
8855,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
8856,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
8857,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
8858,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
8859,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
8860,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
8861,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
8862,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Built-up
8863,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
8864,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
8865,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
8866,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
8867,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Water
8868,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
8869,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
8870,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
8871,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
8872,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
8873,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
8874,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
8875,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
8876,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
8877,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
8878,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
8879,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
8880,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
8881,Forest,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
8882,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
8883,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
8884,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
8885,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Water
8886,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
8887,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
8888,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
8889,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
8890,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
8891,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
8892,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
8893,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
8894,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
8895,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8896,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8897,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
8898,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
8899,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
8900,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8901,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,NULL
8902,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
8903,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
8904,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
8905,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
8906,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
8907,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
8908,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
8909,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
8910,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
8911,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
8912,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
8913,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
8914,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Bareland
8915,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
8916,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Water
8917,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
8918,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
8919,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
8920,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
8921,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Cropland
8922,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
8923,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
8924,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
8925,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
8926,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,NULL
8927,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
8928,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
8929,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Water
8930,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
8931,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
8932,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
8933,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
8934,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
8935,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Water
8936,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
8937,Forest,NULL,Wetland,NULL,Wetland,Forest,Bareland,Forest
8938,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Wetland
8939,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Water
8940,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
8941,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
8942,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
8943,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
8944,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Water
8945,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
8946,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
8947,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
8948,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
8949,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
8950,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
8951,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
8952,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
8953,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
8954,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
8955,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
8956,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
8957,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Water
8958,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
8959,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
8960,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
8961,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
8962,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Built-up
8963,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
8964,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
8965,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
8966,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Water
8967,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
8968,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
8969,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Forest
8970,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,Bareland,Bareland
8971,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,Bareland,Water
8972,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,Bareland,Forest
8973,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
8974,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
8975,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
8976,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
8977,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
