Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBM_M_R
3436,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3437,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
3438,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Bareland
3439,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
3440,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3441,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3442,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3443,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3444,Water,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Forest
3445,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3446,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Water
3447,Water,Cropland,Wetland,Water,Wetland,Cropland,NULL,Water
3448,Water,Cropland,Water,Water,Water,Wetland,NULL,Grassland
3449,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3450,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3451,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3452,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3453,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
3454,Water,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3455,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
3456,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3457,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
3458,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
3459,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3460,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
3461,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
3462,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3463,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
3464,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3465,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
3466,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
3467,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
3468,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
3469,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3470,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3471,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3472,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3473,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3474,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3475,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3476,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3477,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3478,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3479,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3480,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3481,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
3482,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
3483,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
3484,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3485,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3486,Water,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
3487,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3488,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3489,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3490,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
3491,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3492,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
3493,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
3494,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
3495,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
3496,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
3497,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
3498,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
3499,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
3500,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
3501,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
3502,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
3503,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
3504,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
3505,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
3506,Water,Wetland,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
3507,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3508,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3509,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3510,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3511,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3512,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3513,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
3514,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3515,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,NULL
3516,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3517,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3518,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
3519,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3520,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
3521,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
3522,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
3523,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
3524,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
3525,Water,Wetland,Wetland,Water,Wetland,Cropland,Wetland,Forest
3526,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3527,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3528,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
3529,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
3530,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
3531,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
3532,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
3533,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
3534,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
3535,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
3536,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
3537,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
3538,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
3539,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
3540,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
3541,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
3542,Water,Wetland,Water,NULL,Water,NULL,Wetland,Forest
3543,Water,Wetland,Water,NULL,Water,NULL,Water,Forest
3544,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
3545,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
3546,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Water
3547,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
3548,Water,Wetland,Water,NULL,Water,Wetland,Water,Grassland
3549,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
3550,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
3551,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
3552,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
3553,Water,Wetland,Water,NULL,Water,Water,Wetland,Wetland
3554,Water,Wetland,Water,NULL,Water,Water,Wetland,Bareland
3555,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
3556,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
3557,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
3558,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
3559,Water,Wetland,Water,NULL,Water,Water,Water,Water
3560,Water,Wetland,Water,NULL,Water,Water,Water,Forest
3561,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
3562,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
3563,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
3564,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
3565,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
3566,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
3567,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
3568,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
3569,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
3570,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
3571,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
3572,Water,Wetland,Water,Water,Water,NULL,Wetland,Forest
3573,Water,Wetland,Water,Water,Water,NULL,Water,Forest
3574,Water,Wetland,Water,Water,Water,Grassland,Wetland,Water
3575,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
3576,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
3577,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
3578,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
3579,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
3580,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
3581,Water,Wetland,Water,Water,Water,Wetland,Water,Water
3582,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
3583,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
3584,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
3585,Water,Wetland,Water,Water,Water,Water,Wetland,Water
3586,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
3587,Water,Wetland,Water,Water,Water,Water,Water,Grassland
3588,Water,Wetland,Water,Water,Water,Water,Water,Wetland
3589,Water,Wetland,Water,Water,Water,Water,Water,Water
3590,Water,Wetland,Water,Water,Water,Water,Water,Forest
3591,Water,Wetland,Water,Water,Water,Forest,Water,Forest
3592,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3593,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
3594,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3595,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3596,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3597,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3598,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3599,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
3600,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
3601,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3602,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3603,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3604,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
3605,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3606,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
3607,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
3608,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
3609,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
3610,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3611,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3612,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
3613,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3614,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
3615,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3616,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3617,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3618,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3619,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3620,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
3621,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
3622,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
3623,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
3624,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
3625,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
3626,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
3627,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
3628,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
3629,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
3630,Water,Bareland,Wetland,Water,Wetland,Water,NULL,Water
3631,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
3632,Water,Bareland,Water,Water,Water,Grassland,Water,Water
3633,Water,Bareland,Water,Water,Water,Wetland,Water,Water
3634,Water,Bareland,Water,Water,Water,Water,Water,Water
3635,Water,Bareland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3636,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3637,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3638,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3639,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
3640,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3641,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
3642,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3643,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3644,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3645,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3646,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3647,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
3648,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
3649,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3650,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3651,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
3652,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3653,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
3654,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
3655,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
3656,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3657,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
3658,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
3659,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3660,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
3661,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
3662,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
3663,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3664,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
3665,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
3666,Water,Water,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Water
3667,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3668,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3669,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
3670,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3671,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
3672,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3673,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
3674,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
3675,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
3676,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3677,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3678,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
3679,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
3680,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3681,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
3682,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
3683,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3684,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3685,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
3686,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
3687,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
3688,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
3689,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
3690,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3691,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
3692,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
3693,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
3694,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
3695,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
3696,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
3697,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3698,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3699,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3700,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3701,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3702,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3703,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
3704,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
3705,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3706,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3707,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
3708,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
3709,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3710,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3711,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3712,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3713,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3714,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3715,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
3716,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3717,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
3718,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3719,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
3720,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3721,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3722,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
3723,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
3724,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
3725,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
3726,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3727,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3728,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3729,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3730,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
3731,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3732,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
3733,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3734,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
3735,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3736,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3737,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
3738,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3739,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3740,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3741,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3742,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3743,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3744,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3745,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
3746,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
3747,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
3748,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3749,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3750,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
3751,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3752,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3753,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
3754,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3755,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
3756,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
3757,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3758,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
3759,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3760,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
3761,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3762,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
3763,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
3764,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
3765,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
3766,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
3767,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
3768,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
3769,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3770,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
3771,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
3772,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3773,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
