Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGD_M_R
8408,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
8409,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
8410,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
8411,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
8412,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
8413,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
8414,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
8415,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
8416,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
8417,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
8418,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
8419,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
8420,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
8421,Bareland,NULL,Shrubland,Water,Non_Wetland,Built-up,Bareland,Grassland
8422,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
8423,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8424,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8425,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8426,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
8427,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
8428,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8429,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
8430,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
8431,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
8432,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
8433,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
8434,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
8435,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
8436,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8437,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8438,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
8439,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Cropland
8440,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
8441,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Bareland
8442,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
8443,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8444,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
8445,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8446,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
8447,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8448,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Cropland
8449,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8450,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Bareland
8451,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
8452,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
8453,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
8454,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
8455,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Water
8456,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
8457,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
8458,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
8459,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
8460,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
8461,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8462,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
8463,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8464,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8465,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
8466,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8467,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
8468,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
8469,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
8470,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
8471,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8472,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
8473,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Wetland
8474,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8475,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8476,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
8477,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
8478,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
8479,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Wetland
8480,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
8481,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Water
8482,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
8483,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Wetland
8484,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
8485,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
8486,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8487,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
8488,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Bareland
8489,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
8490,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8491,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8492,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8493,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
8494,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
8495,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
8496,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
8497,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
8498,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Water
8499,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
8500,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
8501,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
8502,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8503,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
8504,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8505,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
8506,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
8507,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8508,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
8509,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Wetland
8510,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Bareland
8511,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
8512,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland,NULL,Cropland
8513,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
8514,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
8515,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
8516,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
8517,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
8518,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
8519,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Wetland
8520,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
8521,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
8522,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
8523,Bareland,NULL,Grassland,Water,Non_Wetland,Built-up,Bareland,Grassland
8524,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
8525,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
8526,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
8527,Bareland,NULL,Wetland,NULL,NULL,Bareland,Water,Water
8528,Bareland,NULL,Wetland,NULL,NULL,Water,Water,Water
8529,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
8530,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
8531,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
8532,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
8533,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
8534,Bareland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
8535,Bareland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Cropland
8536,Bareland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
8537,Bareland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
8538,Bareland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Water
8539,Bareland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
8540,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
8541,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Cropland
8542,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
8543,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8544,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
8545,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8546,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
8547,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
8548,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8549,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
8550,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
8551,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,Cropland
8552,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
8553,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
8554,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
8555,Bareland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
8556,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
8557,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
8558,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
8559,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
8560,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Cropland
8561,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
8562,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
8563,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
8564,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
8565,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
8566,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
8567,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
8568,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
8569,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
8570,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
8571,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
8572,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
8573,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Bareland
8574,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
8575,Bareland,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
8576,Bareland,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Forest
8577,Bareland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
8578,Bareland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
8579,Bareland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
8580,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
8581,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Water
8582,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
8583,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
8584,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
8585,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
8586,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8587,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
8588,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
8589,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
8590,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
8591,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8592,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
8593,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
8594,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
8595,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
8596,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
8597,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
8598,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
8599,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
8600,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
8601,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
8602,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
8603,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
8604,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
8605,Bareland,NULL,Wetland,Water,NULL,Wetland,Water,Forest
8606,Bareland,NULL,Wetland,Water,NULL,Bareland,Bareland,Bareland
8607,Bareland,NULL,Wetland,Water,NULL,Bareland,Water,Grassland
8608,Bareland,NULL,Wetland,Water,NULL,Bareland,Water,Wetland
8609,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
8610,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
8611,Bareland,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
8612,Bareland,NULL,Wetland,Water,Wetland,Cropland,Wetland,Wetland
8613,Bareland,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
8614,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
8615,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Cropland
8616,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
8617,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
8618,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
8619,Bareland,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
8620,Bareland,NULL,Wetland,Water,Wetland,Wetland,Bareland,Wetland
8621,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
8622,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
8623,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
8624,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
8625,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Wetland
8626,Bareland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Bareland
8627,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
8628,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
8629,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Bareland
8630,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
8631,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
8632,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Wetland
8633,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
8634,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
8635,Bareland,NULL,Wetland,Water,Wetland,Bareland,Built-up,Grassland
8636,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
8637,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
8638,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
8639,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
8640,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
8641,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
8642,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
8643,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
8644,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
8645,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
8646,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
8647,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
8648,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8649,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8650,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
8651,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
8652,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Wetland,Bareland
8653,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8654,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8655,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Cropland
8656,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8657,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8658,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
8659,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
8660,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
8661,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8662,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8663,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8664,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
8665,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8666,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
8667,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8668,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
8669,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
8670,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
8671,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
8672,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Bareland,Grassland
8673,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8674,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
8675,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8676,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Bareland
8677,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
8678,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8679,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
8680,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
8681,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
8682,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
8683,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
8684,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
8685,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
8686,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
8687,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
8688,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
8689,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
8690,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
8691,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
8692,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
8693,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
8694,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
8695,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
8696,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
8697,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
8698,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
8699,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8700,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8701,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
8702,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8703,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
8704,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
8705,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
8706,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8707,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8708,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8709,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
8710,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
8711,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
8712,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
8713,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
8714,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
8715,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
8716,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
8717,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
8718,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8719,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
8720,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8721,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
8722,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
8723,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8724,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8725,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8726,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
8727,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
8728,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
8729,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Water
8730,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
