Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MUV_M_R
14374,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
14375,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
14376,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
14377,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
14378,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,NULL
14379,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
14380,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
14381,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
14382,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
14383,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
14384,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Forest
14385,Water,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
14386,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
14387,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
14388,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
14389,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
14390,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Built-up
14391,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
14392,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
14393,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
14394,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
14395,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
14396,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
14397,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
14398,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
14399,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,NULL
14400,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
14401,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
14402,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
14403,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
14404,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
14405,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
14406,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
14407,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
14408,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,NULL
14409,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Grassland
14410,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Wetland
14411,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Bareland
14412,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Water
14413,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Forest
14414,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
14415,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Wetland
14416,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Water
14417,Water,Water,Wetland,Water,Wetland,NULL,Built-up,Grassland
14418,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
14419,Water,Water,Wetland,Water,Wetland,NULL,Water,Cropland
14420,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
14421,Water,Water,Wetland,Water,Wetland,NULL,Water,Bareland
14422,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
14423,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
14424,Water,Water,Wetland,Water,Wetland,NULL,Forest,Grassland
14425,Water,Water,Wetland,Water,Wetland,NULL,Forest,Cropland
14426,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Grassland
14427,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Wetland
14428,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Water
14429,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
14430,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
14431,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
14432,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
14433,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
14434,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
14435,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
14436,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Water
14437,Water,Water,Wetland,Water,Wetland,Shrubland,Built-up,Wetland
14438,Water,Water,Wetland,Water,Wetland,Shrubland,Built-up,Water
14439,Water,Water,Wetland,Water,Wetland,Shrubland,Water,NULL
14440,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
14441,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Cropland
14442,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
14443,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Bareland
14444,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
14445,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
14446,Water,Water,Wetland,Water,Wetland,Shrubland,Forest,Grassland
14447,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
14448,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Wetland
14449,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Water
14450,Water,Water,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
14451,Water,Water,Wetland,Water,Wetland,Grassland,Shrubland,Wetland
14452,Water,Water,Wetland,Water,Wetland,Grassland,Shrubland,Water
14453,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
14454,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Wetland
14455,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
14456,Water,Water,Wetland,Water,Wetland,Grassland,Bareland,Grassland
14457,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
14458,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
14459,Water,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
14460,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
14461,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Water
14462,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
14463,Water,Water,Wetland,Water,Wetland,Bareland,Shrubland,Water
14464,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Wetland
14465,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
14466,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
14467,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
14468,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
14469,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Grassland
14470,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Water
14471,Water,Water,Wetland,Water,Wetland,Built-up,Water,Grassland
14472,Water,Water,Wetland,Water,Wetland,Built-up,Water,Bareland
14473,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
14474,Water,Water,Wetland,Water,Wetland,Water,NULL,NULL
14475,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
14476,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
14477,Water,Water,Wetland,Water,Wetland,Water,NULL,Bareland
14478,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
14479,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
14480,Water,Water,Wetland,Water,Wetland,Water,Shrubland,NULL
14481,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Grassland
14482,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Wetland
14483,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Bareland
14484,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Water
14485,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Forest
14486,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
14487,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
14488,Water,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
14489,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
14490,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
14491,Water,Water,Wetland,Water,Wetland,Water,Built-up,Grassland
14492,Water,Water,Wetland,Water,Wetland,Water,Built-up,Water
14493,Water,Water,Wetland,Water,Wetland,Water,Water,NULL
14494,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
14495,Water,Water,Wetland,Water,Wetland,Water,Water,Cropland
14496,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
14497,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
14498,Water,Water,Wetland,Water,Wetland,Water,Water,Water
14499,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
14500,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
14501,Water,Water,Wetland,Water,Wetland,Water,Forest,Wetland
14502,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
14503,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
14504,Water,Water,Wetland,Water,Wetland,Forest,NULL,Grassland
14505,Water,Water,Wetland,Water,Wetland,Forest,NULL,Wetland
14506,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Grassland
14507,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Wetland
14508,Water,Water,Wetland,Water,Wetland,Forest,Water,Grassland
14509,Water,Water,Wetland,Water,Wetland,Forest,Water,Wetland
14510,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
14511,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
14512,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Shrubland,Shrubland,Grassland
14513,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
14514,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
14515,Water,Water,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
14516,Water,Water,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14517,Water,Water,Bareland,NULL,Non_Wetland,NULL,Shrubland,Wetland
14518,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
14519,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
14520,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
14521,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
14522,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
14523,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
14524,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14525,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14526,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14527,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
14528,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Water
14529,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14530,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14531,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Water
14532,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
14533,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Water
14534,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
14535,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
14536,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14537,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14538,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
14539,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
14540,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
14541,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
14542,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
14543,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
14544,Water,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Grassland
14545,Water,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
14546,Water,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Forest
14547,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
14548,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
14549,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
14550,Water,Water,Bareland,NULL,Non_Wetland,Water,Built-up,Grassland
14551,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
14552,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
14553,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
14554,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
14555,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
14556,Water,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
14557,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Grassland
14558,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14559,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
14560,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
14561,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
14562,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
14563,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14564,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,NULL
14565,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
14566,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Cropland
14567,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
14568,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
14569,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14570,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
14571,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14572,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14573,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
14574,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,NULL
14575,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
14576,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
14577,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Water
14578,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Forest
14579,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14580,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Built-up
14581,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
14582,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
14583,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14584,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
14585,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Water
14586,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
14587,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
14588,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Cropland
14589,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Wetland
14590,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Bareland
14591,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
14592,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
14593,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,NULL
14594,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
14595,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Cropland
14596,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
14597,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Wetland
14598,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
14599,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
14600,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Water
14601,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
14602,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
14603,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,NULL
14604,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
14605,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Cropland
14606,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
14607,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
14608,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Built-up
14609,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
14610,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
14611,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
14612,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
14613,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
14614,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
14615,Water,Water,Bareland,Water,Non_Wetland,NULL,Shrubland,Grassland
14616,Water,Water,Bareland,Water,Non_Wetland,NULL,Shrubland,Water
14617,Water,Water,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
14618,Water,Water,Bareland,Water,Non_Wetland,NULL,Grassland,Wetland
14619,Water,Water,Bareland,Water,Non_Wetland,NULL,Grassland,Water
14620,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,NULL
14621,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Grassland
14622,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Wetland
14623,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Bareland
14624,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
14625,Water,Water,Bareland,Water,Non_Wetland,Shrubland,NULL,Grassland
14626,Water,Water,Bareland,Water,Non_Wetland,Shrubland,NULL,Forest
14627,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
14628,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
14629,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Water
14630,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Forest
14631,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Grassland,Grassland
14632,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Grassland,Wetland
14633,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Grassland,Water
14634,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Grassland,Forest
14635,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Built-up,Water
14636,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Grassland
14637,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Wetland
14638,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Water
14639,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Forest
14640,Water,Water,Bareland,Water,Non_Wetland,Grassland,NULL,Water
14641,Water,Water,Bareland,Water,Non_Wetland,Grassland,Shrubland,Grassland
14642,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
14643,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
14644,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
14645,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Cropland
14646,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Wetland
14647,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
14648,Water,Water,Bareland,Water,Non_Wetland,Bareland,NULL,Bareland
14649,Water,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
14650,Water,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
14651,Water,Water,Bareland,Water,Non_Wetland,Bareland,Built-up,Water
14652,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,NULL
14653,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
14654,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
14655,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
14656,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Grassland
14657,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Wetland
14658,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
14659,Water,Water,Bareland,Water,Non_Wetland,Water,Shrubland,NULL
14660,Water,Water,Bareland,Water,Non_Wetland,Water,Shrubland,Grassland
14661,Water,Water,Bareland,Water,Non_Wetland,Water,Shrubland,Wetland
14662,Water,Water,Bareland,Water,Non_Wetland,Water,Shrubland,Water
14663,Water,Water,Bareland,Water,Non_Wetland,Water,Shrubland,Forest
14664,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
14665,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
14666,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
14667,Water,Water,Bareland,Water,Non_Wetland,Water,Water,NULL
14668,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
14669,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
14670,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
14671,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
14672,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
14673,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
14674,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
14675,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
14676,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
14677,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
14678,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14679,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
14680,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Wetland
14681,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
14682,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
14683,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
14684,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
14685,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
14686,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
14687,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
14688,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
