Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRB_M_R
9918,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Built-up,Wetland
9919,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Built-up,Water
9920,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
9921,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9922,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9923,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9924,Wetland,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
9925,Wetland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
9926,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9927,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9928,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
9929,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9930,Wetland,Water,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
9931,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
9932,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
9933,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
9934,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
9935,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
9936,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
9937,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
9938,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
9939,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9940,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9941,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
9942,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9943,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
9944,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
9945,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9946,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
9947,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9948,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
9949,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
9950,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
9951,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
9952,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
9953,Wetland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
9954,Wetland,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
9955,Wetland,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
9956,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
9957,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9958,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
9959,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
9960,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
9961,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
9962,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
9963,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
9964,Wetland,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
9965,Wetland,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
9966,Wetland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
9967,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
9968,Wetland,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
9969,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
9970,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
9971,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
9972,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Forest
9973,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
9974,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
9975,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
9976,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9977,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
9978,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
9979,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Built-up,Grassland
9980,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
9981,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Built-up,Wetland
9982,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Wetland
9983,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9984,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9985,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
9986,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
9987,Wetland,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
9988,Wetland,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
9989,Wetland,Water,Bareland,Water,Non_Wetland,Wetland,Built-up,Wetland
9990,Wetland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
9991,Wetland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
9992,Wetland,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
9993,Wetland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
9994,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
9995,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
9996,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
9997,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
9998,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
9999,Wetland,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
10000,Wetland,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
10001,Wetland,Water,Built-up,Non_Water,Non_Wetland,Built-up,Water,Grassland
10002,Wetland,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
10003,Wetland,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
10004,Wetland,Water,Built-up,Water,Non_Wetland,Water,Built-up,Wetland
10005,Wetland,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
10006,Wetland,Water,Water,NULL,Water,Wetland,Wetland,Grassland
10007,Wetland,Water,Water,NULL,Water,Wetland,Water,Water
10008,Wetland,Water,Water,NULL,Water,Wetland,Water,Forest
10009,Wetland,Water,Water,NULL,Water,Water,Built-up,Wetland
10010,Wetland,Water,Water,NULL,Water,Water,Water,Grassland
10011,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
10012,Wetland,Water,Water,NULL,Water,Water,Water,Water
10013,Wetland,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
10014,Wetland,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
10015,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Grassland
10016,Wetland,Water,Water,Non_Water,Water,Bareland,Water,Water
10017,Wetland,Water,Water,Non_Water,Water,Water,Wetland,Grassland
10018,Wetland,Water,Water,Non_Water,Water,Water,Water,Grassland
10019,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
10020,Wetland,Water,Water,Water,Water,Grassland,Wetland,Grassland
10021,Wetland,Water,Water,Water,Water,Grassland,Wetland,Wetland
10022,Wetland,Water,Water,Water,Water,Grassland,Water,Wetland
10023,Wetland,Water,Water,Water,Water,Wetland,Grassland,Wetland
10024,Wetland,Water,Water,Water,Water,Wetland,Wetland,Grassland
10025,Wetland,Water,Water,Water,Water,Wetland,Wetland,Wetland
10026,Wetland,Water,Water,Water,Water,Wetland,Wetland,Water
10027,Wetland,Water,Water,Water,Water,Wetland,Wetland,Forest
10028,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
10029,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
10030,Wetland,Water,Water,Water,Water,Wetland,Water,Water
10031,Wetland,Water,Water,Water,Water,Wetland,Water,Forest
10032,Wetland,Water,Water,Water,Water,Bareland,Water,Grassland
10033,Wetland,Water,Water,Water,Water,Bareland,Water,Water
10034,Wetland,Water,Water,Water,Water,Water,Wetland,Grassland
10035,Wetland,Water,Water,Water,Water,Water,Wetland,Wetland
10036,Wetland,Water,Water,Water,Water,Water,Wetland,Water
10037,Wetland,Water,Water,Water,Water,Water,Water,Grassland
10038,Wetland,Water,Water,Water,Water,Water,Water,Wetland
10039,Wetland,Water,Water,Water,Water,Water,Water,Water
10040,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
10041,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10042,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Built-up,Wetland
10043,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10044,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10045,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
10046,Wetland,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
10047,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
10048,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
10049,Wetland,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
10050,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
10051,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
10052,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
10053,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
10054,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
10055,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
10056,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
10057,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
10058,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
10059,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
10060,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
10061,Wetland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
10062,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
10063,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
10064,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
10065,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
10066,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
10067,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
10068,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
10069,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
10070,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
10071,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
10072,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
10073,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
10074,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
10075,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
10076,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
10077,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
10078,Wetland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
10079,Wetland,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
10080,Wetland,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
10081,Wetland,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
10082,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
10083,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
10084,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
10085,Wetland,Forest,Wetland,Water,Wetland,Wetland,Bareland,Grassland
10086,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
10087,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
10088,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
10089,Wetland,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
10090,Wetland,Forest,Wetland,Water,Wetland,Bareland,Wetland,Wetland
10091,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
10092,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
10093,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
10094,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
10095,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
10096,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Water
10097,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10098,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10099,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10100,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
10101,Wetland,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
10102,Wetland,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
10103,Wetland,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Forest
10104,Wetland,Forest,Water,NULL,Water,Water,Wetland,Grassland
10105,Wetland,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
10106,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
10107,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
10108,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Water
10109,Wetland,Forest,Water,Water,Water,Wetland,Water,Grassland
10110,Wetland,Forest,Water,Water,Water,Wetland,Water,Wetland
10111,Wetland,Forest,Water,Water,Water,Bareland,Wetland,Grassland
10112,Wetland,Forest,Water,Water,Water,Bareland,Wetland,Wetland
10113,Wetland,Forest,Water,Water,Water,Water,Wetland,Grassland
10114,Wetland,Forest,Water,Water,Water,Water,Wetland,Wetland
10115,Wetland,Forest,Water,Water,Water,Water,Water,Grassland
10116,Wetland,Forest,Water,Water,Water,Water,Water,Wetland
10117,Wetland,Forest,Water,Water,Water,Water,Water,Water
10118,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10119,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10120,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10121,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
10122,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
10123,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10124,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
10125,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
10126,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
10127,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
10128,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
10129,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
10130,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
10131,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
10132,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
10133,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
10134,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
10135,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
10136,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
10137,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Water
10138,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
10139,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
10140,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
10141,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
10142,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
10143,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
10144,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
10145,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
10146,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
10147,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
10148,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
10149,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
10150,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
10151,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
10152,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
10153,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
10154,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
10155,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
10156,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
10157,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Water
10158,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
10159,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
10160,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
10161,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
10162,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Water
10163,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
10164,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
10165,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
10166,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10167,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
10168,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
10169,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Bareland
10170,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
10171,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
10172,Bareland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
10173,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
10174,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
10175,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
10176,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10177,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10178,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10179,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10180,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10181,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
10182,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10183,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
10184,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
10185,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
10186,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
10187,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
10188,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
10189,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10190,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
10191,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10192,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
10193,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
10194,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
10195,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10196,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10197,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10198,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
10199,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
10200,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10201,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10202,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10203,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
10204,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
10205,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
10206,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
10207,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
10208,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
10209,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
10210,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
10211,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
10212,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
10213,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
10214,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
10215,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
10216,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10217,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
10218,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
10219,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
10220,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
10221,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
10222,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
10223,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
10224,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
10225,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10226,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
10227,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
10228,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
10229,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
10230,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
10231,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
10232,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
10233,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
10234,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
10235,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
10236,Bareland,NULL,Shrubland,Water,Non_Wetland,Built-up,Wetland,Grassland
10237,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
10238,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10239,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
10240,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
