Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQS_M_R
6630,Water,NULL,NULL,Water,Non_Wetland,Water,NULL,Bareland
6631,Water,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
6632,Water,NULL,NULL,Water,Non_Wetland,Water,NULL,Forest
6633,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
6634,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Bareland
6635,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
6636,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Forest
6637,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
6638,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
6639,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
6640,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
6641,Water,NULL,NULL,Water,Non_Wetland,Water,Forest,Water
6642,Water,NULL,NULL,Water,Non_Wetland,Forest,Water,Grassland
6643,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6644,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6645,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
6646,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
6647,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
6648,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6649,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6650,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6651,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
6652,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
6653,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
6654,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
6655,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6656,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6657,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
6658,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
6659,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
6660,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
6661,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
6662,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
6663,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6664,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
6665,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6666,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6667,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6668,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6669,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
6670,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6671,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
6672,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6673,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
6674,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
6675,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
6676,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6677,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6678,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6679,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6680,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6681,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
6682,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
6683,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6684,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6685,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
6686,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
6687,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6688,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6689,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6690,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
6691,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6692,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
6693,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
6694,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
6695,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
6696,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
6697,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
6698,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
6699,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6700,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
6701,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
6702,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
6703,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
6704,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6705,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6706,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
6707,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
6708,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6709,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
6710,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
6711,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6712,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6713,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6714,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
6715,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6716,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
6717,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6718,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6719,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
6720,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
6721,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6722,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
6723,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6724,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
6725,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
6726,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
6727,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
6728,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6729,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6730,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6731,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
6732,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6733,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
6734,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6735,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6736,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
6737,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
6738,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
6739,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6740,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
6741,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
6742,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
6743,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Water
6744,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
6745,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
6746,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
6747,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
6748,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
6749,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
6750,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
6751,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
6752,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
6753,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
6754,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
6755,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
6756,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
6757,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
6758,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
6759,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
6760,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
6761,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
6762,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6763,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
6764,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
6765,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
6766,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
6767,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
6768,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
6769,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
6770,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
6771,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
6772,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
6773,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
6774,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
6775,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
6776,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
6777,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
6778,Water,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Water
6779,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
6780,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
6781,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
6782,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
6783,Water,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Water
6784,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
6785,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
6786,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6787,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6788,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6789,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
6790,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6791,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6792,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6793,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6794,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
6795,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
6796,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6797,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6798,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
6799,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6800,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
6801,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
6802,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
6803,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
6804,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6805,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6806,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6807,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6808,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
6809,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6810,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6811,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
6812,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
6813,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6814,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6815,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6816,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6817,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
6818,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6819,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6820,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6821,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6822,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6823,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
6824,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6825,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6826,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6827,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
6828,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
6829,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
6830,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6831,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
6832,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
6833,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
6834,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
6835,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
6836,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Built-up
6837,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
6838,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
6839,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6840,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6841,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6842,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
6843,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6844,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6845,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
6846,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
6847,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6848,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
6849,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
6850,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
6851,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
6852,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6853,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6854,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6855,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6856,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6857,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
6858,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6859,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
6860,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
6861,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6862,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
6863,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
6864,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
6865,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
6866,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
6867,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6868,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
6869,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
6870,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
6871,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
6872,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
6873,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
6874,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
6875,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
6876,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
6877,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
6878,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
6879,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
6880,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Water
6881,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Forest
6882,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
6883,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Bareland
6884,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
6885,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
6886,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
6887,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
6888,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Forest
6889,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
6890,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
6891,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
6892,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Forest
6893,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
6894,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
6895,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
6896,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
6897,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
6898,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
6899,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
6900,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Cropland
6901,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Water
6902,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
6903,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
6904,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6905,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
6906,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
6907,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6908,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
6909,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
6910,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
6911,Water,NULL,Wetland,NULL,Wetland,Built-up,Water,Grassland
6912,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
6913,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Water
6914,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
6915,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
6916,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
6917,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
6918,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
6919,Water,NULL,Wetland,NULL,Wetland,Water,Water,Cropland
6920,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
6921,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
6922,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6923,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6924,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
6925,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
6926,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
6927,Water,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
6928,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6929,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
6930,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
6931,Water,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
6932,Water,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
6933,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6934,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
6935,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
6936,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6937,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
6938,Water,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
6939,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
6940,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
6941,Water,NULL,Wetland,Non_Water,Wetland,Built-up,Water,Built-up
6942,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
6943,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
6944,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
6945,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
6946,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
6947,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
6948,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
6949,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
6950,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
6951,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
6952,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
6953,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
6954,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
6955,Water,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
6956,Water,NULL,Wetland,Water,Wetland,NULL,Water,Cropland
6957,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
6958,Water,NULL,Wetland,Water,Wetland,NULL,Water,Forest
6959,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
6960,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
6961,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Cropland
6962,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
6963,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
6964,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
6965,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
6966,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
6967,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
6968,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
6969,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
6970,Water,NULL,Wetland,Water,Wetland,Built-up,Water,Bareland
6971,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
6972,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
6973,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
6974,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
