Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQK_M_R
6407,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6408,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
6409,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6410,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6411,Bareland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
6412,Bareland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
6413,Bareland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Water
6414,Bareland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
6415,Bareland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
6416,Bareland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
6417,Bareland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
6418,Bareland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
6419,Bareland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
6420,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6421,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
6422,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
6423,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
6424,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6425,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6426,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
6427,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6428,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6429,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
6430,Bareland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
6431,Bareland,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
6432,Bareland,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
6433,Bareland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
6434,Bareland,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
6435,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
6436,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
6437,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6438,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6439,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
6440,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
6441,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
6442,Bareland,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
6443,Bareland,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
6444,Bareland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
6445,Bareland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
6446,Bareland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
6447,Bareland,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
6448,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
6449,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
6450,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Water
6451,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6452,Bareland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
6453,Bareland,Wetland,Water,NULL,Water,Wetland,Grassland,Grassland
6454,Bareland,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
6455,Bareland,Wetland,Water,NULL,Water,Wetland,Water,Grassland
6456,Bareland,Wetland,Water,NULL,Water,Water,Grassland,Grassland
6457,Bareland,Wetland,Water,NULL,Water,Water,Grassland,Wetland
6458,Bareland,Wetland,Water,NULL,Water,Water,Water,Wetland
6459,Bareland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
6460,Bareland,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
6461,Bareland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
6462,Bareland,Wetland,Water,Water,Water,Wetland,Water,Wetland
6463,Bareland,Wetland,Water,Water,Water,Water,Grassland,Wetland
6464,Bareland,Wetland,Water,Water,Water,Water,Wetland,Grassland
6465,Bareland,Wetland,Water,Water,Water,Water,Wetland,Wetland
6466,Bareland,Wetland,Water,Water,Water,Water,Wetland,Water
6467,Bareland,Wetland,Water,Water,Water,Water,Water,Grassland
6468,Bareland,Wetland,Water,Water,Water,Water,Water,Wetland
6469,Bareland,Wetland,Water,Water,Water,Water,Water,Water
6470,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6471,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
6472,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6473,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6474,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6475,Bareland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
6476,Bareland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
6477,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6478,Bareland,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
6479,Bareland,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
6480,Bareland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
6481,Bareland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
6482,Bareland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
6483,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6484,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
6485,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6486,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6487,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6488,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6489,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
6490,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6491,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6492,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6493,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6494,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6495,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
6496,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
6497,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
6498,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
6499,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
6500,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6501,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
6502,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6503,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
6504,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
6505,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
6506,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
6507,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
6508,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6509,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
6510,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Water
6511,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
6512,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6513,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6514,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
6515,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
6516,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Bareland
6517,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
6518,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
6519,Bareland,Bareland,Shrubland,Water,Non_Wetland,Cropland,Water,Grassland
6520,Bareland,Bareland,Shrubland,Water,Non_Wetland,Cropland,Water,Forest
6521,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
6522,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
6523,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
6524,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
6525,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
6526,Bareland,Bareland,Shrubland,Water,Non_Wetland,Built-up,Grassland,Bareland
6527,Bareland,Bareland,Shrubland,Water,Non_Wetland,Built-up,Water,Bareland
6528,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
6529,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
6530,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
6531,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
6532,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Water
6533,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
6534,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
6535,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6536,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6537,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6538,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6539,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6540,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6541,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
6542,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6543,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6544,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6545,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
6546,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6547,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
6548,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Water,Water
6549,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6550,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,NULL,Bareland
6551,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
6552,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
6553,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Water,Bareland
6554,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
6555,Bareland,Bareland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
6556,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
6557,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
6558,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Wetland,Bareland
6559,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
6560,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Water,Forest
6561,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Wetland,Bareland
6562,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Bareland
6563,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Water
6564,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
6565,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
6566,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
6567,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Grassland,Bareland
6568,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
6569,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
6570,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Bareland
6571,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
6572,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Bareland
6573,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
6574,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Forest
6575,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
6576,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Bareland
6577,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Bareland
6578,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
6579,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Wetland
6580,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
6581,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
6582,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Forest
6583,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
6584,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
6585,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
6586,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
6587,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6588,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
6589,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6590,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Water,Bareland
6591,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
6592,Bareland,Bareland,Water,NULL,Water,Bareland,Grassland,Grassland
6593,Bareland,Bareland,Water,NULL,Water,Bareland,Grassland,Bareland
6594,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Grassland
6595,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Water
6596,Bareland,Bareland,Water,NULL,Water,Water,Water,Bareland
6597,Bareland,Bareland,Water,Non_Water,Water,Water,Grassland,Water
6598,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
6599,Bareland,Bareland,Water,Water,Water,Grassland,Wetland,Grassland
6600,Bareland,Bareland,Water,Water,Water,Grassland,Wetland,Bareland
6601,Bareland,Bareland,Water,Water,Water,Grassland,Water,Bareland
6602,Bareland,Bareland,Water,Water,Water,Grassland,Water,Water
6603,Bareland,Bareland,Water,Water,Water,Bareland,Water,Bareland
6604,Bareland,Bareland,Water,Water,Water,Water,Water,Bareland
6605,Bareland,Bareland,Water,Water,Water,Water,Water,Water
6606,Bareland,Bareland,Water,Water,Water,Water,Water,Forest
6607,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6608,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Water
6609,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland,Wetland,Water
6610,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Water,Water
6611,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6612,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6613,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6614,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6615,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6616,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6617,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
6618,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6619,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6620,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6621,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6622,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6623,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
6624,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
6625,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6626,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6627,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
6628,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
6629,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6630,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6631,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
6632,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6633,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6634,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6635,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
6636,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
6637,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6638,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6639,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6640,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
6641,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6642,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6643,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6644,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6645,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6646,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6647,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6648,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6649,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
6650,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6651,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6652,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6653,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6654,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
6655,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
6656,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6657,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
6658,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
6659,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6660,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6661,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6662,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
6663,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
6664,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6665,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
6666,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
6667,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6668,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6669,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
6670,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
6671,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
6672,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6673,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
6674,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6675,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Water
6676,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
6677,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Water
6678,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
6679,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6680,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6681,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
6682,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6683,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6684,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
6685,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6686,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6687,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
6688,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
6689,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6690,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6691,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
6692,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6693,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6694,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
6695,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6696,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
6697,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
6698,Bareland,Water,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
6699,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
6700,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6701,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
6702,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
6703,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
6704,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
6705,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
6706,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
6707,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
6708,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
6709,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6710,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
6711,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
