Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KNE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KNE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KNE_M_R
2377,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2378,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2379,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
2380,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
2381,Forest,Forest,Water,NULL,Water,NULL,NULL,Cropland
2382,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
2383,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
2384,Forest,Forest,Water,NULL,Water,NULL,NULL,Built-up
2385,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
2386,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
2387,Forest,Forest,Water,Non_Water,Water,NULL,NULL,NULL
2388,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
2389,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
2390,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
2391,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
2392,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2393,Forest,Forest,Water,Water,Water,NULL,NULL,NULL
2394,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
2395,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
2396,Forest,Forest,Water,Water,Water,NULL,NULL,Water
2397,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
2398,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2399,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2400,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2401,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2402,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2403,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2404,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2405,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2406,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2407,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2408,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2409,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2410,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2411,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2412,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2413,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2414,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
