Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMT_M_R
20437,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
20438,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
20439,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
20440,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
20441,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
20442,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
20443,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
20444,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
20445,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
20446,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
20447,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
20448,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
20449,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
20450,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
20451,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Bareland
20452,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Built-up
20453,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
20454,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
20455,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
20456,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
20457,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
20458,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
20459,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
20460,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
20461,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
20462,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
20463,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
20464,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
20465,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
20466,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
20467,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
20468,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
20469,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
20470,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
20471,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
20472,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
20473,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
20474,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
20475,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
20476,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
20477,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
20478,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
20479,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
20480,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
20481,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
20482,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
20483,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
20484,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
20485,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
20486,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
20487,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
20488,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
20489,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
20490,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
20491,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
20492,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
20493,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Wetland
20494,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
20495,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
20496,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
20497,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
20498,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
20499,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
20500,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
20501,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
20502,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
20503,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
20504,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
20505,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Built-up
20506,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
20507,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
20508,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
20509,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
20510,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
20511,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
20512,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
20513,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
20514,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
20515,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
20516,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
20517,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
20518,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
20519,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
20520,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
20521,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
20522,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
20523,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
20524,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
20525,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
20526,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
20527,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
20528,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
20529,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
20530,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
20531,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
20532,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
20533,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
20534,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
20535,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
20536,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
20537,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,NULL
20538,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
20539,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
20540,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
20541,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
20542,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
20543,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
20544,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
20545,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Bareland
20546,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
20547,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
20548,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
20549,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
20550,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
20551,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
20552,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
20553,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
20554,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
20555,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
20556,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
20557,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
20558,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
20559,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
20560,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
20561,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
20562,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
20563,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Cropland
20564,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
20565,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
20566,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
20567,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
20568,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
20569,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
20570,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
20571,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
20572,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
20573,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
20574,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
20575,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
20576,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
20577,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
20578,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
20579,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
20580,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
20581,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
20582,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
20583,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
20584,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
20585,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
20586,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
20587,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
20588,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
20589,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
20590,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
20591,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,NULL
20592,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
20593,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
20594,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
20595,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Bareland,Forest
20596,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
20597,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
20598,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
20599,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
20600,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
20601,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
20602,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,NULL
20603,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
20604,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
20605,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
20606,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,NULL
20607,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
20608,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
20609,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
20610,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
20611,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
20612,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
20613,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
20614,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
20615,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
20616,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
20617,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
20618,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
20619,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
20620,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
20621,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
20622,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Wetland
20623,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
20624,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
20625,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,NULL
20626,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
20627,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
20628,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,NULL
20629,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
20630,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
20631,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
20632,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,NULL
20633,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
20634,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
20635,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
20636,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
20637,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Wetland
20638,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
20639,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
20640,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
20641,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
20642,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
20643,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
20644,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,NULL
20645,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
20646,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
20647,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
20648,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
20649,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
20650,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Cropland
20651,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
20652,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
20653,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Grassland
20654,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
20655,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
20656,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
20657,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
20658,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
20659,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
20660,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
20661,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
20662,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
20663,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
20664,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
20665,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
20666,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
20667,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
20668,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
20669,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
20670,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
20671,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
20672,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
20673,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
20674,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
20675,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Water
20676,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
20677,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Wetland
20678,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Forest
20679,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
20680,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
20681,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
20682,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
20683,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
20684,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
20685,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
20686,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
20687,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
20688,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
20689,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
20690,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
20691,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
20692,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
20693,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
20694,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Bareland
20695,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
20696,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
20697,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
20698,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
20699,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
20700,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
20701,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
20702,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
20703,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
20704,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
20705,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
20706,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
20707,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
20708,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
20709,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
20710,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
20711,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
20712,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
20713,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
20714,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
20715,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
20716,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
20717,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
20718,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
20719,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
20720,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
20721,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
20722,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
20723,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
20724,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
20725,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
20726,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
20727,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
20728,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
20729,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
20730,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
20731,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
20732,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
20733,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
20734,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
20735,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
20736,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
20737,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
20738,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
20739,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
20740,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Forest
20741,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
20742,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
20743,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
20744,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
20745,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
20746,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
20747,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
20748,Forest,NULL,Grassland,Water,Non_Wetland,Forest,Water,Forest
20749,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
20750,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
20751,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
20752,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
20753,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
