Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMG_M_R
4206,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4207,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4208,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4209,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4210,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4211,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4212,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4213,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
4214,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4215,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4216,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4217,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4218,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
4219,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4220,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
4221,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4222,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
4223,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
4224,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
4225,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
4226,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
4227,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
4228,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
4229,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
4230,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
4231,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
4232,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
4233,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
4234,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
4235,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
4236,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4237,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
4238,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4239,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
4240,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
4241,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4242,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
4243,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
4244,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
4245,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
4246,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
4247,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
4248,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
4249,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
4250,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
4251,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
4252,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Wetland
4253,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
4254,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4255,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
4256,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
4257,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
4258,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
4259,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
4260,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
4261,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
4262,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4263,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4264,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4265,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4266,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
4267,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
4268,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
4269,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
4270,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
4271,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
4272,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
4273,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
4274,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
4275,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4276,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
4277,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
4278,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4279,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
4280,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4281,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
4282,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
4283,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
4284,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
4285,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
4286,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
4287,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
4288,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
4289,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
4290,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
4291,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
4292,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
4293,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
4294,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
4295,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
4296,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
4297,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
4298,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
4299,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
4300,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
4301,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
4302,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
4303,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
4304,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
4305,Forest,NULL,Water,Water,Water,NULL,NULL,Cropland
4306,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
4307,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
4308,Forest,NULL,Water,Water,Water,NULL,NULL,Water
4309,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
4310,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4311,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4312,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4313,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4314,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4315,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
4316,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
4317,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4318,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
4319,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4320,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
4321,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
4322,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
4323,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
4324,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4325,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
4326,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4327,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
4328,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
4329,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
4330,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
4331,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
4332,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4333,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4334,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4335,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4336,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
4337,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
4338,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
4339,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4340,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
4341,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4342,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
4343,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
4344,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4345,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,NULL
4346,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
4347,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
4348,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
4349,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
4350,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
4351,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4352,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4353,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4354,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4355,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4356,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4357,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4358,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4359,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
4360,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4361,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4362,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4363,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4364,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
4365,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4366,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
4367,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4368,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
4369,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
4370,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
4371,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
4372,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4373,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4374,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4375,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
4376,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
4377,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
4378,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
4379,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4380,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
4381,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4382,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4383,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4384,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4385,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
4386,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
4387,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
4388,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
4389,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
4390,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
4391,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
4392,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
4393,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
4394,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4395,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4396,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4397,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4398,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4399,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4400,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4401,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4402,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
4403,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4404,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4405,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4406,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4407,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
4408,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4409,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
4410,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4411,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
4412,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
4413,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
4414,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
4415,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
4416,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
4417,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
4418,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
4419,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
4420,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
4421,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
4422,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
4423,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
4424,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4425,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
4426,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4427,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
4428,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4429,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
4430,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
4431,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
4432,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
4433,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
4434,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
4435,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
4436,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
4437,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
4438,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
4439,Forest,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
4440,Forest,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
4441,Forest,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
4442,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
4443,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4444,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
4445,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
4446,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
4447,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
4448,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
4449,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4450,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4451,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4452,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
4453,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
4454,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
4455,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
4456,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
4457,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
4458,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
4459,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
4460,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4461,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
4462,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
4463,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4464,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
4465,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4466,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
4467,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
4468,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
4469,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
4470,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
4471,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
4472,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
4473,Forest,Cropland,Water,NULL,Water,NULL,NULL,Wetland
4474,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
4475,Forest,Cropland,Water,NULL,Water,NULL,NULL,Built-up
4476,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
4477,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
4478,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
4479,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
4480,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
4481,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
4482,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Water
4483,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
4484,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
4485,Forest,Cropland,Water,Water,Water,NULL,NULL,Cropland
4486,Forest,Cropland,Water,Water,Water,NULL,NULL,Wetland
4487,Forest,Cropland,Water,Water,Water,NULL,NULL,Bareland
4488,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
4489,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
4490,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4491,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4492,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4493,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4494,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4495,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
4496,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
4497,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4498,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
4499,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4500,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
4501,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
4502,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
4503,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
4504,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4505,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
4506,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4507,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
4508,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
4509,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
4510,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
4511,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
4512,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4513,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4514,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4515,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4516,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4517,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
4518,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4519,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
4520,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
4521,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4522,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4523,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4524,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4525,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4526,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4527,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
4528,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
4529,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4530,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4531,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4532,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
4533,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
4534,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4535,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4536,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4537,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
4538,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
4539,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
4540,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4541,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4542,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4543,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4544,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
