Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWQ_M_R
3431,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
3432,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3433,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
3434,Water,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3435,Water,Wetland,Built-up,Water,Non_Wetland,Bareland,Wetland,Bareland
3436,Water,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
3437,Water,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
3438,Water,Wetland,Built-up,Water,Non_Wetland,Water,Water,Water
3439,Water,Wetland,Water,NULL,Water,NULL,Water,Forest
3440,Water,Wetland,Water,NULL,Water,Grassland,Water,Water
3441,Water,Wetland,Water,NULL,Water,Bareland,Wetland,Water
3442,Water,Wetland,Water,NULL,Water,Bareland,Wetland,Forest
3443,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Forest
3444,Water,Wetland,Water,NULL,Water,Bareland,Water,Water
3445,Water,Wetland,Water,NULL,Water,Bareland,Water,Forest
3446,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
3447,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
3448,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
3449,Water,Wetland,Water,NULL,Water,Water,Water,Water
3450,Water,Wetland,Water,NULL,Water,Water,Water,Forest
3451,Water,Wetland,Water,Non_Water,Water,Bareland,Bareland,Grassland
3452,Water,Wetland,Water,Non_Water,Water,Bareland,Bareland,Bareland
3453,Water,Wetland,Water,Non_Water,Water,Bareland,Water,Water
3454,Water,Wetland,Water,Non_Water,Water,Bareland,Water,Forest
3455,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
3456,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
3457,Water,Wetland,Water,Water,Water,NULL,Water,Water
3458,Water,Wetland,Water,Water,Water,NULL,Water,Forest
3459,Water,Wetland,Water,Water,Water,Grassland,Water,Grassland
3460,Water,Wetland,Water,Water,Water,Wetland,Water,Water
3461,Water,Wetland,Water,Water,Water,Bareland,Wetland,Water
3462,Water,Wetland,Water,Water,Water,Bareland,Wetland,Forest
3463,Water,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
3464,Water,Wetland,Water,Water,Water,Bareland,Bareland,Wetland
3465,Water,Wetland,Water,Water,Water,Bareland,Bareland,Bareland
3466,Water,Wetland,Water,Water,Water,Bareland,Bareland,Water
3467,Water,Wetland,Water,Water,Water,Bareland,Bareland,Forest
3468,Water,Wetland,Water,Water,Water,Bareland,Water,Grassland
3469,Water,Wetland,Water,Water,Water,Bareland,Water,Wetland
3470,Water,Wetland,Water,Water,Water,Bareland,Water,Water
3471,Water,Wetland,Water,Water,Water,Bareland,Water,Forest
3472,Water,Wetland,Water,Water,Water,Water,NULL,Grassland
3473,Water,Wetland,Water,Water,Water,Water,Wetland,Water
3474,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
3475,Water,Wetland,Water,Water,Water,Water,Bareland,Water
3476,Water,Wetland,Water,Water,Water,Water,Water,Grassland
3477,Water,Wetland,Water,Water,Water,Water,Water,Wetland
3478,Water,Wetland,Water,Water,Water,Water,Water,Bareland
3479,Water,Wetland,Water,Water,Water,Water,Water,Water
3480,Water,Wetland,Water,Water,Water,Water,Water,Forest
3481,Water,Wetland,Water,Water,Water,Forest,Water,Water
3482,Water,Wetland,Water,Water,Water,Forest,Water,Forest
3483,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3484,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3485,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3486,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
3487,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3488,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
3489,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3490,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Water
3491,Water,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Forest
3492,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3493,Water,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3494,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
3495,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
3496,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
3497,Water,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
3498,Water,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Wetland
3499,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3500,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3501,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3502,Water,Bareland,NULL,NULL,Non_Wetland,Water,Bareland,Water
3503,Water,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
3504,Water,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
3505,Water,Bareland,NULL,Water,Non_Wetland,Water,Bareland,Water
3506,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3507,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3508,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3509,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
3510,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3511,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3512,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3513,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Water
3514,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3515,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
3516,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
3517,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
3518,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3519,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
3520,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
3521,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
3522,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
3523,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
3524,Water,Bareland,Wetland,Water,Wetland,Water,Bareland,Water
3525,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
3526,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3527,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Bareland,Water
3528,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
3529,Water,Bareland,Bareland,Water,Non_Wetland,Water,Bareland,Water
3530,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3531,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
3532,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
3533,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
3534,Water,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
3535,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
3536,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Water
3537,Water,Bareland,Water,Water,Water,Bareland,Bareland,Grassland
3538,Water,Bareland,Water,Water,Water,Bareland,Bareland,Water
3539,Water,Bareland,Water,Water,Water,Bareland,Water,Water
3540,Water,Bareland,Water,Water,Water,Water,Bareland,Water
3541,Water,Bareland,Water,Water,Water,Water,Water,Water
3542,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3543,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3544,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
3545,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3546,Water,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3547,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3548,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3549,Water,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
3550,Water,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Bareland
3551,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
3552,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
3553,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3554,Water,Built-up,Water,Water,Water,Bareland,Bareland,Forest
3555,Water,Built-up,Water,Water,Water,Bareland,Built-up,Forest
3556,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3557,Water,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
3558,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3559,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3560,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3561,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
3562,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
3563,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
3564,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3565,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3566,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3567,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
3568,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3569,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
3570,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3571,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3572,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3573,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3574,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3575,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3576,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3577,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
3578,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3579,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3580,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3581,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3582,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3583,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
3584,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3585,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
3586,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3587,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3588,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3589,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
3590,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3591,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3592,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
3593,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3594,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3595,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
3596,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3597,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
3598,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
3599,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3600,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
3601,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
3602,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3603,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3604,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
3605,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
3606,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3607,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
3608,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
3609,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3610,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
3611,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
3612,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
3613,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
3614,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
3615,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
3616,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
3617,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3618,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3619,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3620,Water,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3621,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
3622,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
3623,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
3624,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3625,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
3626,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
3627,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3628,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3629,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3630,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3631,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
3632,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3633,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
3634,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
3635,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Water
3636,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
3637,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
3638,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3639,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Water
3640,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
3641,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3642,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
3643,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3644,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
3645,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3646,Water,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
3647,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
3648,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3649,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
3650,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
3651,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
3652,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
3653,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3654,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
3655,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
3656,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
3657,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
3658,Water,Water,NULL,Water,Non_Wetland,Bareland,Forest,Water
3659,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
3660,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
3661,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Grassland
3662,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Bareland
3663,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
3664,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Forest
3665,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
3666,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
3667,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
3668,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
3669,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
3670,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
3671,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
3672,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3673,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3674,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3675,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3676,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
3677,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3678,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3679,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3680,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3681,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3682,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
3683,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3684,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3685,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3686,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
3687,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3688,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3689,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
3690,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3691,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
3692,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3693,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3694,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
3695,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3696,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3697,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3698,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
3699,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3700,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
3701,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3702,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3703,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
3704,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3705,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3706,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
3707,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
3708,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3709,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3710,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
3711,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
3712,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
3713,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3714,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3715,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3716,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3717,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
3718,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
3719,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
3720,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
3721,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
3722,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3723,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
3724,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
3725,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
3726,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3727,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
3728,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
3729,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
3730,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3731,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3732,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3733,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3734,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
3735,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
3736,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3737,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3738,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
3739,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3740,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
3741,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
3742,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
3743,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3744,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3745,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
3746,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3747,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3748,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
3749,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
3750,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
3751,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Water
3752,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
3753,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
3754,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3755,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3756,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
3757,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
3758,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3759,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3760,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
3761,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
3762,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
3763,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
3764,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
3765,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
