Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWP_M_R
2846,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
2847,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Grassland
2848,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
2849,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Water
2850,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Forest
2851,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
2852,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
2853,Water,Water,Water,Non_Water,Water,Bareland,Forest,Forest
2854,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2855,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
2856,Water,Water,Water,Non_Water,Water,Water,Bareland,Grassland
2857,Water,Water,Water,Non_Water,Water,Water,Bareland,Bareland
2858,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
2859,Water,Water,Water,Non_Water,Water,Water,Bareland,Forest
2860,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
2861,Water,Water,Water,Non_Water,Water,Water,Water,Water
2862,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2863,Water,Water,Water,Non_Water,Water,Water,Forest,Water
2864,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
2865,Water,Water,Water,Water,Water,NULL,Bareland,Forest
2866,Water,Water,Water,Water,Water,Bareland,Grassland,Forest
2867,Water,Water,Water,Water,Water,Bareland,Wetland,Water
2868,Water,Water,Water,Water,Water,Bareland,Wetland,Forest
2869,Water,Water,Water,Water,Water,Bareland,Bareland,Grassland
2870,Water,Water,Water,Water,Water,Bareland,Bareland,Bareland
2871,Water,Water,Water,Water,Water,Bareland,Bareland,Water
2872,Water,Water,Water,Water,Water,Bareland,Bareland,Forest
2873,Water,Water,Water,Water,Water,Bareland,Water,Grassland
2874,Water,Water,Water,Water,Water,Bareland,Water,Bareland
2875,Water,Water,Water,Water,Water,Bareland,Water,Water
2876,Water,Water,Water,Water,Water,Bareland,Water,Forest
2877,Water,Water,Water,Water,Water,Bareland,Forest,Water
2878,Water,Water,Water,Water,Water,Bareland,Forest,Forest
2879,Water,Water,Water,Water,Water,Water,Wetland,Water
2880,Water,Water,Water,Water,Water,Water,Wetland,Forest
2881,Water,Water,Water,Water,Water,Water,Bareland,Grassland
2882,Water,Water,Water,Water,Water,Water,Bareland,Bareland
2883,Water,Water,Water,Water,Water,Water,Bareland,Water
2884,Water,Water,Water,Water,Water,Water,Bareland,Forest
2885,Water,Water,Water,Water,Water,Water,Water,Grassland
2886,Water,Water,Water,Water,Water,Water,Water,Bareland
2887,Water,Water,Water,Water,Water,Water,Water,Water
2888,Water,Water,Water,Water,Water,Water,Water,Forest
2889,Water,Water,Water,Water,Water,Water,Forest,Bareland
2890,Water,Water,Water,Water,Water,Water,Forest,Water
2891,Water,Water,Water,Water,Water,Water,Forest,Forest
2892,Water,Water,Water,Water,Water,Forest,Bareland,Forest
2893,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2894,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2895,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2896,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2897,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2898,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2899,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2900,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2901,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
2902,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2903,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2904,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2905,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
2906,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2907,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2908,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2909,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
2910,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2911,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2912,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2913,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2914,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
2915,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
2916,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
2917,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2918,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2919,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2920,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2921,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2922,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2923,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2924,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2925,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2926,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
2927,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
2928,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2929,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2930,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
2931,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2932,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Water
2933,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
2934,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
2935,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
2936,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
2937,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
2938,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
2939,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Bareland
2940,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
2941,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2942,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
2943,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
2944,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2945,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2946,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2947,Water,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2948,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2949,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2950,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2951,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2952,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2953,Water,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
2954,Water,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2955,Water,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2956,Water,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
2957,Water,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2958,Water,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Water
2959,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2960,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2961,Water,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2962,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2963,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2964,Water,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2965,Water,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
2966,Water,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2967,Water,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
2968,Water,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
2969,Water,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2970,Water,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2971,Water,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2972,Water,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
2973,Water,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Water
2974,Water,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2975,Water,Forest,Wetland,NULL,Wetland,Bareland,Forest,Water
2976,Water,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
2977,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2978,Water,Forest,Wetland,NULL,Wetland,Water,Bareland,Bareland
2979,Water,Forest,Wetland,NULL,Wetland,Water,Bareland,Water
2980,Water,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
2981,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2982,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2983,Water,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
2984,Water,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
2985,Water,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
2986,Water,Forest,Wetland,Non_Water,Wetland,Water,Bareland,Water
2987,Water,Forest,Wetland,Non_Water,Wetland,Water,Bareland,Forest
2988,Water,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
2989,Water,Forest,Wetland,Water,Wetland,Bareland,Bareland,Bareland
2990,Water,Forest,Wetland,Water,Wetland,Bareland,Bareland,Water
2991,Water,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
2992,Water,Forest,Wetland,Water,Wetland,Water,Bareland,Water
2993,Water,Forest,Wetland,Water,Wetland,Water,Bareland,Forest
2994,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
2995,Water,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2996,Water,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2997,Water,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
2998,Water,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2999,Water,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
3000,Water,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
3001,Water,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
3002,Water,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3003,Water,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3004,Water,Forest,Water,NULL,Water,Bareland,Wetland,Water
3005,Water,Forest,Water,NULL,Water,Bareland,Bareland,Forest
3006,Water,Forest,Water,NULL,Water,Water,Bareland,Water
3007,Water,Forest,Water,NULL,Water,Water,Bareland,Forest
3008,Water,Forest,Water,Non_Water,Water,Bareland,Bareland,Water
3009,Water,Forest,Water,Water,Water,Bareland,Bareland,Bareland
3010,Water,Forest,Water,Water,Water,Bareland,Bareland,Water
3011,Water,Forest,Water,Water,Water,Bareland,Bareland,Forest
3012,Water,Forest,Water,Water,Water,Water,Bareland,Water
3013,Water,Forest,Water,Water,Water,Water,Bareland,Forest
3014,Water,Forest,Water,Water,Water,Water,Water,Forest
3015,Water,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3016,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3017,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3018,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3019,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
3020,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3021,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3022,Water,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3023,Water,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3024,Water,Forest,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3025,Water,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
3026,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3027,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3028,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
3029,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3030,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
3031,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3032,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3033,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3034,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3035,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
3036,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3037,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3038,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3039,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
3040,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3041,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3042,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
3043,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
3044,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
3045,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3046,Permanent_ice_and_snow,NULL,Water,Water,Water,Bareland,Bareland,Forest
3047,Permanent_ice_and_snow,NULL,Water,Water,Water,Water,Bareland,Water
3048,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3049,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3050,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3051,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3052,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
3053,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3054,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3055,Permanent_ice_and_snow,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3056,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3057,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3058,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3059,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3060,Permanent_ice_and_snow,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3061,Permanent_ice_and_snow,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
3062,Permanent_ice_and_snow,Wetland,Water,NULL,Water,Bareland,Bareland,Grassland
3063,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
3064,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3065,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3066,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3067,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3068,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3069,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3070,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3071,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
3072,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3073,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3074,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3075,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3076,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3077,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3078,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3079,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3080,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
3081,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
3082,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3083,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
3084,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3085,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3086,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
3087,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland,Bareland,Water
3088,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland,Bareland,Forest
3089,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3090,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3091,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3092,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3093,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3094,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3095,Permanent_ice_and_snow,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
3096,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3097,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3098,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3099,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
3100,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
3101,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3102,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3103,Permanent_ice_and_snow,Forest,Water,Water,Water,Bareland,Bareland,Water
3104,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3105,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3106,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3107,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3108,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3109,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3110,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3111,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3112,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3113,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3114,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3115,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3116,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3117,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3118,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3119,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3120,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3121,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3122,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3123,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3124,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3125,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3126,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
3127,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3128,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3129,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3130,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3131,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
3132,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
3133,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3134,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3135,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3136,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
3137,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3138,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
3139,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
3140,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
3141,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3142,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3143,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3144,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
3145,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3146,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3147,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3148,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3149,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3150,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3151,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
3152,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3153,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3154,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
