Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUT_M_R
3660,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3661,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
3662,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
3663,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3664,Water,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
3665,Water,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
3666,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3667,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
3668,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3669,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3670,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3671,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
3672,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
3673,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
3674,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3675,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
3676,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
3677,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3678,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
3679,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
3680,Water,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
3681,Water,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
3682,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
3683,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
3684,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
3685,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
3686,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
3687,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
3688,Water,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
3689,Water,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
3690,Water,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
3691,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
3692,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
3693,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
3694,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
3695,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
3696,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
3697,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
3698,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
3699,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
3700,Water,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
3701,Water,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
3702,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
3703,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Cropland
3704,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
3705,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
3706,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3707,Water,NULL,Wetland,Water,Wetland,Water,Water,Cropland
3708,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3709,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
3710,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
3711,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
3712,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3713,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3714,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3715,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3716,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Wetland
3717,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3718,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
3719,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3720,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3721,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
3722,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3723,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
3724,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3725,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
3726,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3727,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
3728,Water,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Forest
3729,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3730,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
3731,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
3732,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
3733,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
3734,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
3735,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
3736,Water,NULL,Water,NULL,Water,NULL,NULL,Built-up
3737,Water,NULL,Water,NULL,Water,NULL,NULL,Water
3738,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
3739,Water,NULL,Water,NULL,Water,Grassland,NULL,Wetland
3740,Water,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
3741,Water,NULL,Water,NULL,Water,Wetland,NULL,Wetland
3742,Water,NULL,Water,NULL,Water,Wetland,NULL,Built-up
3743,Water,NULL,Water,NULL,Water,Wetland,NULL,Water
3744,Water,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
3745,Water,NULL,Water,NULL,Water,Water,NULL,Wetland
3746,Water,NULL,Water,NULL,Water,Water,NULL,Water
3747,Water,NULL,Water,Non_Water,Water,NULL,NULL,NULL
3748,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
3749,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
3750,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
3751,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
3752,Water,NULL,Water,Non_Water,Water,Grassland,NULL,Built-up
3753,Water,NULL,Water,Non_Water,Water,Grassland,NULL,Forest
3754,Water,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
3755,Water,NULL,Water,Non_Water,Water,Wetland,NULL,Built-up
3756,Water,NULL,Water,Non_Water,Water,Water,NULL,Wetland
3757,Water,NULL,Water,Non_Water,Water,Water,NULL,Forest
3758,Water,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
3759,Water,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
3760,Water,NULL,Water,Non_Water,Water,Water,Grassland,Bareland
3761,Water,NULL,Water,Non_Water,Water,Water,Grassland,Water
3762,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
3763,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
3764,Water,NULL,Water,Non_Water,Water,Forest,NULL,Forest
3765,Water,NULL,Water,Water,Water,NULL,NULL,NULL
3766,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
3767,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
3768,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
3769,Water,NULL,Water,Water,Water,NULL,NULL,Water
3770,Water,NULL,Water,Water,Water,NULL,NULL,Forest
3771,Water,NULL,Water,Water,Water,Grassland,NULL,Wetland
3772,Water,NULL,Water,Water,Water,Wetland,NULL,Wetland
3773,Water,NULL,Water,Water,Water,Water,NULL,Wetland
3774,Water,NULL,Water,Water,Water,Water,NULL,Water
3775,Water,NULL,Water,Water,Water,Water,NULL,Forest
3776,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
3777,Water,NULL,Water,Water,Water,Water,Grassland,Water
3778,Water,NULL,Water,Water,Water,Water,Water,Grassland
3779,Water,NULL,Water,Water,Water,Water,Water,Water
3780,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3781,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3782,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3783,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3784,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3785,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
3786,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3787,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3788,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3789,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3790,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3791,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
3792,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
3793,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3794,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
3795,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3796,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3797,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
3798,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3799,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
3800,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3801,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
3802,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
3803,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
3804,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3805,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3806,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3807,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3808,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
3809,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3810,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3811,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3812,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3813,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
3814,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
3815,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3816,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3817,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
3818,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
3819,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
3820,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
3821,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
3822,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3823,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3824,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3825,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
3826,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
3827,Water,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
3828,Water,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
3829,Water,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Forest
3830,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3831,Water,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
3832,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Wetland
3833,Water,NULL,Forest,Water,Non_Wetland,Forest,NULL,Wetland
3834,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3835,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3836,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3837,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3838,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
3839,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3840,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3841,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3842,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3843,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3844,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3845,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3846,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
3847,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3848,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3849,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3850,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3851,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3852,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3853,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
3854,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3855,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3856,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3857,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3858,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3859,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3860,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3861,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3862,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3863,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3864,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3865,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3866,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
3867,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3868,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
3869,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3870,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
3871,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
3872,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
3873,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
3874,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3875,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
3876,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
3877,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
3878,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
3879,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
3880,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
3881,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
3882,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
3883,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
3884,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
3885,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
3886,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Wetland
3887,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Wetland
3888,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
3889,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3890,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3891,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3892,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3893,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3894,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3895,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3896,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3897,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3898,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3899,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
3900,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3901,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3902,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
3903,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3904,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
3905,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3906,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3907,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
3908,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
3909,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
3910,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
3911,Water,Cropland,Water,NULL,Water,NULL,NULL,NULL
3912,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
3913,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
3914,Water,Cropland,Water,NULL,Water,NULL,NULL,Wetland
3915,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
3916,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
3917,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
3918,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
3919,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
3920,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
3921,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
3922,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
3923,Water,Cropland,Water,Water,Water,NULL,NULL,NULL
3924,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
3925,Water,Cropland,Water,Water,Water,NULL,NULL,Wetland
3926,Water,Cropland,Water,Water,Water,NULL,NULL,Bareland
3927,Water,Cropland,Water,Water,Water,NULL,NULL,Water
3928,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
3929,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3930,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3931,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3932,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3933,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3934,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
3935,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3936,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3937,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3938,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3939,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3940,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3941,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
3942,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
3943,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3944,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
3945,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3946,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
3947,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3948,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3949,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
3950,Water,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
3951,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3952,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
3953,Water,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
3954,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
3955,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
3956,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
3957,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
3958,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Water
3959,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
3960,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
3961,Water,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
3962,Water,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Water
3963,Water,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
3964,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
3965,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Water
3966,Water,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
3967,Water,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
3968,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3969,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3970,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
3971,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
3972,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
3973,Water,Wetland,Wetland,NULL,Wetland,Water,NULL,Wetland
3974,Water,Wetland,Wetland,NULL,Wetland,Water,NULL,Water
3975,Water,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
3976,Water,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Water
3977,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
3978,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
3979,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
3980,Water,Wetland,Wetland,NULL,Wetland,Forest,NULL,Wetland
3981,Water,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
3982,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
3983,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
3984,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
3985,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
3986,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Water
3987,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
3988,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
3989,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
3990,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3991,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
3992,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Water
3993,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
3994,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
3995,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3996,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
3997,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3998,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3999,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
4000,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4001,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
4002,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Water
4003,Water,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
4004,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4005,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Water
4006,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
4007,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4008,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
4009,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
4010,Water,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
4011,Water,Wetland,Wetland,Water,Wetland,Grassland,NULL,Wetland
4012,Water,Wetland,Wetland,Water,Wetland,Grassland,NULL,Water
4013,Water,Wetland,Wetland,Water,Wetland,Grassland,NULL,Forest
4014,Water,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
4015,Water,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Water
4016,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
4017,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
4018,Water,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
