Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRE_M_R
16891,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
16892,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
16893,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
16894,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
16895,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
16896,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
16897,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,NULL
16898,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
16899,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
16900,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
16901,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
16902,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
16903,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
16904,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
16905,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
16906,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
16907,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
16908,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
16909,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
16910,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
16911,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
16912,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
16913,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
16914,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
16915,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Wetland
16916,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,NULL
16917,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
16918,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
16919,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
16920,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
16921,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
16922,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
16923,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
16924,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
16925,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Water
16926,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
16927,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
16928,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
16929,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
16930,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
16931,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
16932,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
16933,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
16934,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
16935,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
16936,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
16937,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
16938,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
16939,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
16940,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Grassland,NULL
16941,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Grassland,Forest
16942,Forest,Cropland,Forest,Water,Non_Wetland,Shrubland,Grassland,NULL
16943,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
16944,Forest,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Forest
16945,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
16946,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
16947,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
16948,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
16949,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
16950,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
16951,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16952,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16953,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
16954,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
16955,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
16956,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16957,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
16958,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
16959,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
16960,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Shrubland,Water
16961,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
16962,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
16963,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
16964,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
16965,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
16966,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
16967,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
16968,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
16969,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
16970,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
16971,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
16972,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
16973,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
16974,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16975,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
16976,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
16977,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Forest,Wetland
16978,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
16979,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
16980,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
16981,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Shrubland,Water
16982,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Shrubland,Forest
16983,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Water,Wetland
16984,Forest,Wetland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
16985,Forest,Wetland,NULL,Water,Non_Wetland,Shrubland,Water,NULL
16986,Forest,Wetland,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
16987,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
16988,Forest,Wetland,NULL,Water,Non_Wetland,Forest,NULL,Wetland
16989,Forest,Wetland,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
16990,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
16991,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
16992,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
16993,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
16994,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
16995,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
16996,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
16997,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
16998,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16999,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
17000,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
17001,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
17002,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
17003,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
17004,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
17005,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
17006,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
17007,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
17008,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
17009,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
17010,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
17011,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
17012,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
17013,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
17014,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
17015,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
17016,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
17017,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
17018,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
17019,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
17020,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
17021,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
17022,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
17023,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,Water,Wetland
17024,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland,Shrubland,NULL
17025,Forest,Wetland,Cropland,Water,Non_Wetland,Water,Shrubland,Wetland
17026,Forest,Wetland,Cropland,Water,Non_Wetland,Forest,Water,Grassland
17027,Forest,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,NULL
17028,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,NULL
17029,Forest,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,NULL
17030,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
17031,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
17032,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
17033,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
17034,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
17035,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,NULL
17036,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
17037,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
17038,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
17039,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
17040,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
17041,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
17042,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
17043,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
17044,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
17045,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
17046,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
17047,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,NULL
17048,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
17049,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
17050,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
17051,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
17052,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
17053,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,NULL
17054,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Grassland
17055,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
17056,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,NULL
17057,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
17058,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
17059,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
17060,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
17061,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
17062,Forest,Wetland,Wetland,Water,Wetland,NULL,Shrubland,Wetland
17063,Forest,Wetland,Wetland,Water,Wetland,NULL,Shrubland,Water
17064,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
17065,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
17066,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Water
17067,Forest,Wetland,Wetland,Water,Wetland,NULL,Forest,Grassland
17068,Forest,Wetland,Wetland,Water,Wetland,NULL,Forest,Wetland
17069,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Water
17070,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Water,NULL
17071,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Forest,Grassland
17072,Forest,Wetland,Wetland,Water,Wetland,Water,Shrubland,NULL
17073,Forest,Wetland,Wetland,Water,Wetland,Water,Shrubland,Wetland
17074,Forest,Wetland,Wetland,Water,Wetland,Forest,NULL,Grassland
17075,Forest,Wetland,Wetland,Water,Wetland,Forest,Shrubland,NULL
17076,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Grassland
17077,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Wetland
17078,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
17079,Forest,Wetland,Wetland,Water,Wetland,Forest,Forest,NULL
17080,Forest,Wetland,Wetland,Water,Wetland,Forest,Forest,Grassland
17081,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Shrubland,Water
17082,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Water
17083,Forest,Wetland,Water,Non_Water,Water,NULL,Shrubland,Wetland
17084,Forest,Wetland,Water,Non_Water,Water,Water,NULL,Water
17085,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
17086,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Wetland
17087,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
17088,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
17089,Forest,Wetland,Water,Water,Water,NULL,Shrubland,Wetland
17090,Forest,Wetland,Water,Water,Water,NULL,Shrubland,Water
17091,Forest,Wetland,Water,Water,Water,NULL,Water,Wetland
17092,Forest,Wetland,Water,Water,Water,NULL,Water,Water
17093,Forest,Wetland,Water,Water,Water,NULL,Forest,Wetland
17094,Forest,Wetland,Water,Water,Water,NULL,Forest,Water
17095,Forest,Wetland,Water,Water,Water,Water,NULL,Water
17096,Forest,Wetland,Water,Water,Water,Water,Shrubland,Wetland
17097,Forest,Wetland,Water,Water,Water,Water,Shrubland,Water
17098,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
17099,Forest,Wetland,Water,Water,Water,Water,Water,Water
17100,Forest,Wetland,Water,Water,Water,Forest,Water,Wetland
17101,Forest,Wetland,Water,Water,Water,Forest,Water,Water
17102,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
17103,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
17104,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
17105,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
17106,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
17107,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
17108,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
17109,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
17110,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
17111,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
17112,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
17113,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
17114,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
17115,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17116,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
17117,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
17118,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
17119,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
17120,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
17121,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
17122,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
17123,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
17124,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
17125,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
17126,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
17127,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Wetland
17128,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
17129,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
17130,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
17131,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
17132,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
17133,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
17134,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
17135,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
17136,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
17137,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
17138,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
17139,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
17140,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
17141,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
17142,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
17143,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Wetland
17144,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
17145,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
17146,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
17147,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
17148,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,NULL
17149,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
17150,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
17151,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
17152,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
17153,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Shrubland,Wetland
17154,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Shrubland,Water
17155,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Grassland,Forest
17156,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,NULL
17157,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
17158,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
17159,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Shrubland,Wetland
17160,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
17161,Forest,Wetland,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
17162,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
17163,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
17164,Forest,Bareland,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
17165,Forest,Bareland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
17166,Forest,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
17167,Forest,Bareland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
17168,Forest,Bareland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
17169,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
17170,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
17171,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
17172,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
17173,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
17174,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
17175,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
17176,Forest,Bareland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
17177,Forest,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
17178,Forest,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
17179,Forest,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
17180,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
17181,Forest,Bareland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
17182,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
17183,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
17184,Forest,Bareland,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
17185,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
17186,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
17187,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
17188,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
17189,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
17190,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
17191,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
17192,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
17193,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
17194,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
17195,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
17196,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
17197,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
17198,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
17199,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
17200,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
17201,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
17202,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
17203,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
17204,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17205,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
17206,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
17207,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
17208,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
17209,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
17210,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
