Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQL_M_R
3549,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3550,Water,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3551,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
3552,Water,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Forest
3553,Water,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
3554,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,NULL
3555,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
3556,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
3557,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
3558,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
3559,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
3560,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
3561,Water,NULL,Water,NULL,Water,Grassland,Grassland,Forest
3562,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
3563,Water,NULL,Water,NULL,Water,Cropland,Grassland,Forest
3564,Water,NULL,Water,NULL,Water,Wetland,NULL,Wetland
3565,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
3566,Water,NULL,Water,NULL,Water,Wetland,Grassland,Water
3567,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
3568,Water,NULL,Water,NULL,Water,Wetland,Water,Forest
3569,Water,NULL,Water,NULL,Water,Water,NULL,Wetland
3570,Water,NULL,Water,NULL,Water,Water,Grassland,NULL
3571,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
3572,Water,NULL,Water,NULL,Water,Water,Grassland,Bareland
3573,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
3574,Water,NULL,Water,NULL,Water,Water,Water,Grassland
3575,Water,NULL,Water,NULL,Water,Water,Water,Bareland
3576,Water,NULL,Water,NULL,Water,Water,Water,Forest
3577,Water,NULL,Water,NULL,Water,Forest,NULL,Grassland
3578,Water,NULL,Water,NULL,Water,Forest,NULL,Bareland
3579,Water,NULL,Water,NULL,Water,Forest,NULL,Forest
3580,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
3581,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
3582,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
3583,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
3584,Water,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
3585,Water,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
3586,Water,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
3587,Water,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
3588,Water,NULL,Water,Non_Water,Water,Water,Grassland,Bareland
3589,Water,NULL,Water,Non_Water,Water,Water,Grassland,Water
3590,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
3591,Water,NULL,Water,Non_Water,Water,Water,Water,Water
3592,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
3593,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
3594,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
3595,Water,NULL,Water,Water,Water,NULL,NULL,Water
3596,Water,NULL,Water,Water,Water,NULL,NULL,Forest
3597,Water,NULL,Water,Water,Water,Grassland,Grassland,Grassland
3598,Water,NULL,Water,Water,Water,Grassland,Water,NULL
3599,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
3600,Water,NULL,Water,Water,Water,Grassland,Water,Bareland
3601,Water,NULL,Water,Water,Water,Wetland,Grassland,Grassland
3602,Water,NULL,Water,Water,Water,Wetland,Grassland,Forest
3603,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
3604,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
3605,Water,NULL,Water,Water,Water,Water,NULL,Wetland
3606,Water,NULL,Water,Water,Water,Water,NULL,Bareland
3607,Water,NULL,Water,Water,Water,Water,NULL,Water
3608,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
3609,Water,NULL,Water,Water,Water,Water,Grassland,Bareland
3610,Water,NULL,Water,Water,Water,Water,Grassland,Water
3611,Water,NULL,Water,Water,Water,Water,Grassland,Forest
3612,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
3613,Water,NULL,Water,Water,Water,Water,Water,Grassland
3614,Water,NULL,Water,Water,Water,Water,Water,Bareland
3615,Water,NULL,Water,Water,Water,Water,Water,Water
3616,Water,NULL,Water,Water,Water,Water,Water,Forest
3617,Water,NULL,Water,Water,Water,Forest,Water,Water
3618,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3619,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3620,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3621,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
3622,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3623,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3624,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3625,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3626,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
3627,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Water
3628,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3629,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3630,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3631,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3632,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3633,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3634,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3635,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3636,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3637,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3638,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3639,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
3640,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
3641,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3642,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
3643,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3644,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3645,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
3646,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
3647,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
3648,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3649,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
3650,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Water
3651,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3652,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3653,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3654,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3655,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3656,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3657,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3658,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
3659,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3660,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
3661,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
3662,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3663,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
3664,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3665,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
3666,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
3667,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
3668,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3669,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3670,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3671,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3672,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3673,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3674,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3675,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3676,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3677,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3678,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3679,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3680,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3681,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3682,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3683,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3684,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3685,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3686,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3687,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
3688,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3689,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
3690,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3691,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3692,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3693,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3694,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
3695,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3696,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3697,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3698,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
3699,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
3700,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
3701,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
3702,Water,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
3703,Water,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3704,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3705,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
3706,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3707,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3708,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
3709,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
3710,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3711,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3712,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
3713,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
3714,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
3715,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3716,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
3717,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
3718,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
3719,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
3720,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
3721,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
3722,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
3723,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
3724,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
3725,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
3726,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
3727,Water,Wetland,Water,Water,Water,NULL,NULL,Water
3728,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
3729,Water,Wetland,Water,Water,Water,Wetland,NULL,Wetland
3730,Water,Wetland,Water,Water,Water,Wetland,NULL,Water
3731,Water,Wetland,Water,Water,Water,Water,Water,Water
3732,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3733,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3734,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3735,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3736,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3737,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3738,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3739,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
3740,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3741,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
3742,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
3743,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
3744,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3745,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3746,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
3747,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
3748,Water,Bareland,Wetland,Water,Wetland,Water,Grassland,Water
3749,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
3750,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3751,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
3752,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
3753,Water,Bareland,Water,Water,Water,NULL,NULL,Water
3754,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3755,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3756,Water,Bareland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3757,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3758,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3759,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3760,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3761,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3762,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3763,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3764,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3765,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
3766,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
3767,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
3768,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
3769,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3770,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3771,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3772,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3773,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3774,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
3775,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3776,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3777,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3778,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3779,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3780,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
3781,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3782,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
3783,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3784,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3785,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3786,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3787,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3788,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
3789,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3790,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
3791,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
3792,Water,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
3793,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3794,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3795,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3796,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3797,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3798,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3799,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
3800,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3801,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3802,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
3803,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3804,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
3805,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
3806,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3807,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
3808,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3809,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3810,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3811,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
3812,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3813,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3814,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3815,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
3816,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3817,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
3818,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3819,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
3820,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
3821,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3822,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3823,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3824,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
3825,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3826,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3827,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
3828,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
3829,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3830,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3831,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
3832,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
3833,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3834,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3835,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
3836,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
3837,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3838,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3839,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3840,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3841,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3842,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3843,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3844,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
3845,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
3846,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3847,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
3848,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
3849,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3850,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3851,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
3852,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3853,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3854,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
3855,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
3856,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
3857,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3858,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
3859,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
3860,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
3861,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3862,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3863,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3864,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3865,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3866,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3867,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3868,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3869,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3870,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3871,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3872,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3873,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
3874,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
3875,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3876,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3877,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
3878,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3879,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3880,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
3881,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
3882,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
3883,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
3884,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3885,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
3886,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3887,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3888,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3889,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
3890,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
3891,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3892,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,NULL
3893,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3894,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
3895,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
3896,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
3897,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3898,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Bareland
3899,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
3900,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3901,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
