Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNA_M_R
4047,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
4048,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
4049,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
4050,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
4051,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
4052,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4053,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
4054,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
4055,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
4056,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
4057,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
4058,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
4059,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
4060,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
4061,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
4062,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
4063,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
4064,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4065,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4066,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4067,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4068,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4069,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4070,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
4071,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
4072,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4073,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4074,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
4075,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
4076,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
4077,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
4078,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4079,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4080,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
4081,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
4082,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
4083,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
4084,Water,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Water
4085,Water,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
4086,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
4087,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
4088,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
4089,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
4090,Water,Water,Bareland,Water,Non_Wetland,Wetland,Bareland,Water
4091,Water,Water,Bareland,Water,Non_Wetland,Wetland,Bareland,Forest
4092,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
4093,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
4094,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
4095,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
4096,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
4097,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Forest
4098,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
4099,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
4100,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
4101,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
4102,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
4103,Water,Water,Bareland,Water,Non_Wetland,Water,Built-up,Water
4104,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
4105,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
4106,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
4107,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
4108,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
4109,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
4110,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
4111,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
4112,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
4113,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
4114,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
4115,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
4116,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
4117,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
4118,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
4119,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
4120,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
4121,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
4122,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
4123,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
4124,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
4125,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
4126,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4127,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4128,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
4129,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
4130,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
4131,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
4132,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
4133,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
4134,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
4135,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
4136,Water,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
4137,Water,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
4138,Water,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
4139,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
4140,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Wetland
4141,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
4142,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
4143,Water,Water,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
4144,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
4145,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
4146,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
4147,Water,Water,Built-up,Water,Non_Wetland,Water,Built-up,Water
4148,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
4149,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Wetland
4150,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
4151,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
4152,Water,Water,Water,NULL,Water,NULL,Wetland,Grassland
4153,Water,Water,Water,NULL,Water,NULL,Wetland,Wetland
4154,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
4155,Water,Water,Water,NULL,Water,NULL,Water,Grassland
4156,Water,Water,Water,NULL,Water,NULL,Water,Water
4157,Water,Water,Water,NULL,Water,NULL,Water,Forest
4158,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
4159,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
4160,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
4161,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
4162,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
4163,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
4164,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
4165,Water,Water,Water,NULL,Water,Wetland,Water,Water
4166,Water,Water,Water,NULL,Water,Wetland,Water,Forest
4167,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
4168,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
4169,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
4170,Water,Water,Water,NULL,Water,Water,Wetland,Water
4171,Water,Water,Water,NULL,Water,Water,Wetland,Forest
4172,Water,Water,Water,NULL,Water,Water,Water,Grassland
4173,Water,Water,Water,NULL,Water,Water,Water,Wetland
4174,Water,Water,Water,NULL,Water,Water,Water,Water
4175,Water,Water,Water,NULL,Water,Water,Water,Forest
4176,Water,Water,Water,NULL,Water,Water,Forest,Grassland
4177,Water,Water,Water,NULL,Water,Water,Forest,Water
4178,Water,Water,Water,NULL,Water,Water,Forest,Forest
4179,Water,Water,Water,NULL,Water,Forest,Wetland,Grassland
4180,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
4181,Water,Water,Water,NULL,Water,Forest,Water,Forest
4182,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
4183,Water,Water,Water,Non_Water,Water,NULL,Water,Grassland
4184,Water,Water,Water,Non_Water,Water,NULL,Water,Water
4185,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
4186,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Grassland
4187,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
4188,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
4189,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
4190,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
4191,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
4192,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
4193,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
4194,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
4195,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
4196,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
4197,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
4198,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
4199,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
4200,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
4201,Water,Water,Water,Non_Water,Water,Water,Water,Water
4202,Water,Water,Water,Non_Water,Water,Water,Water,Forest
4203,Water,Water,Water,Non_Water,Water,Forest,Water,Water
4204,Water,Water,Water,Water,Water,NULL,Wetland,Grassland
4205,Water,Water,Water,Water,Water,NULL,Wetland,Wetland
4206,Water,Water,Water,Water,Water,NULL,Wetland,Water
4207,Water,Water,Water,Water,Water,NULL,Wetland,Forest
4208,Water,Water,Water,Water,Water,NULL,Water,Grassland
4209,Water,Water,Water,Water,Water,NULL,Water,Wetland
4210,Water,Water,Water,Water,Water,NULL,Water,Water
4211,Water,Water,Water,Water,Water,NULL,Water,Forest
4212,Water,Water,Water,Water,Water,Grassland,Water,Grassland
4213,Water,Water,Water,Water,Water,Grassland,Water,Wetland
4214,Water,Water,Water,Water,Water,Grassland,Water,Water
4215,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
4216,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
4217,Water,Water,Water,Water,Water,Wetland,Wetland,Water
4218,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
4219,Water,Water,Water,Water,Water,Wetland,Water,Grassland
4220,Water,Water,Water,Water,Water,Wetland,Water,Wetland
4221,Water,Water,Water,Water,Water,Wetland,Water,Water
4222,Water,Water,Water,Water,Water,Wetland,Water,Forest
4223,Water,Water,Water,Water,Water,Wetland,Forest,Water
4224,Water,Water,Water,Water,Water,Bareland,Water,Grassland
4225,Water,Water,Water,Water,Water,Bareland,Water,Water
4226,Water,Water,Water,Water,Water,Bareland,Water,Forest
4227,Water,Water,Water,Water,Water,Built-up,Water,Water
4228,Water,Water,Water,Water,Water,Water,Wetland,Grassland
4229,Water,Water,Water,Water,Water,Water,Wetland,Wetland
4230,Water,Water,Water,Water,Water,Water,Wetland,Water
4231,Water,Water,Water,Water,Water,Water,Wetland,Forest
4232,Water,Water,Water,Water,Water,Water,Water,Grassland
4233,Water,Water,Water,Water,Water,Water,Water,Wetland
4234,Water,Water,Water,Water,Water,Water,Water,Bareland
4235,Water,Water,Water,Water,Water,Water,Water,Water
4236,Water,Water,Water,Water,Water,Water,Water,Forest
4237,Water,Water,Water,Water,Water,Water,Forest,Grassland
4238,Water,Water,Water,Water,Water,Water,Forest,Water
4239,Water,Water,Water,Water,Water,Water,Forest,Forest
4240,Water,Water,Water,Water,Water,Forest,Wetland,Wetland
4241,Water,Water,Water,Water,Water,Forest,Wetland,Water
4242,Water,Water,Water,Water,Water,Forest,Wetland,Forest
4243,Water,Water,Water,Water,Water,Forest,Water,Grassland
4244,Water,Water,Water,Water,Water,Forest,Water,Wetland
4245,Water,Water,Water,Water,Water,Forest,Water,Water
4246,Water,Water,Water,Water,Water,Forest,Water,Forest
4247,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
4248,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4249,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
4250,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4251,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4252,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4253,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4254,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4255,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4256,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4257,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
4258,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4259,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4260,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
4261,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4262,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4263,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4264,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
4265,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4266,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4267,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4268,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
4269,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4270,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
4271,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
4272,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
4273,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
4274,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4275,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
4276,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
4277,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
4278,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
4279,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4280,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
4281,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
4282,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4283,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4284,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
4285,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4286,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4287,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4288,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4289,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4290,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
4291,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
4292,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4293,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4294,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4295,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4296,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4297,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4298,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4299,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4300,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4301,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
4302,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4303,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
4304,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
4305,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
4306,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4307,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
4308,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4309,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4310,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4311,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
4312,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
4313,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
4314,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4315,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
4316,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
4317,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
4318,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
4319,Water,Water,Forest,Water,Non_Wetland,Water,Built-up,Water
4320,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
4321,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
4322,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
4323,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
4324,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
4325,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
4326,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
4327,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
4328,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
4329,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4330,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4331,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
4332,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4333,Water,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4334,Water,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4335,Water,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
4336,Water,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
4337,Water,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
4338,Water,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4339,Water,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4340,Water,Forest,NULL,Water,Non_Wetland,Wetland,Bareland,Forest
4341,Water,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
4342,Water,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
4343,Water,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
4344,Water,Forest,NULL,Water,Non_Wetland,Water,Water,Wetland
4345,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4346,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4347,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
4348,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4349,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4350,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4351,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4352,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4353,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
4354,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
4355,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
4356,Water,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
4357,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4358,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
4359,Water,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4360,Water,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4361,Water,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4362,Water,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4363,Water,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4364,Water,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
4365,Water,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
4366,Water,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4367,Water,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
4368,Water,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
4369,Water,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
4370,Water,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
4371,Water,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
4372,Water,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
4373,Water,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
4374,Water,Forest,Grassland,Water,Non_Wetland,Water,Water,Wetland
4375,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
4376,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4377,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4378,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4379,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
4380,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4381,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
4382,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
4383,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
4384,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
