Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NCF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NCF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NCF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NCF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NCF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NCF_M_R
2490,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2491,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
2492,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
2493,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2494,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2495,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
2496,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
2497,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
2498,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2499,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
2500,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
2501,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2502,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2503,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2504,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2505,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2506,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2507,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2508,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2509,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2510,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2511,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2512,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2513,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2514,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2515,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
2516,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2517,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
2518,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2519,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2520,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
2521,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2522,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2523,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
2524,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2525,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
2526,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2527,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
2528,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2529,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2530,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2531,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2532,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
2533,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
2534,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2535,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2536,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2537,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2538,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2539,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
2540,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2541,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
2542,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2543,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2544,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2545,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2546,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2547,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2548,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
2549,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2550,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2551,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2552,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2553,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
2554,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
2555,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Bareland
2556,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
2557,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Bareland
2558,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2559,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2560,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2561,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2562,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2563,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2564,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2565,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2566,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2567,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2568,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2569,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
2570,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
2571,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
2572,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
2573,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
2574,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
2575,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
2576,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2577,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2578,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2579,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2580,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2581,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2582,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2583,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2584,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2585,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2586,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2587,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2588,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
2589,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2590,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2591,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2592,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2593,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2594,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
2595,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2596,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2597,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2598,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2599,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2600,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2601,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2602,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2603,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2604,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2605,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2606,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2607,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2608,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2609,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2610,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2611,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2612,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2613,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2614,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland,Forest
2615,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
2616,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2617,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2618,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2619,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2620,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2621,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2622,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
2623,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2624,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2625,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2626,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2627,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2628,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Bareland
2629,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Water
2630,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2631,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2632,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2633,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2634,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2635,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2636,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2637,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2638,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
2639,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
2640,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2641,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2642,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
2643,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2644,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2645,Forest,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
2646,Forest,NULL,Wetland,NULL,Wetland,Water,Bareland,Bareland
2647,Forest,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
2648,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2649,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
2650,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2651,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
2652,Forest,NULL,Wetland,NULL,Wetland,Forest,Bareland,Forest
2653,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
2654,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
2655,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2656,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2657,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2658,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2659,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
2660,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2661,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2662,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
2663,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
2664,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
2665,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
2666,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
2667,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2668,Forest,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Forest
2669,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
2670,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
2671,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
2672,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2673,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2674,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2675,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
2676,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2677,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2678,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
2679,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2680,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2681,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2682,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2683,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
2684,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2685,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2686,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2687,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
2688,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
2689,Forest,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
2690,Forest,NULL,Water,NULL,Water,Grassland,Bareland,Forest
2691,Forest,NULL,Water,NULL,Water,Wetland,Bareland,Grassland
2692,Forest,NULL,Water,NULL,Water,Wetland,Bareland,Forest
2693,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
2694,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
2695,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
2696,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Water
2697,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Forest
2698,Forest,NULL,Water,Non_Water,Water,Grassland,Bareland,Grassland
2699,Forest,NULL,Water,Non_Water,Water,Wetland,Bareland,Grassland
2700,Forest,NULL,Water,Non_Water,Water,Wetland,Bareland,Forest
2701,Forest,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
2702,Forest,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
2703,Forest,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
2704,Forest,NULL,Water,Non_Water,Water,Bareland,Bareland,Forest
2705,Forest,NULL,Water,Water,Water,Wetland,Bareland,Water
2706,Forest,NULL,Water,Water,Water,Bareland,Bareland,Grassland
2707,Forest,NULL,Water,Water,Water,Bareland,Bareland,Bareland
2708,Forest,NULL,Water,Water,Water,Bareland,Bareland,Water
2709,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2710,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2711,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2712,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2713,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
2714,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2715,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2716,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2717,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2718,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2719,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2720,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2721,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2722,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2723,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
2724,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2725,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2726,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2727,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2728,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2729,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2730,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2731,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2732,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
2733,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2734,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2735,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2736,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2737,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
2738,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2739,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2740,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2741,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2742,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Bareland
2743,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2744,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2745,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2746,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2747,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2748,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2749,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2750,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2751,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2752,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2753,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
2754,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2755,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2756,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2757,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2758,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2759,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2760,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
2761,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2762,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2763,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2764,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2765,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2766,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2767,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2768,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2769,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2770,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2771,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2772,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2773,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2774,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2775,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2776,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland,Grassland
2777,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2778,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2779,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2780,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2781,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
2782,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2783,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2784,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2785,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
2786,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2787,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
2788,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
2789,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
2790,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2791,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2792,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2793,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2794,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2795,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2796,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2797,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Forest,Grassland
2798,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2799,Forest,Cropland,Water,Non_Water,Water,Bareland,Bareland,Forest
2800,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2801,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2802,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2803,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2804,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2805,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2806,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2807,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
