Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDH_M_R
3556,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
3557,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
3558,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Bareland
3559,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
3560,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
3561,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
3562,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Bareland
3563,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
3564,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
3565,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3566,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
3567,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
3568,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
3569,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3570,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3571,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3572,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3573,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
3574,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
3575,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
3576,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
3577,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3578,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3579,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3580,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
3581,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
3582,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland,Water
3583,Water,Water,Forest,Water,Non_Wetland,Grassland,NULL,Forest
3584,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3585,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Water
3586,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
3587,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
3588,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
3589,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
3590,Water,Water,Forest,Water,Non_Wetland,Bareland,NULL,Forest
3591,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
3592,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
3593,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
3594,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Bareland
3595,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
3596,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
3597,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
3598,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Bareland
3599,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
3600,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
3601,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3602,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Bareland
3603,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
3604,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
3605,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
3606,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
3607,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
3608,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3609,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Bareland
3610,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3611,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3612,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
3613,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
3614,Water,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
3615,Water,Water,Forest,Water,Non_Wetland,Forest,Bareland,Forest
3616,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
3617,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3618,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
3619,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
3620,Water,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3621,Water,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
3622,Water,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3623,Water,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
3624,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3625,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3626,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
3627,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
3628,Water,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3629,Water,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
3630,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
3631,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
3632,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
3633,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3634,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
3635,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
3636,Water,Forest,Water,Non_Water,Water,Water,NULL,Water
3637,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
3638,Water,Forest,Water,Water,Water,NULL,NULL,Water
3639,Water,Forest,Water,Water,Water,NULL,NULL,Forest
3640,Water,Forest,Water,Water,Water,Grassland,NULL,Forest
3641,Water,Forest,Water,Water,Water,Grassland,Water,Forest
3642,Water,Forest,Water,Water,Water,Forest,NULL,Water
3643,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3644,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3645,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3646,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3647,Water,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
3648,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3649,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3650,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3651,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3652,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3653,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3654,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3655,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3656,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3657,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3658,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3659,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3660,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3661,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3662,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3663,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3664,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3665,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3666,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3667,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3668,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3669,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3670,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3671,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3672,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3673,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3674,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3675,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3676,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3677,Permanent_ice_and_snow,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
3678,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3679,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3680,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3681,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3682,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3683,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3684,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland,NULL,Forest
3685,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3686,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3687,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3688,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3689,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3690,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3691,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3692,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3693,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3694,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3695,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3696,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3697,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3698,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
3699,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3700,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3701,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3702,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3703,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3704,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3705,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3706,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3707,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3708,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3709,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
3710,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
3711,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
3712,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3713,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
3714,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3715,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
3716,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
3717,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Water
3718,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3719,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3720,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Bareland
3721,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3722,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
3723,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3724,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3725,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3726,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3727,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3728,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
3729,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3730,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
3731,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
3732,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3733,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
3734,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
3735,Forest,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
3736,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3737,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3738,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3739,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3740,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3741,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3742,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3743,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3744,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3745,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3746,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3747,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3748,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3749,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3750,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3751,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3752,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
3753,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
3754,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3755,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3756,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Water
3757,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3758,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3759,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3760,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3761,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3762,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
3763,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3764,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3765,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3766,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3767,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
3768,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
3769,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
3770,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3771,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3772,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3773,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3774,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3775,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3776,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3777,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3778,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3779,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
3780,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3781,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3782,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3783,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3784,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
3785,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3786,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3787,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3788,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3789,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3790,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3791,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
3792,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3793,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3794,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3795,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3796,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
3797,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3798,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
3799,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Bareland
3800,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
3801,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3802,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3803,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
3804,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3805,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3806,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3807,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3808,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
3809,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3810,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3811,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3812,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3813,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3814,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
3815,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
3816,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3817,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
3818,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
3819,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Forest
3820,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3821,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
3822,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
3823,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
3824,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
3825,Forest,NULL,Grassland,Water,Non_Wetland,Water,NULL,Grassland
3826,Forest,NULL,Grassland,Water,Non_Wetland,Water,Forest,Forest
3827,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3828,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3829,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3830,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3831,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3832,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3833,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3834,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3835,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3836,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3837,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
3838,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3839,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3840,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3841,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3842,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3843,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3844,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3845,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3846,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3847,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
3848,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
3849,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3850,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3851,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3852,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
3853,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3854,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3855,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
3856,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3857,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
3858,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
3859,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
3860,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
3861,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
3862,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
3863,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3864,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
3865,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3866,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3867,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
3868,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
3869,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
