Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUA_M_R
2067,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
2068,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
2069,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
2070,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2071,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
2072,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2073,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2074,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
2075,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2076,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2077,Water,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
2078,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
2079,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
2080,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
2081,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
2082,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
2083,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
2084,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
2085,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2086,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2087,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2088,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
2089,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Water
2090,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
2091,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
2092,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
2093,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2094,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
2095,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
2096,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
2097,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
2098,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
2099,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2100,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
2101,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2102,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2103,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2104,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2105,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2106,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2107,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
2108,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
2109,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
2110,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
2111,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2112,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2113,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2114,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2115,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2116,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2117,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
2118,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2119,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Wetland
2120,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Water
2121,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Wetland
2122,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
2123,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
2124,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
2125,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
2126,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Wetland
2127,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Water
2128,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
2129,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
2130,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
2131,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
2132,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2133,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2134,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
2135,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
2136,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
2137,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
2138,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
2139,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
2140,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
2141,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
2142,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
2143,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
2144,Water,Water,Wetland,Water,Wetland,Water,Water,Water
2145,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
2146,Water,Water,Wetland,Water,Wetland,Forest,Grassland,Forest
2147,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2148,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2149,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
2150,Water,Water,Water,NULL,Water,NULL,NULL,Water
2151,Water,Water,Water,NULL,Water,NULL,NULL,Forest
2152,Water,Water,Water,NULL,Water,Wetland,Grassland,Wetland
2153,Water,Water,Water,NULL,Water,Water,NULL,Wetland
2154,Water,Water,Water,NULL,Water,Water,NULL,Water
2155,Water,Water,Water,NULL,Water,Water,Grassland,Wetland
2156,Water,Water,Water,NULL,Water,Water,Grassland,Water
2157,Water,Water,Water,NULL,Water,Water,Water,Wetland
2158,Water,Water,Water,NULL,Water,Water,Water,Water
2159,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2160,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
2161,Water,Water,Water,Non_Water,Water,Grassland,NULL,Wetland
2162,Water,Water,Water,Non_Water,Water,Grassland,NULL,Water
2163,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Wetland
2164,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Wetland
2165,Water,Water,Water,Non_Water,Water,Grassland,Water,Wetland
2166,Water,Water,Water,Non_Water,Water,Wetland,NULL,Wetland
2167,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Wetland
2168,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Water
2169,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
2170,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
2171,Water,Water,Water,Non_Water,Water,Water,NULL,Wetland
2172,Water,Water,Water,Non_Water,Water,Water,NULL,Water
2173,Water,Water,Water,Non_Water,Water,Water,Grassland,Wetland
2174,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
2175,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
2176,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
2177,Water,Water,Water,Non_Water,Water,Water,Water,Water
2178,Water,Water,Water,Water,Water,NULL,NULL,Wetland
2179,Water,Water,Water,Water,Water,NULL,NULL,Water
2180,Water,Water,Water,Water,Water,NULL,NULL,Forest
2181,Water,Water,Water,Water,Water,Grassland,NULL,Wetland
2182,Water,Water,Water,Water,Water,Grassland,NULL,Water
2183,Water,Water,Water,Water,Water,Grassland,Grassland,Wetland
2184,Water,Water,Water,Water,Water,Grassland,Water,Wetland
2185,Water,Water,Water,Water,Water,Grassland,Water,Water
2186,Water,Water,Water,Water,Water,Wetland,NULL,Wetland
2187,Water,Water,Water,Water,Water,Wetland,NULL,Water
2188,Water,Water,Water,Water,Water,Wetland,NULL,Forest
2189,Water,Water,Water,Water,Water,Wetland,Grassland,Wetland
2190,Water,Water,Water,Water,Water,Wetland,Water,Wetland
2191,Water,Water,Water,Water,Water,Wetland,Water,Water
2192,Water,Water,Water,Water,Water,Water,NULL,Wetland
2193,Water,Water,Water,Water,Water,Water,NULL,Water
2194,Water,Water,Water,Water,Water,Water,Grassland,Wetland
2195,Water,Water,Water,Water,Water,Water,Grassland,Water
2196,Water,Water,Water,Water,Water,Water,Wetland,Wetland
2197,Water,Water,Water,Water,Water,Water,Water,Wetland
2198,Water,Water,Water,Water,Water,Water,Water,Water
2199,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2200,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2201,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2202,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2203,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
2204,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
2205,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
2206,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2207,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2208,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2209,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2210,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2211,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2212,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2213,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
2214,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2215,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2216,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
2217,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2218,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
2219,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2220,Water,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
2221,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2222,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2223,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2224,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
2225,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
2226,Water,Forest,Water,Water,Water,NULL,NULL,Water
2227,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2228,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2229,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2230,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
2231,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2232,Permanent_ice_and_snow,NULL,Water,Water,Water,Water,NULL,Wetland
2233,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2234,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2235,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2236,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2237,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2238,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2239,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2240,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2241,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2242,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
2243,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2244,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2245,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2246,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2247,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2248,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2249,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
2250,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2251,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2252,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
2253,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2254,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2255,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2256,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2257,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2258,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
2259,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2260,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2261,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
2262,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2263,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
2264,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
2265,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2266,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2267,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2268,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2269,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
2270,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2271,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2272,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
2273,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
2274,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2275,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
2276,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
2277,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2278,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
2279,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2280,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
2281,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2282,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
2283,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2284,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2285,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2286,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2287,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
2288,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
2289,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
2290,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2291,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
2292,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2293,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2294,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2295,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2296,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
2297,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2298,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2299,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
2300,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
2301,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
2302,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Wetland
2303,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
2304,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2305,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2306,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2307,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
2308,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
2309,Forest,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
2310,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2311,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2312,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2313,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2314,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2315,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2316,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
2317,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2318,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2319,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2320,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2321,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2322,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2323,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
2324,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2325,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2326,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
2327,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2328,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2329,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2330,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2331,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2332,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2333,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2334,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2335,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
2336,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2337,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2338,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
2339,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
2340,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2341,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2342,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2343,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2344,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2345,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2346,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2347,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2348,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2349,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2350,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
2351,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
2352,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2353,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
2354,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2355,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
2356,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2357,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
2358,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2359,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
2360,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2361,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
2362,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2363,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2364,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2365,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2366,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2367,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
2368,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
2369,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
2370,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2371,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
2372,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
2373,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2374,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2375,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2376,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
2377,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2378,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2379,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2380,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
2381,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2382,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
2383,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
2384,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2385,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
2386,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
2387,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2388,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2389,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Wetland
2390,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
2391,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
2392,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
2393,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
2394,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
2395,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2396,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2397,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2398,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2399,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2400,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2401,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2402,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2403,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
2404,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2405,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2406,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2407,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2408,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
2409,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2410,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Wetland
2411,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2412,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
2413,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2414,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2415,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2416,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
