Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MER_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MER_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MER_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MER_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MER_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MER_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MER_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MER_M_R
2852,Water,Water,Water,NULL,Water,Water,Bareland,Grassland
2853,Water,Water,Water,NULL,Water,Water,Bareland,Bareland
2854,Water,Water,Water,NULL,Water,Water,Bareland,Water
2855,Water,Water,Water,NULL,Water,Water,Bareland,Forest
2856,Water,Water,Water,NULL,Water,Water,Water,Grassland
2857,Water,Water,Water,NULL,Water,Water,Water,Bareland
2858,Water,Water,Water,NULL,Water,Water,Water,Water
2859,Water,Water,Water,NULL,Water,Water,Water,Forest
2860,Water,Water,Water,NULL,Water,Water,Forest,Water
2861,Water,Water,Water,NULL,Water,Water,Forest,Forest
2862,Water,Water,Water,NULL,Water,Forest,Bareland,Water
2863,Water,Water,Water,NULL,Water,Forest,Bareland,Forest
2864,Water,Water,Water,NULL,Water,Forest,Water,Water
2865,Water,Water,Water,Non_Water,Water,NULL,Water,Water
2866,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Water
2867,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Grassland
2868,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
2869,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Water
2870,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
2871,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
2872,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2873,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
2874,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
2875,Water,Water,Water,Non_Water,Water,Water,Bareland,Forest
2876,Water,Water,Water,Non_Water,Water,Water,Water,Water
2877,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2878,Water,Water,Water,Non_Water,Water,Water,Forest,Water
2879,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
2880,Water,Water,Water,Non_Water,Water,Forest,Bareland,Water
2881,Water,Water,Water,Non_Water,Water,Forest,Water,Water
2882,Water,Water,Water,Water,Water,NULL,Wetland,Water
2883,Water,Water,Water,Water,Water,NULL,Wetland,Forest
2884,Water,Water,Water,Water,Water,NULL,Bareland,Water
2885,Water,Water,Water,Water,Water,NULL,Bareland,Forest
2886,Water,Water,Water,Water,Water,NULL,Water,Water
2887,Water,Water,Water,Water,Water,NULL,Water,Forest
2888,Water,Water,Water,Water,Water,NULL,Forest,Forest
2889,Water,Water,Water,Water,Water,Wetland,Bareland,Water
2890,Water,Water,Water,Water,Water,Wetland,Water,Water
2891,Water,Water,Water,Water,Water,Wetland,Water,Forest
2892,Water,Water,Water,Water,Water,Bareland,Wetland,Water
2893,Water,Water,Water,Water,Water,Bareland,Wetland,Forest
2894,Water,Water,Water,Water,Water,Bareland,Bareland,Grassland
2895,Water,Water,Water,Water,Water,Bareland,Bareland,Bareland
2896,Water,Water,Water,Water,Water,Bareland,Bareland,Water
2897,Water,Water,Water,Water,Water,Bareland,Bareland,Forest
2898,Water,Water,Water,Water,Water,Bareland,Water,Grassland
2899,Water,Water,Water,Water,Water,Bareland,Water,Bareland
2900,Water,Water,Water,Water,Water,Bareland,Water,Water
2901,Water,Water,Water,Water,Water,Bareland,Water,Forest
2902,Water,Water,Water,Water,Water,Water,Wetland,Grassland
2903,Water,Water,Water,Water,Water,Water,Wetland,Bareland
2904,Water,Water,Water,Water,Water,Water,Wetland,Water
2905,Water,Water,Water,Water,Water,Water,Wetland,Forest
2906,Water,Water,Water,Water,Water,Water,Bareland,Grassland
2907,Water,Water,Water,Water,Water,Water,Bareland,Wetland
2908,Water,Water,Water,Water,Water,Water,Bareland,Bareland
2909,Water,Water,Water,Water,Water,Water,Bareland,Water
2910,Water,Water,Water,Water,Water,Water,Bareland,Forest
2911,Water,Water,Water,Water,Water,Water,Water,Grassland
2912,Water,Water,Water,Water,Water,Water,Water,Bareland
2913,Water,Water,Water,Water,Water,Water,Water,Water
2914,Water,Water,Water,Water,Water,Water,Water,Forest
2915,Water,Water,Water,Water,Water,Water,Forest,Grassland
2916,Water,Water,Water,Water,Water,Water,Forest,Water
2917,Water,Water,Water,Water,Water,Water,Forest,Forest
2918,Water,Water,Water,Water,Water,Forest,Wetland,Water
2919,Water,Water,Water,Water,Water,Forest,Wetland,Forest
2920,Water,Water,Water,Water,Water,Forest,Bareland,Water
2921,Water,Water,Water,Water,Water,Forest,Bareland,Forest
2922,Water,Water,Water,Water,Water,Forest,Water,Water
2923,Water,Water,Water,Water,Water,Forest,Water,Forest
2924,Water,Water,Water,Water,Water,Forest,Forest,Water
2925,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2926,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2927,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2928,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
2929,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
2930,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Water
2931,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2932,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2933,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2934,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2935,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2936,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2937,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2938,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Water
2939,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2940,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2941,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2942,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2943,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
2944,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
2945,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2946,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2947,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2948,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
2949,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2950,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2951,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
2952,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
2953,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2954,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
2955,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2956,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2957,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2958,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
2959,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2960,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2961,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
2962,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
2963,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
2964,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2965,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
2966,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2967,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2968,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2969,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2970,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2971,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2972,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
2973,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Water
2974,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2975,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2976,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2977,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2978,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland,Water
2979,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
2980,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Water
2981,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2982,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
2983,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2984,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
2985,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2986,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Grassland
2987,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Water
2988,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
2989,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2990,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2991,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2992,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2993,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2994,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland,Water
2995,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland,Forest
2996,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2997,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2998,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
2999,Water,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Water
3000,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
3001,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
3002,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
3003,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
3004,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
3005,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
3006,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
3007,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
3008,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
3009,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Bareland
3010,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3011,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3012,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3013,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Grassland
3014,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Bareland
3015,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
3016,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
3017,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
3018,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3019,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
3020,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3021,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3022,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
3023,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3024,Water,Water,Forest,Water,Non_Wetland,Forest,Bareland,Water
3025,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
3026,Water,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3027,Water,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3028,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3029,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3030,Water,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3031,Water,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
3032,Water,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3033,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3034,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
3035,Water,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
3036,Water,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3037,Water,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
3038,Water,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
3039,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3040,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
3041,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3042,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
3043,Water,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
3044,Water,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
3045,Water,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
3046,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
3047,Water,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
3048,Water,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
3049,Water,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
3050,Water,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3051,Water,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3052,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3053,Water,Forest,Wetland,NULL,Wetland,Water,Bareland,Water
3054,Water,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
3055,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
3056,Water,Forest,Wetland,Water,Wetland,NULL,Bareland,Forest
3057,Water,Forest,Wetland,Water,Wetland,Bareland,Bareland,Bareland
3058,Water,Forest,Wetland,Water,Wetland,Bareland,Bareland,Water
3059,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3060,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
3061,Water,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
3062,Water,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3063,Water,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3064,Water,Forest,Bareland,NULL,Non_Wetland,Water,Bareland,Water
3065,Water,Forest,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
3066,Water,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Water
3067,Water,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
3068,Water,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
3069,Water,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
3070,Water,Forest,Bareland,Water,Non_Wetland,Water,Bareland,Bareland
3071,Water,Forest,Bareland,Water,Non_Wetland,Water,Bareland,Water
3072,Water,Forest,Bareland,Water,Non_Wetland,Water,Bareland,Forest
3073,Water,Forest,Bareland,Water,Non_Wetland,Forest,Bareland,Water
3074,Water,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3075,Water,Forest,Water,NULL,Water,NULL,Bareland,Forest
3076,Water,Forest,Water,NULL,Water,Bareland,Wetland,Water
3077,Water,Forest,Water,NULL,Water,Water,Wetland,Water
3078,Water,Forest,Water,NULL,Water,Forest,Bareland,Forest
3079,Water,Forest,Water,Water,Water,Bareland,Bareland,Bareland
3080,Water,Forest,Water,Water,Water,Bareland,Bareland,Water
3081,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3082,Water,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3083,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3084,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3085,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
3086,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3087,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3088,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
3089,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3090,Water,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Water
3091,Water,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3092,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
3093,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
3094,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3095,Water,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3096,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3097,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Bareland,Water
3098,Water,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Water
3099,Water,Forest,Forest,Water,Non_Wetland,Water,Bareland,Grassland
3100,Water,Forest,Forest,Water,Non_Wetland,Water,Bareland,Water
3101,Water,Forest,Forest,Water,Non_Wetland,Water,Bareland,Forest
3102,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
3103,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
3104,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
3105,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3106,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
3107,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
3108,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Water,Bareland,Water
3109,Permanent_ice_and_snow,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
3110,Permanent_ice_and_snow,Bareland,Water,Water,Water,Bareland,Bareland,Water
3111,Permanent_ice_and_snow,Bareland,Water,Water,Water,Bareland,Water,Water
3112,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water,Bareland,Water
3113,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3114,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3115,Permanent_ice_and_snow,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
3116,Permanent_ice_and_snow,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
3117,Permanent_ice_and_snow,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
3118,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3119,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3120,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3121,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
3122,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
3123,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3124,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3125,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Bareland,Water
3126,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
3127,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Wetland,Water
3128,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
3129,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3130,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3131,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
3132,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3133,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
3134,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Water,Bareland,Bareland
3135,Permanent_ice_and_snow,Water,Water,NULL,Water,Bareland,Water,Water
3136,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Water,Bareland,Water
3137,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland,Bareland,Water
3138,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Bareland,Water
3139,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Water
3140,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
3141,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3142,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3143,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
3144,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
3145,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
3146,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
3147,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
3148,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,Bareland,Bareland,Bareland
3149,Permanent_ice_and_snow,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
3150,Permanent_ice_and_snow,Forest,Bareland,Water,Non_Wetland,Water,Bareland,Forest
3151,Permanent_ice_and_snow,Forest,Water,Water,Water,Bareland,Bareland,Water
3152,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3153,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3154,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3155,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
3156,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3157,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3158,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3159,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3160,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3161,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3162,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
3163,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3164,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3165,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3166,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3167,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3168,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
3169,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3170,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3171,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
3172,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
3173,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
