Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LVQ_M_R
2582,Forest,Forest,Wetland,Water,Wetland,Forest
2583,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2584,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2585,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
2586,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
2587,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2588,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2589,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
2590,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
2591,Forest,Forest,Bareland,NULL,Non_Wetland,Water
2592,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2593,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2594,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
2595,Forest,Forest,Bareland,Non_Water,Non_Wetland,Built-up
2596,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
2597,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2598,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
2599,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
2600,Forest,Forest,Bareland,Water,Non_Wetland,Water
2601,Forest,Forest,Bareland,Water,Non_Wetland,Forest
2602,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2603,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2604,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
2605,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
2606,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2607,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
2608,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland
2609,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
2610,Forest,Forest,Built-up,Water,Non_Wetland,Grassland
2611,Forest,Forest,Built-up,Water,Non_Wetland,Bareland
2612,Forest,Forest,Built-up,Water,Non_Wetland,Forest
2613,Forest,Forest,Water,NULL,Water,NULL
2614,Forest,Forest,Water,NULL,Water,Grassland
2615,Forest,Forest,Water,NULL,Water,Bareland
2616,Forest,Forest,Water,NULL,Water,Water
2617,Forest,Forest,Water,NULL,Water,Forest
2618,Forest,Forest,Water,Non_Water,Water,Grassland
2619,Forest,Forest,Water,Non_Water,Water,Bareland
2620,Forest,Forest,Water,Non_Water,Water,Water
2621,Forest,Forest,Water,Non_Water,Water,Forest
2622,Forest,Forest,Water,Water,Water,Grassland
2623,Forest,Forest,Water,Water,Water,Bareland
2624,Forest,Forest,Water,Water,Water,Water
2625,Forest,Forest,Water,Water,Water,Forest
2626,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2627,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2628,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2629,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2630,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2631,Forest,Forest,Forest,NULL,Non_Wetland,Water
2632,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2633,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2634,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2635,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
2636,Forest,Forest,Forest,Non_Water,Non_Wetland,Built-up
2637,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
2638,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2639,Forest,Forest,Forest,Water,Non_Wetland,NULL
2640,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2641,Forest,Forest,Forest,Water,Non_Wetland,Bareland
2642,Forest,Forest,Forest,Water,Non_Wetland,Water
2643,Forest,Forest,Forest,Water,Non_Wetland,Forest
