Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDV_M_R
1719,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1720,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
1721,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1722,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1723,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1724,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1725,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1726,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1727,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
1728,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1729,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1730,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1731,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1732,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1733,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1734,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1735,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1736,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1737,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
1738,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1739,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1740,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1741,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1742,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
1743,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Grassland
1744,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
1745,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1746,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
1747,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1748,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1749,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1750,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1751,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
1752,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1753,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1754,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1755,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1756,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1757,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1758,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1759,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
1760,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1761,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1762,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1763,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
1764,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1765,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1766,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1767,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1768,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1769,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1770,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1771,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1772,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1773,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1774,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1775,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1776,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1777,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1778,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1779,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1780,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1781,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1782,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1783,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1784,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1785,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1786,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1787,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1788,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
1789,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1790,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1791,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1792,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1793,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1794,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
1795,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1796,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1797,Forest,Built-up,Grassland,Water,Non_Wetland,Water,Forest,Forest
1798,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1799,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1800,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Forest
1801,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1802,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1803,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1804,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1805,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1806,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1807,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1808,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1809,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1810,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1811,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1812,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1813,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1814,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1815,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1816,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1817,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1818,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1819,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1820,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1821,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1822,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1823,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1824,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1825,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1826,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1827,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1828,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1829,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1830,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1831,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1832,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1833,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1834,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1835,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1836,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1837,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1838,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1839,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
1840,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1841,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
1842,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1843,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
1844,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1845,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1846,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
1847,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1848,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1849,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1850,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1851,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1852,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
1853,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1854,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1855,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1856,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1857,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1858,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1859,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1860,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1861,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1862,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1863,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1864,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1865,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1866,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1867,Forest,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
1868,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1869,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
1870,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
1871,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1872,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1873,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1874,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1875,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1876,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1877,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1878,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1879,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
1880,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1881,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1882,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1883,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1884,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1885,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1886,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1887,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1888,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1889,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1890,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1891,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1892,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1893,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1894,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1895,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1896,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
1897,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1898,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
1899,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1900,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1901,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1902,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1903,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1904,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1905,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1906,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1907,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1908,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1909,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1910,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1911,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1912,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
1913,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1914,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1915,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1916,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1917,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1918,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1919,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
1920,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
1921,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1922,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1923,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1924,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
1925,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1926,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1927,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1928,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1929,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1930,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1931,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1932,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1933,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1934,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1935,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
1936,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1937,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
1938,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1939,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1940,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1941,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1942,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1943,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1944,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1945,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1946,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1947,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1948,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1949,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1950,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1951,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1952,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1953,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
1954,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1955,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1956,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1957,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1958,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1959,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1960,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1961,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1962,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1963,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1964,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1965,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1966,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1967,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
1968,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1969,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Grassland
1970,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1971,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
1972,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1973,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
1974,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
1975,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
1976,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1977,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1978,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1979,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1980,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1981,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1982,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1983,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1984,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1985,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1986,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1987,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
1988,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1989,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1990,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1991,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1992,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
1993,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1994,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1995,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1996,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1997,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1998,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1999,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2000,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2001,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2002,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
2003,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2004,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
2005,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2006,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2007,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2008,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2009,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
2010,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2011,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2012,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2013,Forest,Water,Bareland,Water,Non_Wetland,Water,Bareland,Forest
2014,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2015,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2016,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
2017,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2018,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2019,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2020,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
2021,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2022,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Forest,Bareland
2023,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
2024,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
2025,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2026,Forest,Water,Water,NULL,Water,NULL,Water,Water
2027,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2028,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
2029,Forest,Water,Water,NULL,Water,Grassland,Grassland,Water
2030,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
2031,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
2032,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
2033,Forest,Water,Water,NULL,Water,Wetland,Water,Water
2034,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
2035,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
2036,Forest,Water,Water,NULL,Water,Bareland,Grassland,Forest
2037,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
2038,Forest,Water,Water,NULL,Water,Bareland,Water,Water
2039,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
2040,Forest,Water,Water,NULL,Water,Bareland,Forest,Water
2041,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
2042,Forest,Water,Water,NULL,Water,Water,Grassland,Water
2043,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
2044,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2045,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2046,Forest,Water,Water,NULL,Water,Water,Water,Grassland
2047,Forest,Water,Water,NULL,Water,Water,Water,Water
2048,Forest,Water,Water,NULL,Water,Water,Water,Forest
2049,Forest,Water,Water,NULL,Water,Water,Forest,Bareland
2050,Forest,Water,Water,NULL,Water,Water,Forest,Water
2051,Forest,Water,Water,NULL,Water,Water,Forest,Forest
2052,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
2053,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
2054,Forest,Water,Water,NULL,Water,Forest,Water,Water
2055,Forest,Water,Water,NULL,Water,Forest,Water,Forest
2056,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
2057,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
2058,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2059,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
2060,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
2061,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
2062,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
