Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLC_M_R
1867,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1868,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1869,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1870,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1871,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1872,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1873,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1874,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1875,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1876,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1877,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1878,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1879,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1880,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1881,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1882,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1883,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
1884,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1885,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1886,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1887,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1888,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1889,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1890,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1891,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
1892,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1893,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1894,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1895,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1896,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1897,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1898,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1899,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1900,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1901,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1902,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1903,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1904,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1905,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1906,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1907,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1908,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
1909,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1910,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1911,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1912,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1913,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1914,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1915,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1916,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1917,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1918,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1919,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1920,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1921,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1922,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1923,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1924,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
1925,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1926,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1927,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1928,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1929,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1930,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
1931,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1932,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1933,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1934,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1935,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1936,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1937,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1938,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1939,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1940,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1941,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1942,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1943,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1944,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1945,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1946,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1947,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Grassland
1948,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1949,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
1950,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
1951,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
1952,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1953,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1954,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1955,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1956,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1957,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1958,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1959,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1960,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1961,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1962,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1963,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1964,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1965,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1966,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1967,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1968,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1969,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1970,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1971,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1972,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1973,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1974,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1975,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1976,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1977,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1978,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1979,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
1980,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
1981,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
1982,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
1983,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
1984,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1985,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1986,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1987,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1988,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1989,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1990,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1991,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1992,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1993,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1994,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1995,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1996,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1997,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1998,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
1999,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
2000,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
2001,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2002,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2003,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2004,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2005,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2006,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2007,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2008,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2009,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
2010,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2011,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2012,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2013,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2014,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2015,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
2016,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2017,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2018,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2019,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2020,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2021,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2022,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2023,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2024,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2025,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2026,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2027,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2028,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2029,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
2030,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2031,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Forest
2032,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
2033,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2034,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2035,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2036,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
2037,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
2038,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
2039,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
2040,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
2041,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
2042,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
2043,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
2044,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
2045,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
2046,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
2047,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
2048,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
2049,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
2050,Forest,Wetland,Water,NULL,Water,Water,Water,Water
2051,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
2052,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
2053,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
2054,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
2055,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
2056,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
2057,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
2058,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
2059,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
2060,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
2061,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
2062,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
2063,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
2064,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
2065,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
2066,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
2067,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
2068,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
2069,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
2070,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
2071,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
2072,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
2073,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
2074,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
2075,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
2076,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
2077,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
2078,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
2079,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
2080,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
2081,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
2082,Forest,Wetland,Water,Water,Water,Water,Water,Water
2083,Forest,Wetland,Water,Water,Water,Water,Water,Forest
2084,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
2085,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2086,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2087,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
2088,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2089,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2090,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2091,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2092,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2093,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2094,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2095,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2096,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
2097,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
2098,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2099,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
2100,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2101,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2102,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2103,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2104,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2105,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2106,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2107,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2108,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2109,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2110,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2111,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2112,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2113,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2114,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
2115,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2116,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2117,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2118,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2119,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2120,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
2121,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2122,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
2123,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
2124,Forest,Bareland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2125,Forest,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2126,Forest,Bareland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2127,Forest,Bareland,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
2128,Forest,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2129,Forest,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2130,Forest,Bareland,Wetland,NULL,Wetland,Wetland,Water,Forest
2131,Forest,Bareland,Wetland,NULL,Wetland,Water,Wetland,Forest
2132,Forest,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
2133,Forest,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2134,Forest,Bareland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2135,Forest,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2136,Forest,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
2137,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
2138,Forest,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Forest
2139,Forest,Bareland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2140,Forest,Bareland,Water,Water,Water,Water,Water,Grassland
2141,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,Water,Forest
2142,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2143,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2144,Forest,Bareland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2145,Forest,Bareland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2146,Forest,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2147,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2148,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2149,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2150,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2151,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2152,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
2153,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2154,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2155,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2156,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2157,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
2158,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2159,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2160,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
2161,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2162,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2163,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2164,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2165,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2166,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2167,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
2168,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2169,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
2170,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2171,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Forest
2172,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2173,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2174,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2175,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
2176,Forest,Built-up,Wetland,NULL,Wetland,Water,Wetland,Forest
2177,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Forest
2178,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
2179,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2180,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2181,Forest,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
2182,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2183,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2184,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2185,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
2186,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2187,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2188,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2189,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2190,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2191,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2192,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
