Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NXJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NXJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NXJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NXJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NXJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NXJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NXJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NXJ_M_R
1977,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1978,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1979,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1980,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1981,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1982,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1983,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1984,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1985,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1986,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1987,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1988,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1989,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1990,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1991,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1992,Bareland,Water,Water,NULL,Water,NULL,NULL,Cropland
1993,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1994,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1995,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1996,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1997,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1998,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1999,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
2000,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
2001,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
2002,Bareland,Water,Water,Water,Water,NULL,NULL,Cropland
2003,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
2004,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
2005,Bareland,Water,Water,Water,Water,NULL,NULL,Water
2006,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
2007,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2008,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2009,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2010,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2011,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2012,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2013,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2014,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2015,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2016,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2017,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2018,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2019,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2020,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2021,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2022,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2023,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2024,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2025,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2026,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2027,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2028,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2029,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2030,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2031,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2032,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2033,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2034,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2035,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2036,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2037,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2038,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2039,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2040,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2041,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2042,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2043,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2044,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2045,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2046,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2047,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2048,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2049,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2050,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
2051,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2052,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2053,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2054,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2055,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2056,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2057,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
2058,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2059,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2060,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2061,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2062,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
2063,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
2064,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
2065,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2066,Bareland,Forest,Water,Water,Water,NULL,NULL,Cropland
2067,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
2068,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
2069,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2070,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2071,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2072,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2073,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2074,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2075,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2076,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2077,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2078,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2079,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2080,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2081,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2082,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2083,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2084,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2085,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2086,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2087,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2088,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2089,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2090,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2091,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2092,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2093,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2094,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2095,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2096,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2097,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2098,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2099,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2100,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2101,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2102,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2103,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2104,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2105,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2106,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2107,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2108,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2109,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2110,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2111,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2112,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2113,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2114,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2115,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2116,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2117,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2118,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2119,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2120,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2121,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2122,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2123,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2124,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2125,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2126,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2127,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2128,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2129,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2130,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2131,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2132,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2133,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2134,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2135,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2136,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2137,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2138,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2139,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2140,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2141,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2142,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2143,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2144,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2145,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2146,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2147,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2148,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2149,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2150,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2151,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2152,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2153,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2154,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2155,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2156,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2157,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2158,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2159,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2160,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
2161,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
2162,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
2163,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
2164,Water,NULL,Water,NULL,Water,NULL,NULL,Water
2165,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
2166,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2167,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2168,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2169,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
2170,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2171,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
2172,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
2173,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
2174,Water,NULL,Water,Water,Water,NULL,NULL,Water
2175,Water,NULL,Water,Water,Water,NULL,NULL,Forest
2176,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2177,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2178,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2179,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2180,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2181,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2182,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2183,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2184,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2185,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2186,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2187,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2188,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2189,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2190,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2191,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2192,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2193,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2194,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2195,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2196,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2197,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
2198,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2199,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2200,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2201,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2202,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2203,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2204,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2205,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2206,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2207,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2208,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2209,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2210,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2211,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2212,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2213,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2214,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2215,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2216,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2217,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2218,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2219,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2220,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2221,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2222,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2223,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2224,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2225,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2226,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2227,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2228,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2229,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2230,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2231,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2232,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2233,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2234,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2235,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2236,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2237,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2238,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2239,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2240,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2241,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2242,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2243,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2244,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2245,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
2246,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
2247,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2248,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
2249,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2250,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2251,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2252,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2253,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2254,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2255,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2256,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2257,Water,Cropland,Water,NULL,Water,NULL,NULL,Wetland
2258,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
2259,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
2260,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
2261,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2262,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
2263,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
2264,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
2265,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
2266,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
2267,Water,Cropland,Water,Water,Water,NULL,NULL,Wetland
2268,Water,Cropland,Water,Water,Water,NULL,NULL,Bareland
2269,Water,Cropland,Water,Water,Water,NULL,NULL,Water
2270,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
2271,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2272,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2273,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2274,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2275,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2276,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2277,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2278,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2279,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2280,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2281,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2282,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2283,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2284,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2285,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2286,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
2287,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2288,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2289,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2290,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2291,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2292,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2293,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2294,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2295,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2296,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2297,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2298,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2299,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2300,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2301,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2302,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2303,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2304,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2305,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2306,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
2307,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2308,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2309,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2310,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2311,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2312,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2313,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2314,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2315,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
2316,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
2317,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
2318,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
2319,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
2320,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
2321,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
2322,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
2323,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
2324,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
2325,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
2326,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
2327,Water,Wetland,Water,Water,Water,NULL,NULL,Water
2328,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
2329,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2330,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
