Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQN_M_R
7422,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
7423,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
7424,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
7425,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
7426,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
7427,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
7428,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
7429,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
7430,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Water
7431,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
7432,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
7433,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
7434,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,NULL
7435,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
7436,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
7437,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
7438,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
7439,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
7440,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
7441,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7442,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
7443,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
7444,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
7445,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
7446,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
7447,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
7448,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
7449,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Bareland
7450,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
7451,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
7452,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
7453,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
7454,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
7455,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
7456,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
7457,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
7458,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
7459,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
7460,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
7461,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
7462,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
7463,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
7464,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Water
7465,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
7466,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
7467,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
7468,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Bareland
7469,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Built-up
7470,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Water
7471,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
7472,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Grassland
7473,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Wetland
7474,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Forest
7475,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
7476,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
7477,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Water
7478,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
7479,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
7480,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
7481,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
7482,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
7483,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Bareland
7484,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
7485,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
7486,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
7487,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Bareland
7488,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
7489,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
7490,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
7491,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
7492,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,NULL
7493,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
7494,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
7495,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
7496,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
7497,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
7498,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
7499,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
7500,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
7501,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
7502,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
7503,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
7504,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
7505,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
7506,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
7507,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
7508,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
7509,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
7510,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
7511,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
7512,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
7513,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
7514,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
7515,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
7516,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
7517,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
7518,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Bareland
7519,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
7520,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
7521,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
7522,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
7523,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Bareland
7524,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
7525,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
7526,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
7527,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
7528,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
7529,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
7530,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
7531,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
7532,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
7533,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
7534,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
7535,Forest,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
7536,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
7537,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
7538,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
7539,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
7540,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
7541,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
7542,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
7543,Forest,Forest,Wetland,Water,Wetland,Water,Water,Bareland
7544,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
7545,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
7546,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
7547,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
7548,Forest,Forest,Wetland,Water,Wetland,Forest,Grassland,Forest
7549,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
7550,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
7551,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
7552,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Forest
7553,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
7554,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Wetland,Forest
7555,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Grassland
7556,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
7557,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
7558,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
7559,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
7560,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
7561,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
7562,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
7563,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7564,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7565,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7566,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Forest
7567,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
7568,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7569,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7570,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
7571,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7572,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
7573,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7574,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
7575,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7576,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
7577,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
7578,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
7579,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
7580,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Bareland
7581,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
7582,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
7583,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
7584,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
7585,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Shrubland,Forest
7586,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
7587,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
7588,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
7589,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
7590,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
7591,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7592,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
7593,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
7594,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
7595,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
7596,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
7597,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
7598,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
7599,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
7600,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
7601,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
7602,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
7603,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
7604,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
7605,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Bareland,Forest
7606,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
7607,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
7608,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
7609,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
7610,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7611,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7612,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
7613,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
7614,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
7615,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
7616,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
7617,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7618,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
7619,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
7620,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
7621,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
7622,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
7623,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
7624,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
7625,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
7626,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
7627,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7628,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
7629,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
7630,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7631,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7632,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7633,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
7634,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
7635,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
7636,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
7637,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
7638,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
7639,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
7640,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
7641,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
7642,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
7643,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
7644,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
7645,Forest,Forest,Water,NULL,Water,NULL,Bareland,Forest
7646,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
7647,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
7648,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Forest
7649,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Grassland
7650,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Forest
7651,Forest,Forest,Water,NULL,Water,Shrubland,Wetland,Forest
7652,Forest,Forest,Water,NULL,Water,Shrubland,Water,Forest
7653,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Grassland
7654,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Forest
7655,Forest,Forest,Water,NULL,Water,Grassland,NULL,Grassland
7656,Forest,Forest,Water,NULL,Water,Grassland,Shrubland,Forest
7657,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
7658,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
7659,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Grassland
7660,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Water
7661,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
7662,Forest,Forest,Water,NULL,Water,Grassland,Bareland,Grassland
7663,Forest,Forest,Water,NULL,Water,Grassland,Bareland,Forest
7664,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
7665,Forest,Forest,Water,NULL,Water,Grassland,Forest,Grassland
7666,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
7667,Forest,Forest,Water,NULL,Water,Bareland,Grassland,Forest
7668,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Bareland
7669,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
7670,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Grassland
7671,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Bareland
7672,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Forest
7673,Forest,Forest,Water,NULL,Water,Bareland,Water,Water
7674,Forest,Forest,Water,NULL,Water,Bareland,Forest,Grassland
7675,Forest,Forest,Water,NULL,Water,Bareland,Forest,Bareland
7676,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
7677,Forest,Forest,Water,NULL,Water,Water,Shrubland,Grassland
7678,Forest,Forest,Water,NULL,Water,Water,Shrubland,Forest
7679,Forest,Forest,Water,NULL,Water,Water,Grassland,Grassland
7680,Forest,Forest,Water,NULL,Water,Water,Grassland,Wetland
7681,Forest,Forest,Water,NULL,Water,Water,Grassland,Forest
7682,Forest,Forest,Water,NULL,Water,Water,Wetland,Bareland
7683,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
7684,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
7685,Forest,Forest,Water,NULL,Water,Water,Bareland,Forest
7686,Forest,Forest,Water,NULL,Water,Water,Water,Bareland
7687,Forest,Forest,Water,NULL,Water,Water,Water,Water
7688,Forest,Forest,Water,NULL,Water,Water,Water,Forest
7689,Forest,Forest,Water,NULL,Water,Water,Forest,Grassland
7690,Forest,Forest,Water,NULL,Water,Water,Forest,Bareland
7691,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
7692,Forest,Forest,Water,NULL,Water,Forest,Shrubland,Forest
7693,Forest,Forest,Water,NULL,Water,Forest,Grassland,Forest
7694,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
7695,Forest,Forest,Water,NULL,Water,Forest,Bareland,Forest
7696,Forest,Forest,Water,NULL,Water,Forest,Water,Water
7697,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
7698,Forest,Forest,Water,NULL,Water,Forest,Forest,Wetland
7699,Forest,Forest,Water,NULL,Water,Forest,Forest,Bareland
7700,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
7701,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
7702,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
7703,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
7704,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
7705,Forest,Forest,Water,Non_Water,Water,Shrubland,Grassland,Forest
7706,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
7707,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Forest
7708,Forest,Forest,Water,Non_Water,Water,Bareland,Forest,Forest
7709,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
7710,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
7711,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
7712,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
7713,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
7714,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
7715,Forest,Forest,Water,Water,Water,NULL,Water,Water
7716,Forest,Forest,Water,Water,Water,NULL,Water,Forest
7717,Forest,Forest,Water,Water,Water,NULL,Forest,Water
7718,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
7719,Forest,Forest,Water,Water,Water,Grassland,Grassland,Forest
7720,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
7721,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
7722,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
7723,Forest,Forest,Water,Water,Water,Bareland,Bareland,Bareland
7724,Forest,Forest,Water,Water,Water,Bareland,Bareland,Forest
7725,Forest,Forest,Water,Water,Water,Bareland,Forest,Forest
7726,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
7727,Forest,Forest,Water,Water,Water,Water,Water,Water
7728,Forest,Forest,Water,Water,Water,Water,Water,Forest
7729,Forest,Forest,Water,Water,Water,Water,Forest,Water
7730,Forest,Forest,Water,Water,Water,Water,Forest,Forest
7731,Forest,Forest,Water,Water,Water,Forest,Water,Water
7732,Forest,Forest,Water,Water,Water,Forest,Water,Forest
7733,Forest,Forest,Water,Water,Water,Forest,Forest,Water
7734,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
7735,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7736,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7737,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
7738,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
7739,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
7740,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
7741,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7742,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7743,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
7744,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
7745,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7746,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
7747,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
7748,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
7749,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
7750,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
7751,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
7752,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
7753,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7754,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
7755,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
7756,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7757,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7758,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7759,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7760,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7761,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
7762,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7763,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
