Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHP_M_R
9421,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
9422,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
9423,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9424,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
9425,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
9426,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
9427,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
9428,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
9429,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
9430,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
9431,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
9432,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
9433,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
9434,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
9435,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
9436,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
9437,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,NULL
9438,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
9439,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
9440,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
9441,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
9442,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
9443,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,NULL
9444,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
9445,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
9446,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
9447,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
9448,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
9449,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
9450,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
9451,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
9452,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
9453,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Forest
9454,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,NULL
9455,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
9456,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
9457,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
9458,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
9459,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9460,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9461,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9462,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
9463,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
9464,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9465,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9466,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
9467,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
9468,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
9469,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9470,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
9471,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9472,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9473,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9474,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9475,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9476,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9477,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9478,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
9479,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9480,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
9481,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9482,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
9483,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
9484,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9485,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
9486,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9487,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9488,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9489,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9490,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
9491,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9492,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9493,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
9494,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9495,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9496,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
9497,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9498,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9499,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
9500,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9501,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
9502,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
9503,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
9504,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
9505,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
9506,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
9507,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
9508,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9509,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
9510,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
9511,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
9512,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9513,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
9514,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
9515,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
9516,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
9517,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9518,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9519,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9520,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9521,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9522,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
9523,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9524,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9525,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
9526,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
9527,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9528,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9529,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
9530,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9531,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
9532,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
9533,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
9534,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9535,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
9536,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9537,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
9538,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9539,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9540,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9541,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9542,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9543,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9544,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
9545,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9546,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9547,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9548,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9549,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9550,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9551,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
9552,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9553,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9554,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
9555,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
9556,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
9557,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
9558,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9559,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
9560,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
9561,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9562,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9563,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9564,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9565,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9566,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9567,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
9568,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9569,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9570,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9571,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9572,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9573,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9574,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9575,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9576,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
9577,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9578,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
9579,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
9580,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9581,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
9582,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9583,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
9584,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9585,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
9586,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9587,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
9588,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9589,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9590,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
9591,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
9592,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9593,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
9594,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
9595,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
9596,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9597,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9598,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
9599,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
9600,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
9601,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
9602,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
9603,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
9604,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
9605,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9606,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9607,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9608,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
9609,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
9610,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9611,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
9612,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
9613,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
9614,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9615,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
9616,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
9617,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9618,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9619,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9620,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9621,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
9622,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9623,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9624,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9625,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
9626,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
9627,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
9628,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9629,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9630,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
9631,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
9632,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9633,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Water
9634,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9635,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
9636,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9637,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
9638,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
9639,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
9640,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
9641,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
9642,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9643,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
9644,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
9645,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
9646,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
9647,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
9648,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
9649,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
9650,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
9651,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
9652,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9653,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9654,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
9655,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
9656,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
9657,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
9658,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
9659,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
9660,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
9661,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
9662,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
9663,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
9664,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
9665,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
9666,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
9667,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
9668,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
9669,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
9670,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
9671,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
9672,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Bareland
9673,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
9674,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
9675,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
9676,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9677,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
9678,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Water
9679,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
9680,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9681,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
9682,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
9683,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
9684,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
9685,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
9686,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
9687,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
9688,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
9689,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
9690,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
9691,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
9692,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
9693,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
9694,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
9695,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9696,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
9697,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9698,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
9699,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
9700,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
9701,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
9702,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
9703,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
9704,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
9705,Forest,NULL,Wetland,Water,Wetland,Shrubland,Forest,Water
9706,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
9707,Forest,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Forest
9708,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
9709,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
9710,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Forest
9711,Forest,NULL,Wetland,Water,Wetland,Forest,Shrubland,Forest
9712,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
9713,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Forest
9714,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
9715,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9716,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
9717,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9718,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9719,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,NULL
9720,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9721,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
9722,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9723,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
9724,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
9725,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
9726,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Forest
9727,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Forest
9728,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,NULL,NULL
9729,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Shrubland,Forest
9730,Forest,NULL,Bareland,Water,Non_Wetland,Water,Shrubland,Forest
9731,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
9732,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
9733,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9734,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9735,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9736,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9737,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
9738,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9739,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
9740,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,NULL
9741,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
9742,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
9743,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
9744,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
9745,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
9746,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
9747,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
9748,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
