Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEG_M_R
18773,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
18774,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
18775,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
18776,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
18777,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
18778,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
18779,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
18780,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
18781,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
18782,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
18783,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
18784,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18785,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
18786,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
18787,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
18788,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
18789,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
18790,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
18791,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
18792,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
18793,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
18794,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
18795,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
18796,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
18797,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
18798,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
18799,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
18800,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
18801,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
18802,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
18803,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
18804,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
18805,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Built-up
18806,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Water
18807,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
18808,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
18809,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
18810,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
18811,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
18812,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
18813,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
18814,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
18815,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
18816,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
18817,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
18818,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
18819,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
18820,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
18821,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
18822,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
18823,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
18824,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
18825,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
18826,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
18827,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
18828,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
18829,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
18830,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
18831,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
18832,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
18833,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
18834,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
18835,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
18836,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
18837,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
18838,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
18839,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
18840,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
18841,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
18842,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
18843,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
18844,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
18845,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
18846,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Water
18847,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
18848,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
18849,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
18850,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
18851,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
18852,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
18853,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
18854,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
18855,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
18856,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
18857,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
18858,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
18859,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
18860,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
18861,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
18862,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
18863,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
18864,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
18865,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
18866,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
18867,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
18868,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
18869,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
18870,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
18871,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
18872,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
18873,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
18874,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
18875,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
18876,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
18877,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
18878,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
18879,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
18880,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
18881,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
18882,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
18883,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
18884,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
18885,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
18886,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
18887,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
18888,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
18889,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
18890,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
18891,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
18892,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
18893,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
18894,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
18895,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Built-up
18896,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
18897,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
18898,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
18899,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
18900,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
18901,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
18902,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
18903,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
18904,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
18905,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
18906,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
18907,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
18908,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
18909,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
18910,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
18911,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
18912,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
18913,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
18914,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
18915,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
18916,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
18917,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
18918,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
18919,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
18920,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
18921,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
18922,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
18923,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
18924,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
18925,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
18926,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
18927,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
18928,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
18929,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
18930,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Water
18931,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
18932,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
18933,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
18934,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
18935,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
18936,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
18937,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
18938,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
18939,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Water
18940,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
18941,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
18942,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
18943,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
18944,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Water
18945,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
18946,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
18947,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
18948,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
18949,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Built-up
18950,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Water
18951,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
18952,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
18953,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
18954,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
18955,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
18956,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
18957,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
18958,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
18959,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Built-up
18960,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Water
18961,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
18962,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
18963,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
18964,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
18965,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Cropland
18966,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
18967,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
18968,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
18969,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
18970,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
18971,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
18972,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Water
18973,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
18974,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
18975,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
18976,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
18977,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
18978,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
18979,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
18980,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
18981,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
18982,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
18983,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
18984,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
18985,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
18986,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,NULL
18987,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
18988,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
18989,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
18990,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
18991,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
18992,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
18993,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
18994,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
18995,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
18996,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
18997,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
18998,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
18999,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
19000,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
19001,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
19002,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
19003,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
19004,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
19005,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
19006,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
19007,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
19008,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Cropland
19009,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
19010,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
19011,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
19012,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
19013,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
19014,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
19015,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
19016,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
19017,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
19018,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,NULL
19019,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
19020,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
19021,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
19022,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
19023,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
19024,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
19025,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
19026,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
19027,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
19028,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Water
19029,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
19030,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
19031,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
19032,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
19033,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
19034,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
19035,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
19036,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
19037,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Cropland
19038,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
19039,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
19040,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
19041,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Shrubland,Forest
19042,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
19043,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
19044,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
19045,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Forest
19046,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Grassland
19047,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Forest
19048,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
19049,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
19050,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Grassland,Forest
19051,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
19052,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
19053,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
19054,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
19055,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
19056,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,NULL,Water
19057,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
19058,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
19059,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
19060,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
19061,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
19062,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Forest
19063,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Water
19064,Forest,Forest,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
19065,Forest,Forest,Cropland,Water,Non_Wetland,Forest,NULL,Forest
19066,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Shrubland,Forest
19067,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Grassland,Forest
19068,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Forest
19069,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Forest
19070,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
19071,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
19072,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
19073,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
19074,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
19075,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
19076,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
19077,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
19078,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
19079,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
19080,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
19081,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
19082,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
19083,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
19084,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
19085,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
19086,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
