Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWS_M_R
12930,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
12931,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12932,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
12933,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
12934,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
12935,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
12936,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
12937,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12938,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12939,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
12940,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12941,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
12942,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12943,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
12944,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
12945,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12946,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
12947,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
12948,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
12949,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
12950,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
12951,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
12952,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
12953,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
12954,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
12955,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
12956,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12957,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
12958,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
12959,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
12960,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
12961,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
12962,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
12963,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
12964,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
12965,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
12966,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12967,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
12968,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
12969,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12970,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
12971,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
12972,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12973,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
12974,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
12975,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
12976,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
12977,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
12978,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
12979,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
12980,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12981,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
12982,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
12983,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
12984,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
12985,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
12986,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
12987,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
12988,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
12989,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
12990,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
12991,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
12992,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
12993,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
12994,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
12995,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12996,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
12997,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
12998,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
12999,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
13000,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
13001,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
13002,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
13003,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
13004,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
13005,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
13006,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
13007,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
13008,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
13009,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
13010,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
13011,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
13012,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
13013,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
13014,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
13015,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
13016,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
13017,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
13018,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
13019,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
13020,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
13021,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
13022,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
13023,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
13024,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
13025,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13026,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
13027,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
13028,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
13029,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
13030,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
13031,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
13032,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
13033,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
13034,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
13035,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
13036,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
13037,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
13038,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
13039,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
13040,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
13041,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
13042,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
13043,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
13044,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
13045,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
13046,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13047,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
13048,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
13049,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13050,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13051,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13052,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13053,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13054,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13055,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13056,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
13057,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
13058,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
13059,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
13060,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
13061,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
13062,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
13063,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
13064,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
13065,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
13066,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
13067,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
13068,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
13069,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
13070,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
13071,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13072,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13073,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
13074,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13075,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
13076,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13077,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13078,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
13079,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
13080,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
13081,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
13082,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13083,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
13084,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
13085,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
13086,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13087,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
13088,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13089,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
13090,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
13091,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
13092,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
13093,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
13094,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
13095,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
13096,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
13097,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Water
13098,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
13099,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
13100,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
13101,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
13102,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
13103,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
13104,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
13105,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
13106,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
13107,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
13108,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
13109,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
13110,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
13111,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
13112,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
13113,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
13114,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
13115,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
13116,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
13117,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
13118,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
13119,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13120,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
13121,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
13122,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13123,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
13124,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
13125,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
13126,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
13127,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
13128,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
13129,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
13130,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
13131,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
13132,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
13133,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
13134,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13135,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13136,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
13137,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
13138,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13139,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13140,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
13141,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
13142,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
13143,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13144,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
13145,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13146,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
13147,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
13148,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
13149,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
13150,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Water
13151,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
13152,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
13153,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
13154,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
13155,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
13156,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
13157,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
13158,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
13159,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
13160,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
13161,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
13162,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
13163,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Water
13164,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
13165,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,NULL
13166,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
13167,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Bareland
13168,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Water
13169,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
13170,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
13171,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
13172,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
13173,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
13174,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Water
13175,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
13176,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
13177,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
13178,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
13179,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
13180,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
13181,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
13182,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Built-up
13183,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
13184,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
13185,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
13186,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
13187,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
13188,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
13189,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
13190,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
13191,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Bareland
13192,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Water
13193,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
13194,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
13195,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
13196,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
13197,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
13198,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13199,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
13200,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
13201,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
13202,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Water
13203,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
13204,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
13205,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13206,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
13207,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
13208,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13209,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
13210,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
13211,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
13212,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
13213,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
13214,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
13215,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
13216,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
13217,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
13218,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
13219,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
13220,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
13221,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
13222,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
13223,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Water
13224,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
13225,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
13226,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Forest
13227,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
13228,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Water
13229,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
13230,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
13231,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
13232,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
13233,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
13234,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
13235,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Water
13236,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
13237,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
13238,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
13239,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Forest
13240,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Forest,Forest
13241,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
13242,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
13243,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
13244,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Forest
13245,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Forest,Forest
13246,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Bareland
13247,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Forest
13248,Forest,Forest,Cropland,Water,Non_Wetland,Water,Forest,Water
13249,Forest,Forest,Cropland,Water,Non_Wetland,Water,Forest,Forest
13250,Forest,Forest,Cropland,Water,Non_Wetland,Forest,NULL,Forest
13251,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Grassland,Forest
13252,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Wetland,Forest
