Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFD_M_R
2650,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
2651,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2652,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2653,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2654,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2655,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2656,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2657,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
2658,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2659,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2660,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2661,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2662,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2663,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2664,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2665,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2666,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2667,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2668,Forest,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2669,Forest,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
2670,Forest,Bareland,Water,NULL,Water,NULL,NULL,Water
2671,Forest,Bareland,Water,NULL,Water,NULL,NULL,Forest
2672,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
2673,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Water
2674,Forest,Bareland,Water,Water,Water,NULL,NULL,Bareland
2675,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
2676,Forest,Bareland,Water,Water,Water,NULL,NULL,Forest
2677,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2678,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2679,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2680,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2681,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2682,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2683,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2684,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2685,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
2686,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2687,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2688,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2689,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2690,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2691,Forest,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
2692,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2693,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2694,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2695,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2696,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2697,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2698,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2699,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2700,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2701,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2702,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2703,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2704,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2705,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2706,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2707,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2708,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2709,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2710,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2711,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
2712,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2713,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
2714,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2715,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2716,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2717,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2718,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2719,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2720,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2721,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2722,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2723,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2724,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2725,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
2726,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2727,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2728,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2729,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
2730,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2731,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2732,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2733,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2734,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2735,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2736,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2737,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2738,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2739,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2740,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2741,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2742,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2743,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2744,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2745,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2746,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2747,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2748,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2749,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2750,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2751,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2752,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2753,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2754,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2755,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2756,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2757,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2758,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2759,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2760,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2761,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2762,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2763,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2764,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2765,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2766,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2767,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2768,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2769,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2770,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2771,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2772,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2773,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2774,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2775,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2776,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2777,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2778,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2779,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2780,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2781,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
2782,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2783,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2784,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2785,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2786,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2787,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2788,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2789,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2790,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2791,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2792,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2793,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2794,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
2795,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2796,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
2797,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2798,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2799,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2800,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2801,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
2802,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2803,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
2804,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2805,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2806,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2807,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2808,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2809,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2810,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2811,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2812,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2813,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2814,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2815,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2816,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2817,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2818,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2819,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2820,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2821,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2822,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2823,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2824,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2825,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2826,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2827,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2828,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2829,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2830,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2831,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
2832,Forest,Water,Water,NULL,Water,NULL,NULL,Cropland
2833,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
2834,Forest,Water,Water,NULL,Water,NULL,NULL,Water
2835,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
2836,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2837,Forest,Water,Water,Non_Water,Water,NULL,NULL,Cropland
2838,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2839,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2840,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
2841,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
2842,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
2843,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
2844,Forest,Water,Water,Water,Water,NULL,NULL,Water
2845,Forest,Water,Water,Water,Water,NULL,NULL,Forest
2846,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2847,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2848,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2849,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2850,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2851,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2852,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2853,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2854,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2855,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2856,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2857,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2858,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2859,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2860,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2861,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2862,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2863,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2864,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2865,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2866,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2867,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2868,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2869,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2870,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2871,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2872,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2873,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2874,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2875,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2876,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2877,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2878,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2879,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
2880,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2881,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2882,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2883,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2884,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2885,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2886,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2887,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2888,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2889,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2890,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2891,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2892,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2893,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2894,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2895,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2896,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2897,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2898,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2899,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2900,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2901,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2902,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2903,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2904,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2905,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2906,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2907,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2908,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2909,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2910,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2911,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2912,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2913,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2914,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2915,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2916,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2917,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2918,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2919,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
2920,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2921,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2922,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2923,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2924,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2925,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2926,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2927,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2928,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2929,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2930,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2931,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2932,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2933,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2934,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2935,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2936,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
2937,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2938,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2939,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2940,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
2941,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
2942,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2943,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Built-up
2944,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2945,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2946,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2947,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2948,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2949,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2950,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2951,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2952,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2953,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2954,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
2955,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
2956,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2957,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2958,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2959,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2960,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2961,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2962,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2963,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
2964,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
2965,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2966,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
2967,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
2968,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2969,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2970,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2971,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2972,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2973,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2974,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2975,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2976,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2977,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2978,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2979,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2980,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2981,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2982,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2983,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2984,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2985,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
2986,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2987,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2988,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2989,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2990,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2991,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
