Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQB_M_R
12052,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
12053,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
12054,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
12055,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
12056,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
12057,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
12058,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
12059,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
12060,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Water
12061,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
12062,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
12063,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
12064,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
12065,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
12066,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
12067,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
12068,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
12069,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
12070,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
12071,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
12072,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
12073,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Water
12074,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
12075,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
12076,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
12077,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
12078,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
12079,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
12080,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
12081,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
12082,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
12083,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
12084,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
12085,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
12086,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
12087,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
12088,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
12089,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
12090,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
12091,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
12092,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
12093,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
12094,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
12095,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
12096,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
12097,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
12098,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
12099,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
12100,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
12101,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
12102,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
12103,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
12104,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
12105,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
12106,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
12107,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
12108,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
12109,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
12110,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
12111,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
12112,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
12113,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
12114,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
12115,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
12116,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
12117,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
12118,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
12119,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
12120,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
12121,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
12122,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12123,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
12124,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
12125,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
12126,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
12127,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
12128,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
12129,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
12130,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
12131,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12132,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12133,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
12134,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12135,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
12136,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Water
12137,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
12138,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
12139,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
12140,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
12141,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
12142,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Water
12143,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
12144,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12145,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
12146,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
12147,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
12148,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
12149,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
12150,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
12151,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
12152,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
12153,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
12154,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
12155,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
12156,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Wetland
12157,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Water
12158,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
12159,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
12160,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
12161,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
12162,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
12163,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
12164,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
12165,Water,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
12166,Water,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
12167,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
12168,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
12169,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
12170,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
12171,Water,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
12172,Water,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
12173,Water,Water,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
12174,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
12175,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
12176,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
12177,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
12178,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
12179,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Water
12180,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
12181,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
12182,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
12183,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
12184,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
12185,Water,Water,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
12186,Water,Water,NULL,Water,Non_Wetland,Wetland,Bareland,Water
12187,Water,Water,NULL,Water,Non_Wetland,Wetland,Bareland,Forest
12188,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
12189,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
12190,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
12191,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
12192,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
12193,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Wetland
12194,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Water
12195,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
12196,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
12197,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Water
12198,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
12199,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
12200,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
12201,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
12202,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
12203,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Wetland
12204,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
12205,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
12206,Water,Water,NULL,Water,Non_Wetland,Bareland,Forest,Forest
12207,Water,Water,NULL,Water,Non_Wetland,Built-up,Water,Water
12208,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Grassland
12209,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
12210,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Wetland
12211,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
12212,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
12213,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
12214,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Wetland
12215,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
12216,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
12217,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Grassland
12218,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Wetland
12219,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
12220,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
12221,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
12222,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
12223,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
12224,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Grassland
12225,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
12226,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
12227,Water,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
12228,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
12229,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
12230,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
12231,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
12232,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
12233,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12234,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12235,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
12236,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
12237,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12238,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
12239,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
12240,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12241,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
12242,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
12243,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
12244,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
12245,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
12246,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
12247,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
12248,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
12249,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
12250,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
12251,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12252,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
12253,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
12254,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
12255,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
12256,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12257,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
12258,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
12259,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
12260,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
12261,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
12262,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
12263,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
12264,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
12265,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Water
12266,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
12267,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
12268,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
12269,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
12270,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
12271,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
12272,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
12273,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12274,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12275,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
12276,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
12277,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12278,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
12279,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
12280,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
12281,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12282,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12283,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12284,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
12285,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
12286,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
12287,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
12288,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
12289,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
12290,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
12291,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
12292,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
12293,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
12294,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
12295,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
12296,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
12297,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
12298,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
12299,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
12300,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
12301,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
12302,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
12303,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
12304,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
12305,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
12306,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Wetland
12307,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
12308,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
12309,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
12310,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
12311,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
12312,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
12313,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
12314,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
12315,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
12316,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
12317,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
12318,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
12319,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12320,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12321,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
12322,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
12323,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
12324,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
12325,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
12326,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
12327,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
12328,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
12329,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
12330,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
12331,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12332,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12333,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
12334,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12335,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
12336,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
12337,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
12338,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
12339,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
12340,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
12341,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12342,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
12343,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
12344,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
12345,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
12346,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12347,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
12348,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
12349,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
12350,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
12351,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
12352,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
12353,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
12354,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
12355,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
12356,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
12357,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
12358,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
12359,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Water
12360,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
12361,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
