Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTC_M_R
10810,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
10811,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
10812,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10813,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
10814,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
10815,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
10816,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
10817,Forest,Built-up,Water,NULL,Water,Grassland,Wetland,Forest
10818,Forest,Built-up,Water,NULL,Water,Wetland,Grassland,Forest
10819,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10820,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
10821,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10822,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
10823,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10824,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10825,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
10826,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10827,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
10828,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
10829,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
10830,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
10831,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
10832,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
10833,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10834,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
10835,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10836,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10837,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
10838,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Wetland
10839,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
10840,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
10841,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
10842,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
10843,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
10844,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
10845,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
10846,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
10847,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
10848,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
10849,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
10850,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
10851,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
10852,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
10853,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
10854,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
10855,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
10856,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Wetland
10857,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
10858,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
10859,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10860,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
10861,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10862,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10863,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10864,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
10865,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10866,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
10867,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
10868,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
10869,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
10870,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
10871,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
10872,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
10873,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10874,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
10875,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10876,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
10877,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
10878,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
10879,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
10880,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10881,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10882,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
10883,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
10884,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
10885,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
10886,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
10887,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
10888,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
10889,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
10890,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
10891,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
10892,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
10893,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
10894,Forest,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
10895,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
10896,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
10897,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
10898,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10899,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10900,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
10901,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
10902,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
10903,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10904,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
10905,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
10906,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
10907,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
10908,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
10909,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10910,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10911,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
10912,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
10913,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
10914,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
10915,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
10916,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
10917,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10918,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10919,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
10920,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
10921,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
10922,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
10923,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
10924,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
10925,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
10926,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
10927,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
10928,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
10929,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
10930,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
10931,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
10932,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
10933,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
10934,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
10935,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
10936,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
10937,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
10938,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
10939,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
10940,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
10941,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
10942,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
10943,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
10944,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
10945,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
10946,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
10947,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
10948,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
10949,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
10950,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
10951,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Water
10952,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
10953,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
10954,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
10955,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
10956,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
10957,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
10958,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
10959,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
10960,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
10961,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
10962,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
10963,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
10964,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
10965,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
10966,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
10967,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
10968,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
10969,Forest,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
10970,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
10971,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
10972,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
10973,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
10974,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
10975,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
10976,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
10977,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
10978,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
10979,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
10980,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
10981,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Water
10982,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
10983,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
10984,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
10985,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
10986,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
10987,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
10988,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
10989,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
10990,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
10991,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
10992,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
10993,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Bareland
10994,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
10995,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
10996,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
10997,Forest,Water,Water,NULL,Water,NULL,Grassland,Forest
10998,Forest,Water,Water,NULL,Water,NULL,Water,Forest
10999,Forest,Water,Water,NULL,Water,Grassland,Shrubland,Forest
11000,Forest,Water,Water,NULL,Water,Grassland,Grassland,Water
11001,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
11002,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
11003,Forest,Water,Water,NULL,Water,Grassland,Forest,Wetland
11004,Forest,Water,Water,NULL,Water,Wetland,Shrubland,Wetland
11005,Forest,Water,Water,NULL,Water,Wetland,Shrubland,Water
11006,Forest,Water,Water,NULL,Water,Wetland,Shrubland,Forest
11007,Forest,Water,Water,NULL,Water,Wetland,Grassland,Grassland
11008,Forest,Water,Water,NULL,Water,Wetland,Grassland,Wetland
11009,Forest,Water,Water,NULL,Water,Wetland,Grassland,Water
11010,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
11011,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
11012,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
11013,Forest,Water,Water,NULL,Water,Wetland,Water,Water
11014,Forest,Water,Water,NULL,Water,Bareland,Grassland,Grassland
11015,Forest,Water,Water,NULL,Water,Bareland,Grassland,Forest
11016,Forest,Water,Water,NULL,Water,Water,Shrubland,Water
11017,Forest,Water,Water,NULL,Water,Water,Grassland,Grassland
11018,Forest,Water,Water,NULL,Water,Water,Grassland,Wetland
11019,Forest,Water,Water,NULL,Water,Water,Grassland,Water
11020,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
11021,Forest,Water,Water,NULL,Water,Water,Wetland,Water
11022,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
11023,Forest,Water,Water,NULL,Water,Water,Bareland,Forest
11024,Forest,Water,Water,NULL,Water,Water,Water,Wetland
11025,Forest,Water,Water,NULL,Water,Water,Water,Water
11026,Forest,Water,Water,NULL,Water,Water,Water,Forest
11027,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
11028,Forest,Water,Water,NULL,Water,Forest,Water,Forest
11029,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
11030,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
11031,Forest,Water,Water,Non_Water,Water,Wetland,Shrubland,Water
11032,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Water
11033,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
11034,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
11035,Forest,Water,Water,Non_Water,Water,Water,Grassland,Wetland
11036,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
11037,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
11038,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
11039,Forest,Water,Water,Non_Water,Water,Water,Water,Water
11040,Forest,Water,Water,Water,Water,NULL,NULL,Forest
11041,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
11042,Forest,Water,Water,Water,Water,NULL,Water,Forest
11043,Forest,Water,Water,Water,Water,Grassland,Grassland,Forest
11044,Forest,Water,Water,Water,Water,Wetland,Grassland,Wetland
11045,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
11046,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
11047,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
11048,Forest,Water,Water,Water,Water,Wetland,Water,Forest
11049,Forest,Water,Water,Water,Water,Water,Shrubland,Forest
11050,Forest,Water,Water,Water,Water,Water,Grassland,Water
11051,Forest,Water,Water,Water,Water,Water,Grassland,Forest
11052,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
11053,Forest,Water,Water,Water,Water,Water,Wetland,Water
11054,Forest,Water,Water,Water,Water,Water,Wetland,Forest
11055,Forest,Water,Water,Water,Water,Water,Bareland,Water
11056,Forest,Water,Water,Water,Water,Water,Water,Wetland
11057,Forest,Water,Water,Water,Water,Water,Water,Water
11058,Forest,Water,Water,Water,Water,Water,Water,Forest
11059,Forest,Water,Water,Water,Water,Forest,Grassland,Forest
11060,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
11061,Forest,Water,Water,Water,Water,Forest,Water,Forest
11062,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
11063,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
11064,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11065,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
11066,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
11067,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
11068,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
11069,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
11070,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
11071,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
11072,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11073,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
11074,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
11075,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
11076,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
11077,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
11078,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
11079,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
11080,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
11081,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
11082,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
11083,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
11084,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
11085,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
11086,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
11087,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
11088,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
11089,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
11090,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
11091,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
11092,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
11093,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
11094,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
11095,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
11096,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
11097,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
11098,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
11099,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
11100,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
11101,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
11102,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
11103,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
11104,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
11105,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
11106,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
11107,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
11108,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
11109,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
11110,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
11111,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
11112,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
11113,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
11114,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
11115,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
11116,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
11117,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
11118,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
11119,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
11120,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
11121,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
11122,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11123,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
11124,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
11125,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11126,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
11127,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
11128,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
11129,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
11130,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
11131,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
11132,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
11133,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Water
11134,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
11135,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
11136,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
11137,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
11138,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
11139,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
11140,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
11141,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
