Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGT_M_R
3873,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
3874,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
3875,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3876,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
3877,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3878,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3879,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3880,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3881,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3882,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3883,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3884,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3885,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
3886,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3887,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3888,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
3889,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
3890,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3891,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3892,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
3893,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3894,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
3895,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
3896,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
3897,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
3898,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
3899,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3900,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
3901,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
3902,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
3903,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
3904,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Water
3905,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3906,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
3907,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
3908,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
3909,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3910,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3911,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
3912,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
3913,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
3914,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
3915,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
3916,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
3917,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
3918,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
3919,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
3920,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
3921,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
3922,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
3923,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
3924,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
3925,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
3926,Water,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
3927,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
3928,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
3929,Water,Wetland,Wetland,Water,Wetland,Forest,Wetland,Water
3930,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
3931,Water,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Grassland
3932,Water,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Forest
3933,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3934,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3935,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
3936,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3937,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3938,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
3939,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3940,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
3941,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3942,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3943,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3944,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3945,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
3946,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
3947,Water,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Grassland
3948,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3949,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3950,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3951,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3952,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
3953,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3954,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3955,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3956,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3957,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3958,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3959,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
3960,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
3961,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3962,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
3963,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
3964,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
3965,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3966,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
3967,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
3968,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3969,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
3970,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
3971,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
3972,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
3973,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3974,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
3975,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
3976,Water,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
3977,Water,Wetland,Water,NULL,Water,NULL,Wetland,Forest
3978,Water,Wetland,Water,NULL,Water,NULL,Water,Forest
3979,Water,Wetland,Water,NULL,Water,Wetland,Grassland,Grassland
3980,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
3981,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Water
3982,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
3983,Water,Wetland,Water,NULL,Water,Wetland,Water,Grassland
3984,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
3985,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
3986,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
3987,Water,Wetland,Water,NULL,Water,Water,Grassland,Forest
3988,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
3989,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
3990,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
3991,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
3992,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
3993,Water,Wetland,Water,NULL,Water,Water,Water,Water
3994,Water,Wetland,Water,NULL,Water,Water,Water,Forest
3995,Water,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
3996,Water,Wetland,Water,Non_Water,Water,Grassland,Wetland,Grassland
3997,Water,Wetland,Water,Non_Water,Water,Grassland,Water,Grassland
3998,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
3999,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
4000,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
4001,Water,Wetland,Water,Non_Water,Water,Wetland,Water,NULL
4002,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
4003,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
4004,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
4005,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
4006,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
4007,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
4008,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
4009,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
4010,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
4011,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
4012,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
4013,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
4014,Water,Wetland,Water,Water,Water,NULL,Wetland,Grassland
4015,Water,Wetland,Water,Water,Water,NULL,Wetland,Wetland
4016,Water,Wetland,Water,Water,Water,NULL,Wetland,Water
4017,Water,Wetland,Water,Water,Water,NULL,Wetland,Forest
4018,Water,Wetland,Water,Water,Water,NULL,Water,Grassland
4019,Water,Wetland,Water,Water,Water,NULL,Water,Wetland
4020,Water,Wetland,Water,Water,Water,NULL,Water,Water
4021,Water,Wetland,Water,Water,Water,Grassland,Wetland,Water
4022,Water,Wetland,Water,Water,Water,Grassland,Water,Grassland
4023,Water,Wetland,Water,Water,Water,Grassland,Water,Water
4024,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
4025,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
4026,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
4027,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
4028,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
4029,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
4030,Water,Wetland,Water,Water,Water,Wetland,Water,Water
4031,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
4032,Water,Wetland,Water,Water,Water,Bareland,Water,Water
4033,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
4034,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
4035,Water,Wetland,Water,Water,Water,Water,Wetland,Water
4036,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
4037,Water,Wetland,Water,Water,Water,Water,Water,Grassland
4038,Water,Wetland,Water,Water,Water,Water,Water,Wetland
4039,Water,Wetland,Water,Water,Water,Water,Water,Bareland
4040,Water,Wetland,Water,Water,Water,Water,Water,Water
4041,Water,Wetland,Water,Water,Water,Water,Water,Forest
4042,Water,Wetland,Water,Water,Water,Forest,Wetland,Forest
4043,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4044,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4045,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4046,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
4047,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4048,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4049,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4050,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
4051,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4052,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
4053,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
4054,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
4055,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
4056,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
4057,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4058,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4059,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
4060,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4061,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4062,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4063,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4064,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4065,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4066,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
4067,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4068,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4069,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
4070,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4071,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4072,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
4073,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
4074,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
4075,Water,Wetland,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
4076,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4077,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
4078,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
4079,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
4080,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
4081,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
4082,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
4083,Water,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Grassland
4084,Water,Bareland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4085,Water,Bareland,NULL,NULL,Non_Wetland,Water,Water,Forest
4086,Water,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4087,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4088,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
4089,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
4090,Water,Bareland,Grassland,NULL,Non_Wetland,Water,Water,Forest
4091,Water,Bareland,Grassland,Water,Non_Wetland,Water,Water,Water
4092,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Grassland
4093,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
4094,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
4095,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
4096,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Wetland
4097,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
4098,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Forest
4099,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
4100,Water,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
4101,Water,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
4102,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
4103,Water,Bareland,Wetland,Water,Wetland,Water,Water,Forest
4104,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
4105,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Water
4106,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Forest
4107,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4108,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4109,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
4110,Water,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Forest
4111,Water,Bareland,Water,NULL,Water,Water,Water,Grassland
4112,Water,Bareland,Water,NULL,Water,Water,Water,Built-up
4113,Water,Bareland,Water,NULL,Water,Water,Water,Water
4114,Water,Bareland,Water,NULL,Water,Water,Water,Forest
4115,Water,Bareland,Water,Non_Water,Water,Water,Water,Grassland
4116,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
4117,Water,Bareland,Water,Non_Water,Water,Water,Water,Forest
4118,Water,Bareland,Water,Water,Water,Bareland,Water,Water
4119,Water,Bareland,Water,Water,Water,Water,Water,Grassland
4120,Water,Bareland,Water,Water,Water,Water,Water,Water
4121,Water,Bareland,Water,Water,Water,Water,Water,Forest
4122,Water,Bareland,Forest,NULL,Non_Wetland,Water,Water,Water
4123,Water,Bareland,Forest,NULL,Non_Wetland,Water,Water,Forest
4124,Water,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Water
4125,Water,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4126,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
4127,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4128,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4129,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
4130,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4131,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4132,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4133,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
4134,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
4135,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Bareland
4136,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
4137,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
4138,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
4139,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
4140,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Wetland,Water
4141,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Built-up,Water
4142,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Water
4143,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
4144,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Water
4145,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
4146,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Water,Water
4147,Water,Built-up,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
4148,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
4149,Water,Built-up,Wetland,NULL,Wetland,Built-up,Water,Forest
4150,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Grassland
4151,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4152,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4153,Water,Built-up,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
4154,Water,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
4155,Water,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
4156,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
4157,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Water
4158,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Water,Grassland
4159,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Water,Water
4160,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
4161,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
4162,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Grassland
4163,Water,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
4164,Water,Built-up,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
4165,Water,Built-up,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4166,Water,Built-up,Bareland,Water,Non_Wetland,Built-up,Water,Water
4167,Water,Built-up,Bareland,Water,Non_Wetland,Water,Water,Water
4168,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
4169,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
4170,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
4171,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Water
4172,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
4173,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
4174,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
4175,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Water
4176,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Forest
4177,Water,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
4178,Water,Built-up,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
4179,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
4180,Water,Built-up,Built-up,Water,Non_Wetland,Water,Water,Grassland
4181,Water,Built-up,Built-up,Water,Non_Wetland,Water,Water,Water
4182,Water,Built-up,Water,NULL,Water,Grassland,Water,Grassland
4183,Water,Built-up,Water,NULL,Water,Wetland,Bareland,Grassland
4184,Water,Built-up,Water,NULL,Water,Wetland,Water,Grassland
4185,Water,Built-up,Water,NULL,Water,Bareland,Wetland,Water
4186,Water,Built-up,Water,NULL,Water,Bareland,Water,Water
4187,Water,Built-up,Water,NULL,Water,Built-up,Water,Water
4188,Water,Built-up,Water,NULL,Water,Built-up,Water,Forest
4189,Water,Built-up,Water,NULL,Water,Water,Water,Bareland
4190,Water,Built-up,Water,NULL,Water,Water,Water,Water
4191,Water,Built-up,Water,Non_Water,Water,Bareland,Water,Water
4192,Water,Built-up,Water,Non_Water,Water,Water,Water,Water
4193,Water,Built-up,Water,Non_Water,Water,Water,Water,Forest
4194,Water,Built-up,Water,Water,Water,Bareland,Water,Bareland
4195,Water,Built-up,Water,Water,Water,Water,Water,Grassland
4196,Water,Built-up,Water,Water,Water,Water,Water,Water
4197,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4198,Water,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4199,Water,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
4200,Water,Built-up,Forest,NULL,Non_Wetland,Water,Water,Bareland
4201,Water,Built-up,Forest,Water,Non_Wetland,Water,Water,Grassland
4202,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4203,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
4204,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
4205,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4206,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4207,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
4208,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4209,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4210,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
