Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LER_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LER_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LER_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LER_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LER_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LER_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LER_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LER_M_R
5055,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,NULL
5056,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5057,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
5058,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5059,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
5060,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5061,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5062,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
5063,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
5064,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5065,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5066,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
5067,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5068,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
5069,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5070,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
5071,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
5072,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
5073,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
5074,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
5075,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
5076,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
5077,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
5078,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
5079,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
5080,Wetland,Bareland,Water,Water,Water,Bareland,Bareland,Forest
5081,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5082,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5083,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5084,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
5085,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5086,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5087,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5088,Wetland,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
5089,Wetland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
5090,Wetland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
5091,Wetland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
5092,Wetland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5093,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
5094,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
5095,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
5096,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
5097,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
5098,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
5099,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
5100,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
5101,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5102,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5103,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
5104,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5105,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5106,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5107,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5108,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
5109,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5110,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5111,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
5112,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5113,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
5114,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5115,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
5116,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
5117,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
5118,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5119,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
5120,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
5121,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
5122,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
5123,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
5124,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
5125,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
5126,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
5127,Wetland,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5128,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5129,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5130,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5131,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5132,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5133,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
5134,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
5135,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
5136,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
5137,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
5138,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
5139,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
5140,Wetland,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5141,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5142,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
5143,Wetland,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
5144,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
5145,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
5146,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
5147,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
5148,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
5149,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
5150,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
5151,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
5152,Wetland,Water,Wetland,NULL,Wetland,Water,Forest,Water
5153,Wetland,Water,Wetland,NULL,Wetland,Forest,Grassland,Wetland
5154,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
5155,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,Forest
5156,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
5157,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
5158,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
5159,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
5160,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
5161,Wetland,Water,Wetland,Water,Wetland,Water,Bareland,Wetland
5162,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
5163,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
5164,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
5165,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
5166,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
5167,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
5168,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5169,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5170,Wetland,Water,Water,NULL,Water,Shrubland,Water,Wetland
5171,Wetland,Water,Water,NULL,Water,Bareland,Shrubland,Water
5172,Wetland,Water,Water,NULL,Water,Bareland,Bareland,Grassland
5173,Wetland,Water,Water,NULL,Water,Bareland,Bareland,Bareland
5174,Wetland,Water,Water,NULL,Water,Bareland,Bareland,Water
5175,Wetland,Water,Water,NULL,Water,Water,Grassland,Grassland
5176,Wetland,Water,Water,NULL,Water,Water,Grassland,Wetland
5177,Wetland,Water,Water,NULL,Water,Water,Grassland,Water
5178,Wetland,Water,Water,NULL,Water,Water,Grassland,Forest
5179,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
5180,Wetland,Water,Water,NULL,Water,Water,Water,Water
5181,Wetland,Water,Water,NULL,Water,Water,Forest,Grassland
5182,Wetland,Water,Water,NULL,Water,Water,Forest,Water
5183,Wetland,Water,Water,NULL,Water,Forest,Grassland,Wetland
5184,Wetland,Water,Water,NULL,Water,Forest,Water,Wetland
5185,Wetland,Water,Water,Non_Water,Water,Shrubland,Water,Wetland
5186,Wetland,Water,Water,Non_Water,Water,Water,Grassland,Water
5187,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
5188,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
5189,Wetland,Water,Water,Non_Water,Water,Forest,Water,Wetland
5190,Wetland,Water,Water,Water,Water,Shrubland,Water,Grassland
5191,Wetland,Water,Water,Water,Water,Wetland,Water,Water
5192,Wetland,Water,Water,Water,Water,Bareland,Bareland,Bareland
5193,Wetland,Water,Water,Water,Water,Bareland,Bareland,Water
5194,Wetland,Water,Water,Water,Water,Water,Grassland,Water
5195,Wetland,Water,Water,Water,Water,Water,Bareland,Water
5196,Wetland,Water,Water,Water,Water,Water,Water,Grassland
5197,Wetland,Water,Water,Water,Water,Water,Water,Wetland
5198,Wetland,Water,Water,Water,Water,Water,Water,Water
5199,Wetland,Water,Water,Water,Water,Forest,Water,Water
5200,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5201,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5202,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5203,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5204,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
5205,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5206,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5207,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5208,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5209,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5210,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
5211,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5212,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5213,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5214,Wetland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5215,Wetland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
5216,Wetland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
5217,Wetland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5218,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
5219,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
5220,Wetland,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
5221,Wetland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
5222,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5223,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
5224,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
5225,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
5226,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
5227,Wetland,Water,Forest,Water,Non_Wetland,Shrubland,Water,Bareland
5228,Wetland,Water,Forest,Water,Non_Wetland,Wetland,Water,Bareland
5229,Wetland,Water,Forest,Water,Non_Wetland,Bareland,Water,Bareland
5230,Wetland,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
5231,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5232,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
5233,Wetland,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
5234,Wetland,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5235,Wetland,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
5236,Wetland,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
5237,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5238,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5239,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
5240,Wetland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5241,Wetland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5242,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5243,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5244,Wetland,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
5245,Wetland,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
5246,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5247,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5248,Wetland,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
5249,Wetland,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
5250,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
5251,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
5252,Wetland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Wetland
5253,Wetland,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
5254,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Water,Wetland
5255,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
5256,Wetland,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
5257,Wetland,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
5258,Wetland,Forest,Water,NULL,Water,Shrubland,Water,Forest
5259,Wetland,Forest,Water,NULL,Water,Water,Grassland,Wetland
5260,Wetland,Forest,Water,NULL,Water,Water,Wetland,Wetland
5261,Wetland,Forest,Water,NULL,Water,Forest,Water,Wetland
5262,Wetland,Forest,Water,Water,Water,Water,Grassland,Grassland
5263,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5264,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5265,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5266,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5267,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5268,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5269,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5270,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5271,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
5272,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Water
5273,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5274,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5275,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
5276,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
5277,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5278,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
5279,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
5280,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5281,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5282,Wetland,Forest,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
5283,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5284,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5285,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Bareland
5286,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5287,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5288,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5289,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5290,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5291,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5292,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
5293,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
5294,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5295,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5296,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5297,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5298,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5299,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5300,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5301,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5302,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5303,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5304,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5305,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5306,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5307,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5308,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5309,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5310,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5311,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5312,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5313,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
5314,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
5315,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
5316,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5317,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5318,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Built-up
5319,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
5320,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
5321,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
5322,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
5323,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5324,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5325,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5326,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
5327,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5328,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
5329,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5330,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
5331,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5332,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5333,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5334,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
5335,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5336,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
5337,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
5338,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5339,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
5340,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5341,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5342,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
5343,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
5344,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Cropland
5345,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
5346,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,NULL
5347,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
5348,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
5349,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
5350,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5351,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
5352,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5353,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
5354,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
5355,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
5356,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
5357,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
5358,Bareland,NULL,NULL,Water,Non_Wetland,Water,Bareland,Grassland
5359,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
5360,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5361,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5362,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5363,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5364,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5365,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
5366,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5367,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5368,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5369,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5370,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5371,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5372,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5373,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5374,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5375,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5376,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
5377,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5378,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5379,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5380,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5381,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5382,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5383,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
5384,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5385,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5386,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5387,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
