Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPA_M_R
4456,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
4457,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Water
4458,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4459,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
4460,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Forest
4461,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4462,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4463,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
4464,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4465,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
4466,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
4467,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Water
4468,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
4469,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
4470,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
4471,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Water
4472,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4473,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
4474,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Water
4475,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
4476,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4477,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4478,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4479,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4480,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4481,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
4482,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
4483,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4484,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4485,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
4486,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
4487,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
4488,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
4489,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
4490,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
4491,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
4492,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
4493,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
4494,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
4495,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Bareland
4496,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Water
4497,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
4498,Water,Wetland,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
4499,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
4500,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
4501,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Water
4502,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Forest
4503,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
4504,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
4505,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
4506,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Forest
4507,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
4508,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
4509,Water,Wetland,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
4510,Water,Wetland,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
4511,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4512,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4513,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
4514,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
4515,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Grassland
4516,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
4517,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
4518,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4519,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4520,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Water
4521,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Water
4522,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4523,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4524,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4525,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
4526,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4527,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
4528,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
4529,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
4530,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
4531,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4532,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4533,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
4534,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
4535,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
4536,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
4537,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
4538,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
4539,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
4540,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
4541,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
4542,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
4543,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
4544,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
4545,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4546,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4547,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4548,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
4549,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
4550,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4551,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
4552,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4553,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4554,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4555,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4556,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4557,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4558,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4559,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
4560,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
4561,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4562,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
4563,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Water
4564,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
4565,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4566,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4567,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
4568,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4569,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
4570,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
4571,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Bareland
4572,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
4573,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
4574,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
4575,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
4576,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Water
4577,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
4578,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4579,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
4580,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
4581,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
4582,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
4583,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4584,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Water
4585,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
4586,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4587,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4588,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
4589,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
4590,Water,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Grassland
4591,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
4592,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
4593,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
4594,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
4595,Water,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
4596,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
4597,Water,Wetland,Wetland,Water,Wetland,Built-up,Wetland,Grassland
4598,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
4599,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
4600,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Forest
4601,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
4602,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
4603,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Bareland
4604,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
4605,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
4606,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
4607,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
4608,Water,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
4609,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
4610,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
4611,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
4612,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4613,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Water
4614,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4615,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4616,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4617,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4618,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
4619,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4620,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
4621,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
4622,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
4623,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
4624,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
4625,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
4626,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
4627,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4628,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
4629,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
4630,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
4631,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
4632,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4633,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4634,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4635,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4636,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4637,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4638,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
4639,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
4640,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4641,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4642,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
4643,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
4644,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
4645,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
4646,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4647,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4648,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
4649,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
4650,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
4651,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
4652,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
4653,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
4654,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
4655,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
4656,Water,Wetland,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
4657,Water,Wetland,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
4658,Water,Wetland,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
4659,Water,Wetland,Bareland,Water,Non_Wetland,Water,Grassland,Forest
4660,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
4661,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
4662,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
4663,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
4664,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
4665,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
4666,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
4667,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
4668,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
4669,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
4670,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
4671,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
4672,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
4673,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Water
4674,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
4675,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Grassland
4676,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Wetland
4677,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4678,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4679,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Water
4680,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4681,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
4682,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
4683,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
4684,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Wetland
4685,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
4686,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Water
4687,Water,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
4688,Water,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
4689,Water,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Water
4690,Water,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Forest
4691,Water,Wetland,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
4692,Water,Wetland,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
4693,Water,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
4694,Water,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
4695,Water,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Forest
4696,Water,Wetland,Built-up,Water,Non_Wetland,Water,Water,Grassland
4697,Water,Wetland,Built-up,Water,Non_Wetland,Water,Water,Wetland
4698,Water,Wetland,Built-up,Water,Non_Wetland,Water,Water,Water
4699,Water,Wetland,Water,NULL,Water,NULL,Wetland,Grassland
4700,Water,Wetland,Water,NULL,Water,NULL,Wetland,Water
4701,Water,Wetland,Water,NULL,Water,NULL,Wetland,Forest
4702,Water,Wetland,Water,NULL,Water,NULL,Water,Forest
4703,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
4704,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
4705,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Water
4706,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
4707,Water,Wetland,Water,NULL,Water,Wetland,Water,Grassland
4708,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
4709,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
4710,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
4711,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
4712,Water,Wetland,Water,NULL,Water,Water,Wetland,Wetland
4713,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
4714,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
4715,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
4716,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
4717,Water,Wetland,Water,NULL,Water,Water,Water,Water
4718,Water,Wetland,Water,NULL,Water,Water,Water,Forest
4719,Water,Wetland,Water,Non_Water,Water,NULL,Water,Water
4720,Water,Wetland,Water,Non_Water,Water,Grassland,Water,Forest
4721,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
4722,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
4723,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
4724,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
4725,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
4726,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
4727,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
4728,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
4729,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
4730,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
4731,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
4732,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
4733,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
4734,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
4735,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
4736,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
4737,Water,Wetland,Water,Water,Water,NULL,Wetland,Forest
4738,Water,Wetland,Water,Water,Water,NULL,Water,Water
4739,Water,Wetland,Water,Water,Water,NULL,Water,Forest
4740,Water,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
4741,Water,Wetland,Water,Water,Water,Grassland,Wetland,Water
4742,Water,Wetland,Water,Water,Water,Grassland,Wetland,Forest
4743,Water,Wetland,Water,Water,Water,Grassland,Water,Grassland
4744,Water,Wetland,Water,Water,Water,Grassland,Water,Wetland
4745,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
4746,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
4747,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
4748,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
4749,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
4750,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
4751,Water,Wetland,Water,Water,Water,Wetland,Water,Water
4752,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
4753,Water,Wetland,Water,Water,Water,Bareland,Wetland,Grassland
4754,Water,Wetland,Water,Water,Water,Bareland,Water,Forest
4755,Water,Wetland,Water,Water,Water,Water,NULL,Forest
4756,Water,Wetland,Water,Water,Water,Water,Grassland,Water
4757,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
4758,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
4759,Water,Wetland,Water,Water,Water,Water,Wetland,Water
4760,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
4761,Water,Wetland,Water,Water,Water,Water,Water,Grassland
4762,Water,Wetland,Water,Water,Water,Water,Water,Wetland
4763,Water,Wetland,Water,Water,Water,Water,Water,Bareland
4764,Water,Wetland,Water,Water,Water,Water,Water,Water
4765,Water,Wetland,Water,Water,Water,Water,Water,Forest
4766,Water,Wetland,Water,Water,Water,Forest,Water,Water
4767,Water,Wetland,Water,Water,Water,Forest,Water,Forest
4768,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4769,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4770,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4771,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4772,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4773,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4774,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4775,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
4776,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4777,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4778,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4779,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
4780,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4781,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
4782,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
4783,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
4784,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
4785,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
4786,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4787,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4788,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4789,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4790,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
4791,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
