Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEQ_M_R
16472,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
16473,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
16474,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
16475,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
16476,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
16477,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
16478,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Bareland
16479,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
16480,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
16481,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
16482,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
16483,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
16484,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16485,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
16486,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
16487,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
16488,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
16489,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
16490,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
16491,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
16492,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
16493,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
16494,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Water
16495,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
16496,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
16497,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
16498,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
16499,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
16500,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
16501,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
16502,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
16503,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
16504,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
16505,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
16506,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
16507,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
16508,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
16509,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
16510,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
16511,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
16512,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
16513,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
16514,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
16515,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
16516,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
16517,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Bareland
16518,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
16519,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Water
16520,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
16521,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
16522,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
16523,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
16524,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
16525,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
16526,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Water
16527,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16528,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16529,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
16530,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Water
16531,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
16532,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
16533,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
16534,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Forest,Water
16535,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
16536,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
16537,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16538,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
16539,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
16540,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
16541,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
16542,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
16543,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Bareland
16544,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
16545,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
16546,Forest,Water,Grassland,NULL,Non_Wetland,Cropland,Wetland,Water
16547,Forest,Water,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
16548,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
16549,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
16550,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
16551,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
16552,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
16553,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16554,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Water
16555,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16556,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
16557,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
16558,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
16559,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
16560,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
16561,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
16562,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Water
16563,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
16564,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
16565,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
16566,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
16567,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
16568,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
16569,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
16570,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
16571,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
16572,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Shrubland,Water
16573,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
16574,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
16575,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
16576,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
16577,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Water
16578,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
16579,Forest,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16580,Forest,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
16581,Forest,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Forest
16582,Forest,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
16583,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
16584,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
16585,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
16586,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
16587,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Water
16588,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
16589,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
16590,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
16591,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Grassland
16592,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Wetland
16593,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,Water
16594,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
16595,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
16596,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
16597,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
16598,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
16599,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
16600,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
16601,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Water,Forest
16602,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
16603,Forest,Water,Grassland,Water,Non_Wetland,Forest,Shrubland,Forest
16604,Forest,Water,Grassland,Water,Non_Wetland,Forest,Water,Grassland
16605,Forest,Water,Grassland,Water,Non_Wetland,Forest,Water,Water
16606,Forest,Water,Grassland,Water,Non_Wetland,Forest,Forest,Forest
16607,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
16608,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16609,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
16610,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
16611,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16612,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
16613,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
16614,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
16615,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
16616,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
16617,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
16618,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
16619,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
16620,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
16621,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
16622,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Wetland,Forest
16623,Forest,Water,Cropland,Water,Non_Wetland,Forest,Water,Water
16624,Forest,Water,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
16625,Forest,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
16626,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Wetland
16627,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
16628,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
16629,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
16630,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
16631,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
16632,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
16633,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
16634,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
16635,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
16636,Forest,Water,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
16637,Forest,Water,Wetland,NULL,Wetland,Shrubland,NULL,Forest
16638,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
16639,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
16640,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
16641,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
16642,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
16643,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
16644,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
16645,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Water
16646,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
16647,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
16648,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
16649,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Bareland
16650,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
16651,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
16652,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,NULL
16653,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
16654,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
16655,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Water
16656,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
16657,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
16658,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
16659,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
16660,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
16661,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
16662,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
16663,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
16664,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
16665,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
16666,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
16667,Forest,Water,Wetland,NULL,Wetland,Cropland,Wetland,Forest
16668,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
16669,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
16670,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
16671,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
16672,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
16673,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
16674,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
16675,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
16676,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
16677,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
16678,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
16679,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
16680,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
16681,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
16682,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
16683,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
16684,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
16685,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
16686,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
16687,Forest,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
16688,Forest,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
16689,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
16690,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
16691,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
16692,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
16693,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
16694,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
16695,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
16696,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
16697,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
16698,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
16699,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
16700,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
16701,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Bareland
16702,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
16703,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
16704,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
16705,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
16706,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
16707,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
16708,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
16709,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
16710,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
16711,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
16712,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
16713,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
16714,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
16715,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
16716,Forest,Water,Wetland,NULL,Wetland,Water,Water,NULL
16717,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
16718,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
16719,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
16720,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
16721,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
16722,Forest,Water,Wetland,NULL,Wetland,Water,Forest,NULL
16723,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
16724,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
16725,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
16726,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
16727,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
16728,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
16729,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
16730,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Water
16731,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
16732,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
16733,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
16734,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Wetland
16735,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
16736,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
16737,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
16738,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
16739,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
16740,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Bareland
16741,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
16742,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
16743,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,NULL
16744,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
16745,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
16746,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
16747,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
16748,Forest,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
16749,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
16750,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
16751,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
16752,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
16753,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
16754,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
16755,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
16756,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
16757,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
16758,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
16759,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
16760,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
16761,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
16762,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
16763,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Water
16764,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
16765,Forest,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
16766,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
16767,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
16768,Forest,Water,Wetland,Non_Water,Wetland,Cropland,Wetland,Forest
16769,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
16770,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
16771,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
16772,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,NULL
16773,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
16774,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
16775,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
16776,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
16777,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
16778,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
16779,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
16780,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Bareland
16781,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
16782,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
16783,Forest,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
16784,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
16785,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Bareland
16786,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
16787,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
16788,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
16789,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
16790,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
16791,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
16792,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
16793,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
16794,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
16795,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
