Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWV_M_R
5517,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
5518,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
5519,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
5520,Wetland,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
5521,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
5522,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
5523,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
5524,Wetland,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
5525,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
5526,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
5527,Wetland,Water,Wetland,Water,Wetland,Water,Water,Bareland
5528,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
5529,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
5530,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
5531,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
5532,Wetland,Water,Water,NULL,Water,Grassland,Grassland,Wetland
5533,Wetland,Water,Water,NULL,Water,Wetland,Grassland,Water
5534,Wetland,Water,Water,NULL,Water,Water,Water,Grassland
5535,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
5536,Wetland,Water,Water,NULL,Water,Water,Water,Water
5537,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Grassland
5538,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Wetland
5539,Wetland,Water,Water,Non_Water,Water,Water,Grassland,Water
5540,Wetland,Water,Water,Non_Water,Water,Water,Wetland,Wetland
5541,Wetland,Water,Water,Non_Water,Water,Water,Water,Grassland
5542,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
5543,Wetland,Water,Water,Non_Water,Water,Water,Water,Bareland
5544,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
5545,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
5546,Wetland,Water,Water,Water,Water,Wetland,Water,Water
5547,Wetland,Water,Water,Water,Water,Water,Grassland,Wetland
5548,Wetland,Water,Water,Water,Water,Water,Grassland,Water
5549,Wetland,Water,Water,Water,Water,Water,Wetland,Wetland
5550,Wetland,Water,Water,Water,Water,Water,Water,Wetland
5551,Wetland,Water,Water,Water,Water,Water,Water,Water
5552,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
5553,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5554,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5555,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5556,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
5557,Wetland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
5558,Wetland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5559,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
5560,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
5561,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5562,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
5563,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
5564,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
5565,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
5566,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
5567,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
5568,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
5569,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
5570,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5571,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5572,Wetland,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
5573,Wetland,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
5574,Wetland,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
5575,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5576,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
5577,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5578,Wetland,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5579,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5580,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5581,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
5582,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
5583,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Water
5584,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5585,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
5586,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Water,Wetland
5587,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
5588,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
5589,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Wetland
5590,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
5591,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5592,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Water
5593,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5594,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5595,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5596,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5597,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
5598,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
5599,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
5600,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
5601,Wetland,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
5602,Wetland,Forest,Wetland,NULL,Wetland,Water,Grassland,Water
5603,Wetland,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
5604,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
5605,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
5606,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
5607,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
5608,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Water
5609,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Forest
5610,Wetland,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
5611,Wetland,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
5612,Wetland,Forest,Wetland,NULL,Wetland,Forest,Grassland,Wetland
5613,Wetland,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
5614,Wetland,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
5615,Wetland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
5616,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
5617,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
5618,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5619,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
5620,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
5621,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5622,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
5623,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
5624,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5625,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5626,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
5627,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
5628,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
5629,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
5630,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5631,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
5632,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
5633,Wetland,Forest,Wetland,Water,Wetland,Grassland,Grassland,Wetland
5634,Wetland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
5635,Wetland,Forest,Wetland,Water,Wetland,Grassland,Water,Wetland
5636,Wetland,Forest,Wetland,Water,Wetland,Wetland,Grassland,Wetland
5637,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5638,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
5639,Wetland,Forest,Wetland,Water,Wetland,Water,Grassland,Wetland
5640,Wetland,Forest,Wetland,Water,Wetland,Water,Grassland,Forest
5641,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
5642,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
5643,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
5644,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
5645,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Water
5646,Wetland,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
5647,Wetland,Forest,Water,NULL,Water,Grassland,Wetland,Wetland
5648,Wetland,Forest,Water,NULL,Water,Grassland,Water,Wetland
5649,Wetland,Forest,Water,NULL,Water,Wetland,Grassland,Wetland
5650,Wetland,Forest,Water,NULL,Water,Wetland,Water,Forest
5651,Wetland,Forest,Water,NULL,Water,Water,Water,Wetland
5652,Wetland,Forest,Water,Non_Water,Water,Grassland,Grassland,Wetland
5653,Wetland,Forest,Water,Non_Water,Water,Grassland,Wetland,Wetland
5654,Wetland,Forest,Water,Non_Water,Water,Wetland,Grassland,Grassland
5655,Wetland,Forest,Water,Non_Water,Water,Wetland,Grassland,Wetland
5656,Wetland,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
5657,Wetland,Forest,Water,Non_Water,Water,Wetland,Wetland,Wetland
5658,Wetland,Forest,Water,Non_Water,Water,Water,Grassland,Wetland
5659,Wetland,Forest,Water,Non_Water,Water,Water,Grassland,Water
5660,Wetland,Forest,Water,Non_Water,Water,Water,Water,Grassland
5661,Wetland,Forest,Water,Non_Water,Water,Water,Water,Wetland
5662,Wetland,Forest,Water,Non_Water,Water,Water,Water,Water
5663,Wetland,Forest,Water,Water,Water,Grassland,Grassland,Wetland
5664,Wetland,Forest,Water,Water,Water,Wetland,Grassland,Wetland
5665,Wetland,Forest,Water,Water,Water,Wetland,Grassland,Water
5666,Wetland,Forest,Water,Water,Water,Water,Grassland,Wetland
5667,Wetland,Forest,Water,Water,Water,Water,Grassland,Water
5668,Wetland,Forest,Water,Water,Water,Water,Water,Wetland
5669,Wetland,Forest,Water,Water,Water,Water,Water,Water
5670,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5671,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5672,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
5673,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
5674,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
5675,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5676,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5677,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
5678,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
5679,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
5680,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5681,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Water,Grassland
5682,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Water,Wetland
5683,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
5684,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5685,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5686,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5687,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
5688,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5689,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5690,Wetland,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
5691,Wetland,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
5692,Wetland,Forest,Forest,Water,Non_Wetland,Water,Grassland,Wetland
5693,Wetland,Forest,Forest,Water,Non_Wetland,Water,Water,Wetland
5694,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5695,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5696,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5697,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5698,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5699,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
5700,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
5701,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
5702,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
5703,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
5704,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Water,Wetland
5705,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5706,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5707,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
5708,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5709,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5710,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
5711,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5712,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
5713,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
5714,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Bareland
5715,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
5716,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
5717,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
5718,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
5719,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
5720,Bareland,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
5721,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5722,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5723,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5724,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5725,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5726,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
5727,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5728,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5729,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5730,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
5731,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5732,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5733,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5734,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5735,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
5736,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
5737,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
5738,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5739,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
5740,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
5741,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
5742,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5743,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5744,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5745,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
5746,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5747,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5748,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
5749,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5750,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5751,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5752,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5753,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
5754,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
5755,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
5756,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5757,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
5758,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
5759,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
5760,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
5761,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
5762,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
5763,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
5764,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
5765,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
5766,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
5767,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
5768,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
5769,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
5770,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
5771,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5772,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5773,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5774,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5775,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5776,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5777,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5778,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5779,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5780,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5781,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
5782,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5783,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5784,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
5785,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5786,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
5787,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
5788,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
5789,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
5790,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5791,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5792,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
5793,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5794,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
5795,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5796,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5797,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
5798,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5799,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
5800,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5801,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
5802,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
5803,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
5804,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
5805,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5806,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
5807,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Bareland
5808,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
5809,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
5810,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
5811,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
5812,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
5813,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
5814,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
5815,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
5816,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
5817,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
5818,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
5819,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
5820,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
5821,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
5822,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5823,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
5824,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
5825,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5826,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5827,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
5828,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5829,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5830,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5831,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5832,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5833,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
5834,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
5835,Bareland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
5836,Bareland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
5837,Bareland,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
