Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTE_M_R
8628,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Water
8629,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
8630,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
8631,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
8632,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
8633,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
8634,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
8635,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8636,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8637,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8638,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
8639,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
8640,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
8641,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
8642,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
8643,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8644,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
8645,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
8646,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8647,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8648,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
8649,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8650,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
8651,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
8652,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
8653,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
8654,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8655,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8656,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
8657,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
8658,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8659,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8660,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8661,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8662,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8663,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8664,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
8665,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
8666,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8667,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Bareland
8668,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
8669,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8670,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8671,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8672,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
8673,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8674,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
8675,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
8676,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
8677,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
8678,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8679,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
8680,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
8681,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
8682,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
8683,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
8684,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
8685,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
8686,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
8687,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
8688,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
8689,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
8690,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
8691,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
8692,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
8693,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
8694,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
8695,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
8696,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
8697,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
8698,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
8699,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
8700,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
8701,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
8702,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Grassland
8703,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Water
8704,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
8705,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
8706,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
8707,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
8708,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
8709,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Forest
8710,Forest,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
8711,Forest,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
8712,Forest,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Water
8713,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Forest
8714,Forest,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Wetland
8715,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Grassland,Forest
8716,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Water,Forest
8717,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Forest,Forest
8718,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
8719,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
8720,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
8721,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
8722,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
8723,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
8724,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
8725,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
8726,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
8727,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
8728,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
8729,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
8730,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
8731,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
8732,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
8733,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
8734,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
8735,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
8736,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
8737,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
8738,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
8739,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
8740,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
8741,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
8742,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
8743,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
8744,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
8745,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
8746,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
8747,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
8748,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
8749,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
8750,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
8751,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
8752,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Water
8753,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
8754,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
8755,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
8756,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
8757,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
8758,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
8759,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
8760,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
8761,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
8762,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
8763,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
8764,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
8765,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
8766,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
8767,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
8768,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
8769,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
8770,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
8771,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
8772,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
8773,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8774,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
8775,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
8776,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
8777,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
8778,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
8779,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
8780,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
8781,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
8782,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
8783,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
8784,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
8785,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
8786,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
8787,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
8788,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
8789,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
8790,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
8791,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
8792,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
8793,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Forest
8794,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
8795,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Water
8796,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Forest
8797,Forest,NULL,Wetland,Water,Wetland,NULL,Forest,Forest
8798,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
8799,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Forest
8800,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
8801,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
8802,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
8803,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
8804,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Water
8805,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Forest
8806,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
8807,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
8808,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Forest
8809,Forest,NULL,Wetland,Water,Wetland,Forest,Grassland,Forest
8810,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
8811,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
8812,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
8813,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
8814,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
8815,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
8816,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
8817,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
8818,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
8819,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
8820,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
8821,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
8822,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
8823,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
8824,Forest,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
8825,Forest,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Forest
8826,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
8827,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
8828,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
8829,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
8830,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
8831,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
8832,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8833,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8834,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
8835,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8836,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8837,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8838,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8839,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Water
8840,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
8841,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
8842,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
8843,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
8844,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
8845,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Water
8846,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Forest
8847,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
8848,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
8849,Forest,NULL,Bareland,Water,Non_Wetland,Water,NULL,Water
8850,Forest,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
8851,Forest,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
8852,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
8853,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
8854,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8855,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
8856,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
8857,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
8858,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
8859,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8860,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
8861,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
8862,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
8863,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
8864,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
8865,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
8866,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
8867,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
8868,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
8869,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
8870,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
8871,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
8872,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
8873,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
8874,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8875,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
8876,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8877,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
8878,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
8879,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8880,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
8881,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
8882,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
8883,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
8884,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
8885,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8886,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
8887,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
8888,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8889,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
8890,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8891,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
8892,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
8893,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8894,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
8895,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
8896,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
8897,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
8898,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
8899,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
8900,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
8901,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
8902,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Water
8903,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
8904,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8905,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
8906,Forest,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
8907,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
8908,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
8909,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
8910,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
8911,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
8912,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Water,Forest
8913,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
8914,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
8915,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
8916,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
8917,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
8918,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Forest
8919,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
8920,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8921,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
8922,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
8923,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
8924,Forest,NULL,Water,NULL,Water,NULL,Grassland,Grassland
8925,Forest,NULL,Water,NULL,Water,NULL,Grassland,Forest
8926,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
8927,Forest,NULL,Water,NULL,Water,NULL,Water,Grassland
8928,Forest,NULL,Water,NULL,Water,NULL,Water,Forest
8929,Forest,NULL,Water,NULL,Water,NULL,Forest,Grassland
8930,Forest,NULL,Water,NULL,Water,NULL,Forest,Forest
8931,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
8932,Forest,NULL,Water,NULL,Water,Bareland,NULL,Forest
8933,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
8934,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Water
8935,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
8936,Forest,NULL,Water,NULL,Water,Bareland,Forest,Grassland
8937,Forest,NULL,Water,NULL,Water,Bareland,Forest,Forest
8938,Forest,NULL,Water,NULL,Water,Water,NULL,Grassland
8939,Forest,NULL,Water,NULL,Water,Water,NULL,Wetland
8940,Forest,NULL,Water,NULL,Water,Water,NULL,Water
8941,Forest,NULL,Water,NULL,Water,Water,NULL,Forest
8942,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
8943,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
8944,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
8945,Forest,NULL,Water,NULL,Water,Water,Water,Water
8946,Forest,NULL,Water,NULL,Water,Water,Water,Forest
8947,Forest,NULL,Water,NULL,Water,Water,Forest,Grassland
8948,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
8949,Forest,NULL,Water,NULL,Water,Forest,NULL,Grassland
8950,Forest,NULL,Water,NULL,Water,Forest,NULL,Forest
8951,Forest,NULL,Water,NULL,Water,Forest,Grassland,Grassland
8952,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
8953,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
8954,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
8955,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
8956,Forest,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
8957,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Grassland
8958,Forest,NULL,Water,Non_Water,Water,NULL,Water,Grassland
8959,Forest,NULL,Water,Non_Water,Water,NULL,Water,Water
8960,Forest,NULL,Water,Non_Water,Water,NULL,Water,Forest
8961,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
8962,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
8963,Forest,NULL,Water,Non_Water,Water,Water,NULL,Water
8964,Forest,NULL,Water,Non_Water,Water,Water,Grassland,Forest
8965,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
8966,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
8967,Forest,NULL,Water,Non_Water,Water,Water,Forest,Forest
8968,Forest,NULL,Water,Non_Water,Water,Forest,NULL,Forest
8969,Forest,NULL,Water,Non_Water,Water,Forest,Wetland,Water
8970,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
8971,Forest,NULL,Water,Water,Water,NULL,NULL,Water
8972,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
8973,Forest,NULL,Water,Water,Water,NULL,Grassland,Grassland
8974,Forest,NULL,Water,Water,Water,NULL,Grassland,Water
