Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGP_M_R
16165,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
16166,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16167,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
16168,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
16169,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
16170,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
16171,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
16172,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
16173,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
16174,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
16175,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
16176,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
16177,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
16178,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
16179,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
16180,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
16181,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
16182,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
16183,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
16184,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
16185,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
16186,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
16187,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
16188,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
16189,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
16190,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
16191,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
16192,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
16193,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
16194,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
16195,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
16196,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16197,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
16198,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
16199,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
16200,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
16201,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
16202,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
16203,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
16204,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
16205,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
16206,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
16207,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
16208,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
16209,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
16210,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
16211,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
16212,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
16213,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
16214,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
16215,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
16216,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
16217,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
16218,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
16219,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
16220,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
16221,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
16222,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
16223,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
16224,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
16225,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
16226,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
16227,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
16228,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
16229,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
16230,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
16231,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
16232,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Built-up
16233,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
16234,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
16235,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
16236,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
16237,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
16238,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
16239,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
16240,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
16241,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Grassland
16242,Forest,Built-up,Water,NULL,Water,Shrubland,Shrubland,Grassland
16243,Forest,Built-up,Water,NULL,Water,Shrubland,Shrubland,Forest
16244,Forest,Built-up,Water,NULL,Water,Shrubland,Grassland,Forest
16245,Forest,Built-up,Water,NULL,Water,Shrubland,Water,Water
16246,Forest,Built-up,Water,NULL,Water,Shrubland,Forest,Forest
16247,Forest,Built-up,Water,NULL,Water,Grassland,Built-up,Grassland
16248,Forest,Built-up,Water,NULL,Water,Wetland,Shrubland,Grassland
16249,Forest,Built-up,Water,NULL,Water,Wetland,Shrubland,Forest
16250,Forest,Built-up,Water,NULL,Water,Bareland,Shrubland,Forest
16251,Forest,Built-up,Water,NULL,Water,Bareland,Forest,Forest
16252,Forest,Built-up,Water,NULL,Water,Forest,Shrubland,Forest
16253,Forest,Built-up,Water,NULL,Water,Forest,Bareland,Built-up
16254,Forest,Built-up,Water,NULL,Water,Forest,Forest,Forest
16255,Forest,Built-up,Water,Non_Water,Water,Forest,Forest,Forest
16256,Forest,Built-up,Water,Water,Water,Shrubland,Shrubland,Forest
16257,Forest,Built-up,Water,Water,Water,Shrubland,Water,Forest
16258,Forest,Built-up,Water,Water,Water,Shrubland,Forest,Forest
16259,Forest,Built-up,Water,Water,Water,Wetland,Water,Forest
16260,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
16261,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
16262,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
16263,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
16264,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
16265,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
16266,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
16267,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
16268,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
16269,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
16270,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
16271,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
16272,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16273,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16274,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
16275,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16276,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16277,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
16278,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
16279,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
16280,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
16281,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
16282,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
16283,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
16284,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
16285,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Built-up
16286,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
16287,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
16288,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Water,Water
16289,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
16290,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
16291,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Bareland
16292,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
16293,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
16294,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
16295,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
16296,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
16297,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
16298,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16299,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
16300,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
16301,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
16302,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
16303,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
16304,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
16305,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
16306,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
16307,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
16308,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
16309,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
16310,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
16311,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
16312,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
16313,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
16314,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
16315,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
16316,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
16317,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
16318,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Water
16319,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
16320,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
16321,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
16322,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
16323,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16324,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
16325,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
16326,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
16327,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
16328,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
16329,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
16330,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
16331,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
16332,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
16333,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
16334,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Built-up
16335,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
16336,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
16337,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
16338,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
16339,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
16340,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
16341,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
16342,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Bareland
16343,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
16344,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
16345,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
16346,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
16347,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
16348,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
16349,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
16350,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
16351,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
16352,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
16353,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Water,Water
16354,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
16355,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
16356,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
16357,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
16358,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
16359,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
16360,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
16361,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
16362,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Built-up
16363,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
16364,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
16365,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
16366,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
16367,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
16368,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16369,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
16370,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
16371,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
16372,Forest,Built-up,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
16373,Forest,Built-up,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
16374,Forest,Built-up,Forest,Water,Non_Wetland,Forest,Water,Forest
16375,Forest,Built-up,Forest,Water,Non_Wetland,Forest,Forest,Forest
16376,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
16377,Forest,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
16378,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
16379,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
16380,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
16381,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
16382,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
16383,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16384,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
16385,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
16386,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16387,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16388,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
16389,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
16390,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
16391,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
16392,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
16393,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
16394,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
16395,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
16396,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16397,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
16398,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
16399,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
16400,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
16401,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
16402,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
16403,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
16404,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Bareland
16405,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
16406,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
16407,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
16408,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
16409,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
16410,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
16411,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
16412,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
16413,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
16414,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
16415,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
16416,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
16417,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
16418,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
16419,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16420,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
16421,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16422,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
16423,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
16424,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
16425,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
16426,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
16427,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
16428,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
16429,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
16430,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
16431,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
16432,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
16433,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
16434,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
16435,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
16436,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
16437,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
16438,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
16439,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
16440,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
16441,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
16442,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
16443,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
16444,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
16445,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
16446,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Bareland
16447,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
16448,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
16449,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
16450,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
16451,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
16452,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
16453,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
16454,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
16455,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
16456,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
16457,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
16458,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
16459,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
16460,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
16461,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
16462,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Water
16463,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
16464,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
16465,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
16466,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
16467,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
16468,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
16469,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
16470,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
16471,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
16472,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
16473,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
16474,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
16475,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
16476,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
16477,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
16478,Forest,Water,NULL,Water,Non_Wetland,Wetland,Shrubland,Forest
16479,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
16480,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
