Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MVS_M_R
23074,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
23075,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
23076,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
23077,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
23078,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
23079,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
23080,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
23081,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
23082,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
23083,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
23084,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,NULL
23085,Forest,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
23086,Forest,Water,Cropland,Water,Non_Wetland,NULL,Forest,Forest
23087,Forest,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Bareland
23088,Forest,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
23089,Forest,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Water
23090,Forest,Water,Cropland,Water,Non_Wetland,Water,NULL,Wetland
23091,Forest,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
23092,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
23093,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
23094,Forest,Water,Wetland,NULL,Wetland,NULL,Shrubland,Water
23095,Forest,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
23096,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
23097,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
23098,Forest,Water,Wetland,NULL,Wetland,Shrubland,NULL,NULL
23099,Forest,Water,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
23100,Forest,Water,Wetland,NULL,Wetland,Shrubland,NULL,Water
23101,Forest,Water,Wetland,NULL,Wetland,Shrubland,NULL,Forest
23102,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
23103,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
23104,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
23105,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
23106,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,NULL
23107,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
23108,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
23109,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
23110,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
23111,Forest,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
23112,Forest,Water,Wetland,NULL,Wetland,Water,NULL,NULL
23113,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
23114,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
23115,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,NULL
23116,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
23117,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
23118,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
23119,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
23120,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
23121,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
23122,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
23123,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
23124,Forest,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
23125,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
23126,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
23127,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
23128,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
23129,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
23130,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
23131,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
23132,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
23133,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
23134,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
23135,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
23136,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
23137,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
23138,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,NULL
23139,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
23140,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
23141,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
23142,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
23143,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
23144,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
23145,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
23146,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
23147,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
23148,Forest,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
23149,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
23150,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
23151,Forest,Water,Wetland,Water,Wetland,NULL,Shrubland,Water
23152,Forest,Water,Wetland,Water,Wetland,NULL,Water,NULL
23153,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
23154,Forest,Water,Wetland,Water,Wetland,NULL,Water,Bareland
23155,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
23156,Forest,Water,Wetland,Water,Wetland,Shrubland,NULL,NULL
23157,Forest,Water,Wetland,Water,Wetland,Shrubland,NULL,Wetland
23158,Forest,Water,Wetland,Water,Wetland,Shrubland,NULL,Water
23159,Forest,Water,Wetland,Water,Wetland,Shrubland,NULL,Forest
23160,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
23161,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
23162,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
23163,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,NULL
23164,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
23165,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
23166,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Water
23167,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
23168,Forest,Water,Wetland,Water,Wetland,Water,NULL,Wetland
23169,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
23170,Forest,Water,Wetland,Water,Wetland,Water,Shrubland,NULL
23171,Forest,Water,Wetland,Water,Wetland,Water,Shrubland,Grassland
23172,Forest,Water,Wetland,Water,Wetland,Water,Shrubland,Water
23173,Forest,Water,Wetland,Water,Wetland,Water,Shrubland,Forest
23174,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
23175,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
23176,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
23177,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
23178,Forest,Water,Wetland,Water,Wetland,Forest,NULL,NULL
23179,Forest,Water,Wetland,Water,Wetland,Forest,Water,NULL
23180,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
23181,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
23182,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
23183,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
23184,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Water
23185,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Wetland
23186,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
23187,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
23188,Forest,Water,Bareland,Water,Non_Wetland,Shrubland,NULL,Water
23189,Forest,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
23190,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
23191,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
23192,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
23193,Forest,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
23194,Forest,Water,Built-up,NULL,Non_Wetland,Water,NULL,Built-up
23195,Forest,Water,Water,NULL,Water,NULL,NULL,Water
23196,Forest,Water,Water,NULL,Water,Shrubland,Water,NULL
23197,Forest,Water,Water,NULL,Water,Shrubland,Water,Wetland
23198,Forest,Water,Water,NULL,Water,Water,Shrubland,Forest
23199,Forest,Water,Water,NULL,Water,Water,Water,Grassland
23200,Forest,Water,Water,Non_Water,Water,Shrubland,NULL,Water
23201,Forest,Water,Water,Non_Water,Water,Water,Shrubland,Wetland
23202,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
23203,Forest,Water,Water,Water,Water,NULL,NULL,Water
23204,Forest,Water,Water,Water,Water,Shrubland,NULL,Grassland
23205,Forest,Water,Water,Water,Water,Shrubland,NULL,Water
23206,Forest,Water,Water,Water,Water,Shrubland,Shrubland,Water
23207,Forest,Water,Water,Water,Water,Shrubland,Water,Grassland
23208,Forest,Water,Water,Water,Water,Shrubland,Water,Wetland
23209,Forest,Water,Water,Water,Water,Shrubland,Water,Water
23210,Forest,Water,Water,Water,Water,Shrubland,Forest,Water
23211,Forest,Water,Water,Water,Water,Water,NULL,Water
23212,Forest,Water,Water,Water,Water,Water,Shrubland,Water
23213,Forest,Water,Water,Water,Water,Water,Water,NULL
23214,Forest,Water,Water,Water,Water,Water,Water,Wetland
23215,Forest,Water,Water,Water,Water,Water,Water,Water
23216,Forest,Water,Water,Water,Water,Water,Forest,Water
23217,Forest,Water,Water,Water,Water,Forest,Water,Water
23218,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
23219,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
23220,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
23221,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
23222,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
23223,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
23224,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
23225,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
23226,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
23227,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
23228,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
23229,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
23230,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
23231,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
23232,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
23233,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
23234,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
23235,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
23236,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
23237,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
23238,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
23239,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,NULL
23240,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
23241,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
23242,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
23243,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
23244,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
23245,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
23246,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
23247,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
23248,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
23249,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
23250,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
23251,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
23252,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
23253,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
23254,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
23255,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
23256,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
23257,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
23258,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
23259,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
23260,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
23261,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
23262,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
23263,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
23264,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
23265,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
23266,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
23267,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
23268,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
23269,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
23270,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
23271,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
23272,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
23273,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
23274,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
23275,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
23276,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
23277,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Water
23278,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
23279,Forest,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
23280,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
23281,Forest,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
23282,Forest,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Water
23283,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
23284,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
23285,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
23286,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
23287,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
23288,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
23289,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
23290,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
23291,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
23292,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
23293,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
23294,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
23295,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
23296,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
23297,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
23298,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
23299,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
23300,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
23301,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
23302,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
23303,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
23304,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
23305,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
23306,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
23307,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
23308,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
23309,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
23310,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
23311,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
23312,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
23313,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
23314,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
23315,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
23316,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
23317,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
23318,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
23319,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
23320,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
23321,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
23322,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
23323,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
23324,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
23325,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
23326,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
23327,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
23328,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
23329,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
23330,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
23331,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
23332,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
23333,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
23334,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
23335,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
23336,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
23337,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
23338,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
23339,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
23340,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
23341,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
23342,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Bareland
23343,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Built-up
23344,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
23345,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
23346,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
23347,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
23348,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
23349,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
23350,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
23351,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
23352,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
23353,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
23354,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
23355,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
23356,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
23357,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
23358,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
23359,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
23360,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
23361,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
23362,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
23363,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
23364,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
23365,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
23366,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
23367,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
23368,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
23369,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
23370,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
23371,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
23372,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
23373,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
23374,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
23375,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
23376,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
23377,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
23378,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
23379,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
23380,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
23381,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
23382,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
23383,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
23384,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
23385,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
23386,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
23387,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
23388,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
23389,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
23390,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
23391,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
23392,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
23393,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
23394,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
23395,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
23396,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
23397,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
23398,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
23399,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Shrubland,Bareland
23400,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
23401,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,NULL
23402,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,NULL
23403,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Grassland
23404,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
23405,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Water
23406,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
23407,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
23408,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
23409,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
23410,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
23411,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
23412,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
23413,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
23414,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
