Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLU_M_R
20954,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
20955,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
20956,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
20957,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
20958,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
20959,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
20960,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
20961,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
20962,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
20963,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
20964,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
20965,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Water
20966,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
20967,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
20968,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
20969,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
20970,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
20971,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
20972,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
20973,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
20974,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
20975,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Water
20976,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
20977,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Water
20978,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
20979,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
20980,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
20981,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
20982,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
20983,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
20984,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
20985,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Water
20986,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
20987,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
20988,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
20989,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
20990,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Built-up
20991,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Water
20992,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
20993,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
20994,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
20995,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
20996,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
20997,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
20998,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
20999,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
21000,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Built-up
21001,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
21002,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
21003,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
21004,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
21005,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
21006,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
21007,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
21008,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,NULL
21009,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
21010,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
21011,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
21012,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
21013,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
21014,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
21015,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Water
21016,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
21017,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
21018,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
21019,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
21020,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
21021,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
21022,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
21023,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
21024,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
21025,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
21026,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
21027,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,NULL
21028,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
21029,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Water
21030,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
21031,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
21032,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
21033,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
21034,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
21035,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
21036,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
21037,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,NULL
21038,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
21039,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
21040,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
21041,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
21042,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
21043,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
21044,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
21045,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
21046,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
21047,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
21048,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
21049,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
21050,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
21051,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
21052,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Cropland
21053,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
21054,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
21055,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
21056,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
21057,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
21058,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
21059,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,NULL
21060,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
21061,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
21062,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
21063,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,NULL
21064,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
21065,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
21066,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Grassland,Water
21067,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Forest
21068,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
21069,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
21070,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
21071,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Water
21072,Forest,Forest,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
21073,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Forest
21074,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Forest
21075,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
21076,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
21077,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,NULL
21078,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
21079,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
21080,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,NULL
21081,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
21082,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
21083,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
21084,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
21085,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
21086,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
21087,Forest,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
21088,Forest,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
21089,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,NULL
21090,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
21091,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
21092,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
21093,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
21094,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
21095,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
21096,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,NULL
21097,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
21098,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
21099,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
21100,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
21101,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
21102,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Cropland
21103,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
21104,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
21105,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
21106,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
21107,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
21108,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
21109,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
21110,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,NULL
21111,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
21112,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
21113,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
21114,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
21115,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
21116,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
21117,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
21118,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
21119,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
21120,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
21121,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
21122,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
21123,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
21124,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,NULL
21125,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
21126,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Cropland
21127,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
21128,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
21129,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
21130,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,NULL
21131,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
21132,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
21133,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Water
21134,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
21135,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
21136,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
21137,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,NULL
21138,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
21139,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
21140,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,NULL
21141,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
21142,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Water
21143,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
21144,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
21145,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
21146,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,NULL
21147,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
21148,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,NULL
21149,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Grassland
21150,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
21151,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
21152,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,NULL
21153,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
21154,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
21155,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
21156,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
21157,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
21158,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
21159,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
21160,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
21161,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,NULL
21162,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
21163,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
21164,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
21165,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
21166,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
21167,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
21168,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
21169,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
21170,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,NULL
21171,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
21172,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
21173,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
21174,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
21175,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
21176,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
21177,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
21178,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
21179,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
21180,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
21181,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
21182,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
21183,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
21184,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
21185,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
21186,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
21187,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
21188,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
21189,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
21190,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Water
21191,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
21192,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
21193,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
21194,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
21195,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
21196,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
21197,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
21198,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
21199,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Wetland,NULL
21200,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
21201,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
21202,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
21203,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
21204,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Built-up
21205,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
21206,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
21207,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
21208,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
21209,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
21210,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
21211,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
21212,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
21213,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
21214,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
21215,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
21216,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
21217,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
21218,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
21219,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
21220,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Shrubland,NULL
21221,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Built-up
21222,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
21223,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
21224,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
21225,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
21226,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
21227,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
21228,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
21229,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
21230,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
21231,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
21232,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
21233,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
21234,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
21235,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
21236,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
21237,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
21238,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
21239,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
21240,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
21241,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
21242,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Cropland
21243,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
21244,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
21245,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
21246,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
21247,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Water
21248,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
21249,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
21250,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
21251,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
21252,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
21253,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
21254,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,NULL
21255,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Built-up
21256,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
21257,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,NULL
21258,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
21259,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
21260,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Built-up
21261,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
21262,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
21263,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
21264,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
21265,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
21266,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Bareland,Forest
21267,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
21268,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
21269,Forest,Forest,Water,NULL,Water,NULL,Water,NULL
21270,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
21271,Forest,Forest,Water,NULL,Water,NULL,Forest,Grassland
21272,Forest,Forest,Water,NULL,Water,NULL,Forest,Bareland
21273,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
21274,Forest,Forest,Water,NULL,Water,Shrubland,NULL,NULL
21275,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Grassland
21276,Forest,Forest,Water,NULL,Water,Wetland,NULL,NULL
21277,Forest,Forest,Water,NULL,Water,Wetland,NULL,Grassland
21278,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Forest
21279,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
21280,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
