Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDG_M_R
3216,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3217,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3218,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3219,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3220,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3221,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3222,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3223,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3224,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3225,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3226,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3227,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3228,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3229,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3230,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3231,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3232,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3233,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3234,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3235,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3236,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3237,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3238,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3239,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3240,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
3241,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
3242,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3243,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3244,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3245,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3246,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3247,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3248,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3249,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3250,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
3251,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3252,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
3253,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
3254,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
3255,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
3256,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
3257,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3258,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
3259,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3260,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3261,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
3262,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3263,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
3264,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
3265,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
3266,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
3267,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3268,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3269,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3270,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3271,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3272,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3273,Forest,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3274,Forest,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Forest
3275,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3276,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3277,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3278,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3279,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3280,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3281,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
3282,Forest,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
3283,Forest,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
3284,Forest,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
3285,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
3286,Forest,Built-up,Water,NULL,Water,NULL,NULL,Bareland
3287,Forest,Built-up,Water,NULL,Water,NULL,NULL,Water
3288,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
3289,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Water
3290,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
3291,Forest,Built-up,Water,Water,Water,NULL,NULL,Bareland
3292,Forest,Built-up,Water,Water,Water,NULL,NULL,Water
3293,Forest,Built-up,Water,Water,Water,NULL,NULL,Forest
3294,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3295,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3296,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3297,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3298,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3299,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
3300,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3301,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3302,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3303,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3304,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3305,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3306,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3307,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
3308,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
3309,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3310,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3311,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3312,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
3313,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3314,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3315,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3316,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3317,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3318,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3319,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3320,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
3321,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
3322,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3323,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3324,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3325,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3326,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3327,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3328,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3329,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3330,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3331,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3332,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3333,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3334,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3335,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3336,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3337,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3338,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3339,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3340,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3341,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3342,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
3343,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3344,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3345,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3346,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
3347,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
3348,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3349,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3350,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3351,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3352,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3353,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
3354,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
3355,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3356,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
3357,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
3358,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
3359,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
3360,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
3361,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
3362,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3363,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3364,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3365,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
3366,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3367,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
3368,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
3369,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
3370,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
3371,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
3372,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
3373,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
3374,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3375,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3376,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3377,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3378,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3379,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3380,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3381,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3382,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3383,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
3384,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
3385,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3386,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3387,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3388,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3389,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
3390,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
3391,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
3392,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
3393,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
3394,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
3395,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
3396,Forest,Water,Water,NULL,Water,NULL,NULL,Water
3397,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
3398,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
3399,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
3400,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
3401,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
3402,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
3403,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
3404,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
3405,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
3406,Forest,Water,Water,Water,Water,NULL,NULL,Water
3407,Forest,Water,Water,Water,Water,NULL,NULL,Forest
3408,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3409,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3410,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3411,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3412,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3413,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
3414,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3415,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3416,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3417,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3418,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3419,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3420,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3421,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3422,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3423,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
3424,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
3425,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3426,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3427,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3428,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3429,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3430,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3431,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
3432,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3433,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
3434,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3435,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
3436,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3437,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3438,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3439,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3440,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3441,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
3442,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3443,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
3444,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
3445,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3446,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3447,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3448,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3449,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3450,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3451,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3452,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3453,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3454,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3455,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3456,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3457,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3458,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
3459,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3460,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3461,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3462,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3463,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3464,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3465,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3466,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3467,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3468,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3469,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3470,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
3471,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3472,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3473,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3474,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3475,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
3476,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
3477,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3478,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3479,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3480,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
3481,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
3482,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3483,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3484,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3485,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3486,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3487,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3488,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3489,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3490,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3491,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3492,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
3493,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3494,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3495,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
3496,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
3497,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3498,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
3499,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
3500,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
3501,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
3502,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Built-up
3503,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
3504,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
3505,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3506,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3507,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
3508,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3509,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3510,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
3511,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3512,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
3513,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
3514,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
3515,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
3516,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
3517,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
3518,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
3519,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
3520,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
3521,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
3522,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
3523,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
3524,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3525,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
3526,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3527,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3528,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3529,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3530,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3531,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3532,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3533,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3534,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3535,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3536,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
3537,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
3538,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3539,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3540,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3541,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3542,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
3543,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3544,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3545,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
3546,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3547,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
3548,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
3549,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
3550,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
3551,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
3552,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
3553,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
3554,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
3555,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
3556,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
3557,Forest,Forest,Water,Non_Water,Water,NULL,NULL,NULL
3558,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
3559,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
3560,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
