Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDU_M_R
8915,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
8916,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
8917,Forest,Water,Grassland,Water,Non_Wetland,Forest,Water,Water
8918,Forest,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
8919,Forest,Water,Grassland,Water,Non_Wetland,Forest,Forest,Water
8920,Forest,Water,Grassland,Water,Non_Wetland,Forest,Forest,Forest
8921,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8922,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8923,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8924,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
8925,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
8926,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8927,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8928,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
8929,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
8930,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
8931,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
8932,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
8933,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8934,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
8935,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
8936,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Water
8937,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8938,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8939,Forest,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8940,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
8941,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
8942,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
8943,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
8944,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
8945,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
8946,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
8947,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
8948,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8949,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
8950,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
8951,Forest,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
8952,Forest,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8953,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
8954,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
8955,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
8956,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
8957,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
8958,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
8959,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
8960,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
8961,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
8962,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
8963,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Water
8964,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
8965,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
8966,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Water
8967,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
8968,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Water
8969,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8970,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8971,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
8972,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
8973,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8974,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
8975,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
8976,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Water
8977,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
8978,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
8979,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
8980,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
8981,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
8982,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
8983,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
8984,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
8985,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
8986,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
8987,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
8988,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
8989,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
8990,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
8991,Forest,Water,Cropland,Water,Non_Wetland,NULL,Built-up,Water
8992,Forest,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
8993,Forest,Water,Cropland,Water,Non_Wetland,NULL,Forest,Forest
8994,Forest,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
8995,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
8996,Forest,Water,Cropland,Water,Non_Wetland,Water,NULL,Cropland
8997,Forest,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
8998,Forest,Water,Cropland,Water,Non_Wetland,Water,NULL,Forest
8999,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
9000,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Water
9001,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
9002,Forest,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
9003,Forest,Water,Cropland,Water,Non_Wetland,Water,Forest,Forest
9004,Forest,Water,Cropland,Water,Non_Wetland,Forest,NULL,Forest
9005,Forest,Water,Cropland,Water,Non_Wetland,Forest,Water,Forest
9006,Forest,Water,Cropland,Water,Non_Wetland,Forest,Forest,Water
9007,Forest,Water,Cropland,Water,Non_Wetland,Forest,Forest,Forest
9008,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
9009,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
9010,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
9011,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
9012,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
9013,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
9014,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
9015,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
9016,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
9017,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
9018,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
9019,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
9020,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
9021,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
9022,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
9023,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
9024,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
9025,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
9026,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
9027,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
9028,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
9029,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
9030,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
9031,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
9032,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9033,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
9034,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
9035,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
9036,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
9037,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
9038,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
9039,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
9040,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
9041,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
9042,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
9043,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
9044,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
9045,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
9046,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
9047,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
9048,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
9049,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
9050,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
9051,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
9052,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
9053,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
9054,Forest,Water,Wetland,Water,Wetland,Water,NULL,Forest
9055,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
9056,Forest,Water,Wetland,Water,Wetland,Water,Water,Cropland
9057,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
9058,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
9059,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
9060,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
9061,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Forest
9062,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
9063,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
9064,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
9065,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
9066,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
9067,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
9068,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Built-up,Water
9069,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
9070,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
9071,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
9072,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
9073,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
9074,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
9075,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
9076,Forest,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
9077,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
9078,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
9079,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Bareland
9080,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
9081,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
9082,Forest,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Water
9083,Forest,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
9084,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
9085,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
9086,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
9087,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
9088,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
9089,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
9090,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
9091,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
9092,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
9093,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
9094,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
9095,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
9096,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
9097,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
9098,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
9099,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
9100,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
9101,Forest,Water,Bareland,Water,Non_Wetland,Forest,Forest,Forest
9102,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
9103,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
9104,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
9105,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
9106,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
9107,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
9108,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
9109,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
9110,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
9111,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
9112,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
9113,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
9114,Forest,Water,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
9115,Forest,Water,Built-up,NULL,Non_Wetland,Water,NULL,Forest
9116,Forest,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Built-up
9117,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Built-up
9118,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
9119,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
9120,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
9121,Forest,Water,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
9122,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
9123,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
9124,Forest,Water,Water,NULL,Water,NULL,NULL,Water
9125,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
9126,Forest,Water,Water,NULL,Water,NULL,Water,Water
9127,Forest,Water,Water,NULL,Water,NULL,Water,Forest
9128,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
9129,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
9130,Forest,Water,Water,NULL,Water,Wetland,Water,Water
9131,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
9132,Forest,Water,Water,NULL,Water,Built-up,NULL,Forest
9133,Forest,Water,Water,NULL,Water,Water,NULL,Grassland
9134,Forest,Water,Water,NULL,Water,Water,NULL,Wetland
9135,Forest,Water,Water,NULL,Water,Water,NULL,Water
9136,Forest,Water,Water,NULL,Water,Water,NULL,Forest
9137,Forest,Water,Water,NULL,Water,Water,Water,Grassland
9138,Forest,Water,Water,NULL,Water,Water,Water,Bareland
9139,Forest,Water,Water,NULL,Water,Water,Water,Water
9140,Forest,Water,Water,NULL,Water,Water,Water,Forest
9141,Forest,Water,Water,NULL,Water,Water,Forest,Bareland
9142,Forest,Water,Water,NULL,Water,Water,Forest,Water
9143,Forest,Water,Water,NULL,Water,Water,Forest,Forest
9144,Forest,Water,Water,NULL,Water,Forest,NULL,Bareland
9145,Forest,Water,Water,NULL,Water,Forest,NULL,Water
9146,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
9147,Forest,Water,Water,NULL,Water,Forest,Water,Grassland
9148,Forest,Water,Water,NULL,Water,Forest,Water,Water
9149,Forest,Water,Water,NULL,Water,Forest,Water,Forest
9150,Forest,Water,Water,NULL,Water,Forest,Forest,Water
9151,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
9152,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
9153,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
9154,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
9155,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
9156,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
9157,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
9158,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
9159,Forest,Water,Water,Non_Water,Water,Water,NULL,Water
9160,Forest,Water,Water,Non_Water,Water,Water,NULL,Forest
9161,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
9162,Forest,Water,Water,Non_Water,Water,Water,Water,Water
9163,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
9164,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
9165,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
9166,Forest,Water,Water,Non_Water,Water,Forest,NULL,Forest
9167,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
9168,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
9169,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
9170,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
9171,Forest,Water,Water,Water,Water,NULL,NULL,Water
9172,Forest,Water,Water,Water,Water,NULL,NULL,Forest
9173,Forest,Water,Water,Water,Water,NULL,Built-up,Water
9174,Forest,Water,Water,Water,Water,NULL,Water,Grassland
9175,Forest,Water,Water,Water,Water,NULL,Water,Water
9176,Forest,Water,Water,Water,Water,NULL,Water,Forest
9177,Forest,Water,Water,Water,Water,NULL,Forest,Water
9178,Forest,Water,Water,Water,Water,NULL,Forest,Forest
9179,Forest,Water,Water,Water,Water,Grassland,Water,Forest
9180,Forest,Water,Water,Water,Water,Wetland,NULL,Forest
9181,Forest,Water,Water,Water,Water,Wetland,Water,Water
9182,Forest,Water,Water,Water,Water,Built-up,NULL,Forest
9183,Forest,Water,Water,Water,Water,Water,NULL,Water
9184,Forest,Water,Water,Water,Water,Water,NULL,Forest
9185,Forest,Water,Water,Water,Water,Water,Water,Grassland
9186,Forest,Water,Water,Water,Water,Water,Water,Wetland
9187,Forest,Water,Water,Water,Water,Water,Water,Bareland
9188,Forest,Water,Water,Water,Water,Water,Water,Water
9189,Forest,Water,Water,Water,Water,Water,Water,Forest
9190,Forest,Water,Water,Water,Water,Water,Forest,Water
9191,Forest,Water,Water,Water,Water,Water,Forest,Forest
9192,Forest,Water,Water,Water,Water,Forest,NULL,Water
9193,Forest,Water,Water,Water,Water,Forest,NULL,Forest
9194,Forest,Water,Water,Water,Water,Forest,Water,Water
9195,Forest,Water,Water,Water,Water,Forest,Water,Forest
9196,Forest,Water,Water,Water,Water,Forest,Forest,Water
9197,Forest,Water,Water,Water,Water,Forest,Forest,Forest
9198,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9199,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
9200,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
9201,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
9202,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
9203,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9204,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9205,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
9206,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
9207,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9208,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
9209,Forest,Water,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
9210,Forest,Water,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
9211,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
9212,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Cropland
9213,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
9214,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
9215,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
9216,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
9217,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
9218,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
9219,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9220,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9221,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9222,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
9223,Forest,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
9224,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9225,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
9226,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
9227,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
9228,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9229,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9230,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
9231,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
9232,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9233,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
9234,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
9235,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9236,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
9237,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
9238,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
9239,Forest,Water,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
9240,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Water,Forest
9241,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
9242,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
9243,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
9244,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
9245,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9246,Forest,Water,Forest,NULL,Non_Wetland,Water,Built-up,Forest
9247,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
9248,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
9249,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
9250,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
9251,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
9252,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
9253,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Built-up
9254,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
9255,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
9256,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
9257,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
9258,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
9259,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
9260,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9261,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9262,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9263,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
9264,Forest,Water,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
9265,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
9266,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
9267,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9268,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
9269,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9270,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
9271,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
9272,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
9273,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
9274,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
9275,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
9276,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
