Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPN_M_R
1964,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
1965,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water
1966,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1967,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1968,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water
1969,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
1970,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
1971,Water,NULL,Cropland,Water,Non_Wetland,NULL,Bareland
1972,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water
1973,Water,NULL,Cropland,Water,Non_Wetland,NULL,Forest
1974,Water,NULL,Wetland,NULL,Wetland,NULL,NULL
1975,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland
1976,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland
1977,Water,NULL,Wetland,NULL,Wetland,NULL,Bareland
1978,Water,NULL,Wetland,NULL,Wetland,NULL,Water
1979,Water,NULL,Wetland,NULL,Wetland,NULL,Forest
1980,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1981,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
1982,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water
1983,Water,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1984,Water,NULL,Wetland,Water,Wetland,NULL,Grassland
1985,Water,NULL,Wetland,Water,Wetland,NULL,Wetland
1986,Water,NULL,Wetland,Water,Wetland,NULL,Bareland
1987,Water,NULL,Wetland,Water,Wetland,NULL,Water
1988,Water,NULL,Wetland,Water,Wetland,NULL,Forest
1989,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1990,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
1991,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
1992,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1993,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1994,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
1995,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1996,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1997,Water,NULL,Built-up,Water,Non_Wetland,NULL,Bareland
1998,Water,NULL,Water,NULL,Water,NULL,Grassland
1999,Water,NULL,Water,NULL,Water,NULL,Wetland
2000,Water,NULL,Water,NULL,Water,NULL,Bareland
2001,Water,NULL,Water,NULL,Water,NULL,Water
2002,Water,NULL,Water,NULL,Water,NULL,Forest
2003,Water,NULL,Water,Non_Water,Water,NULL,Grassland
2004,Water,NULL,Water,Non_Water,Water,NULL,Wetland
2005,Water,NULL,Water,Non_Water,Water,NULL,Bareland
2006,Water,NULL,Water,Non_Water,Water,NULL,Water
2007,Water,NULL,Water,Water,Water,NULL,NULL
2008,Water,NULL,Water,Water,Water,NULL,Grassland
2009,Water,NULL,Water,Water,Water,NULL,Wetland
2010,Water,NULL,Water,Water,Water,NULL,Bareland
2011,Water,NULL,Water,Water,Water,NULL,Water
2012,Water,NULL,Water,Water,Water,NULL,Forest
2013,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL
2014,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
2015,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
2016,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
2017,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water
2018,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest
2019,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
2020,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
2021,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
2022,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
2023,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland
2024,Water,NULL,Forest,Water,Non_Wetland,NULL,Wetland
2025,Water,NULL,Forest,Water,Non_Wetland,NULL,Bareland
2026,Water,NULL,Forest,Water,Non_Wetland,NULL,Water
2027,Water,NULL,Forest,Water,Non_Wetland,NULL,Forest
2028,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2029,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
2030,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland
2031,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water
2032,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
2033,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2034,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
2035,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Bareland
2036,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water
2037,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
2038,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
2039,Water,Cropland,Wetland,NULL,Wetland,NULL,Grassland
2040,Water,Cropland,Wetland,NULL,Wetland,NULL,Wetland
2041,Water,Cropland,Wetland,NULL,Wetland,NULL,Forest
2042,Water,Cropland,Water,NULL,Water,NULL,Grassland
2043,Water,Cropland,Water,NULL,Water,NULL,Forest
2044,Water,Cropland,Water,Water,Water,NULL,Water
2045,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland
2046,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
2047,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
2048,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland
2049,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland
2050,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Water
2051,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Forest
2052,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland
2053,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland
2054,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Bareland
2055,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water
2056,Water,Wetland,NULL,Water,Non_Wetland,NULL,Grassland
2057,Water,Wetland,NULL,Water,Non_Wetland,NULL,Bareland
2058,Water,Wetland,NULL,Water,Non_Wetland,NULL,Water
2059,Water,Wetland,NULL,Water,Non_Wetland,NULL,Forest
2060,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL
2061,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2062,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
2063,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
2064,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
2065,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
2066,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2067,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
2068,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
2069,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
2070,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2071,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
2072,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
2073,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
2074,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
2075,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
2076,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
2077,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
2078,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Bareland
2079,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
2080,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
2081,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2082,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
2083,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water
2084,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
2085,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL
2086,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
2087,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
2088,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Bareland
2089,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Water
2090,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
2091,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
2092,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland
2093,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland
2094,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Water
2095,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
2096,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2097,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
2098,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water
2099,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
2100,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
2101,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Wetland
2102,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Bareland
2103,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Water
2104,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Forest
2105,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL
2106,Water,Wetland,Wetland,NULL,Wetland,NULL,Grassland
2107,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland
2108,Water,Wetland,Wetland,NULL,Wetland,NULL,Bareland
2109,Water,Wetland,Wetland,NULL,Wetland,NULL,Water
2110,Water,Wetland,Wetland,NULL,Wetland,NULL,Forest
2111,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
2112,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
2113,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland
2114,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water
2115,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
2116,Water,Wetland,Wetland,Water,Wetland,NULL,Grassland
2117,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland
2118,Water,Wetland,Wetland,Water,Wetland,NULL,Bareland
2119,Water,Wetland,Wetland,Water,Wetland,NULL,Water
2120,Water,Wetland,Wetland,Water,Wetland,NULL,Forest
2121,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
2122,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Bareland
2123,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Water
2124,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest
2125,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
2126,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Bareland
2127,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water
2128,Water,Wetland,Bareland,Water,Non_Wetland,NULL,Grassland
2129,Water,Wetland,Bareland,Water,Non_Wetland,NULL,Bareland
2130,Water,Wetland,Bareland,Water,Non_Wetland,NULL,Water
2131,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland
2132,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,Bareland
2133,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,Water
2134,Water,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
2135,Water,Wetland,Built-up,Water,Non_Wetland,NULL,Grassland
2136,Water,Wetland,Built-up,Water,Non_Wetland,NULL,Water
2137,Water,Wetland,Water,NULL,Water,NULL,Grassland
2138,Water,Wetland,Water,NULL,Water,NULL,Wetland
2139,Water,Wetland,Water,NULL,Water,NULL,Bareland
2140,Water,Wetland,Water,NULL,Water,NULL,Water
2141,Water,Wetland,Water,NULL,Water,NULL,Forest
2142,Water,Wetland,Water,Non_Water,Water,NULL,Grassland
2143,Water,Wetland,Water,Non_Water,Water,NULL,Wetland
2144,Water,Wetland,Water,Non_Water,Water,NULL,Bareland
2145,Water,Wetland,Water,Non_Water,Water,NULL,Water
2146,Water,Wetland,Water,Non_Water,Water,NULL,Forest
2147,Water,Wetland,Water,Water,Water,NULL,NULL
2148,Water,Wetland,Water,Water,Water,NULL,Grassland
2149,Water,Wetland,Water,Water,Water,NULL,Wetland
2150,Water,Wetland,Water,Water,Water,NULL,Bareland
2151,Water,Wetland,Water,Water,Water,NULL,Water
2152,Water,Wetland,Water,Water,Water,NULL,Forest
2153,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL
2154,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
2155,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
2156,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland
2157,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water
2158,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
2159,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
2160,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
2161,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Bareland
2162,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
2163,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
2164,Water,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
2165,Water,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
2166,Water,Wetland,Forest,Water,Non_Wetland,NULL,Bareland
2167,Water,Wetland,Forest,Water,Non_Wetland,NULL,Water
2168,Water,Wetland,Forest,Water,Non_Wetland,NULL,Forest
2169,Water,Bareland,NULL,NULL,Non_Wetland,NULL,Grassland
2170,Water,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland
2171,Water,Bareland,NULL,NULL,Non_Wetland,NULL,Water
2172,Water,Bareland,NULL,NULL,Non_Wetland,NULL,Forest
2173,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,Bareland
2174,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,Water
2175,Water,Bareland,NULL,Water,Non_Wetland,NULL,Grassland
2176,Water,Bareland,NULL,Water,Non_Wetland,NULL,Bareland
2177,Water,Bareland,NULL,Water,Non_Wetland,NULL,Water
2178,Water,Bareland,NULL,Water,Non_Wetland,NULL,Forest
2179,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2180,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Wetland
2181,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
2182,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water
2183,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
2184,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2185,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
2186,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Water
2187,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2188,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
2189,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
2190,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
2191,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Forest
2192,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
2193,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Bareland
2194,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Water
2195,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
2196,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2197,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Water
2198,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Grassland
2199,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Bareland
2200,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Water
2201,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Forest
2202,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland
2203,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,Wetland
2204,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland
2205,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,Water
2206,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
2207,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2208,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Water
2209,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Forest
2210,Water,Bareland,Cropland,Water,Non_Wetland,NULL,Grassland
2211,Water,Bareland,Cropland,Water,Non_Wetland,NULL,Bareland
2212,Water,Bareland,Cropland,Water,Non_Wetland,NULL,Water
2213,Water,Bareland,Cropland,Water,Non_Wetland,NULL,Forest
2214,Water,Bareland,Wetland,NULL,Wetland,NULL,Grassland
2215,Water,Bareland,Wetland,NULL,Wetland,NULL,Bareland
2216,Water,Bareland,Wetland,NULL,Wetland,NULL,Water
2217,Water,Bareland,Wetland,NULL,Wetland,NULL,Forest
2218,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland
2219,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Wetland
2220,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland
2221,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Water
2222,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Forest
2223,Water,Bareland,Wetland,Water,Wetland,NULL,Grassland
2224,Water,Bareland,Wetland,Water,Wetland,NULL,Wetland
2225,Water,Bareland,Wetland,Water,Wetland,NULL,Bareland
2226,Water,Bareland,Wetland,Water,Wetland,NULL,Water
2227,Water,Bareland,Wetland,Water,Wetland,NULL,Forest
2228,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,Grassland
2229,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland
2230,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,Water
2231,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,Forest
2232,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Bareland
2233,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Forest
2234,Water,Bareland,Bareland,Water,Non_Wetland,NULL,Bareland
2235,Water,Bareland,Bareland,Water,Non_Wetland,NULL,Water
2236,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland
2237,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland
2238,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,Water
2239,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,Forest
2240,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
2241,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Bareland
2242,Water,Bareland,Built-up,Water,Non_Wetland,NULL,Bareland
2243,Water,Bareland,Built-up,Water,Non_Wetland,NULL,Water
2244,Water,Bareland,Water,NULL,Water,NULL,Grassland
2245,Water,Bareland,Water,NULL,Water,NULL,Bareland
2246,Water,Bareland,Water,NULL,Water,NULL,Water
2247,Water,Bareland,Water,NULL,Water,NULL,Forest
2248,Water,Bareland,Water,Non_Water,Water,NULL,Grassland
2249,Water,Bareland,Water,Non_Water,Water,NULL,Wetland
2250,Water,Bareland,Water,Non_Water,Water,NULL,Bareland
2251,Water,Bareland,Water,Non_Water,Water,NULL,Water
2252,Water,Bareland,Water,Non_Water,Water,NULL,Forest
2253,Water,Bareland,Water,Water,Water,NULL,Grassland
2254,Water,Bareland,Water,Water,Water,NULL,Wetland
2255,Water,Bareland,Water,Water,Water,NULL,Bareland
2256,Water,Bareland,Water,Water,Water,NULL,Water
2257,Water,Bareland,Water,Water,Water,NULL,Forest
2258,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
2259,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
2260,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Water
2261,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
2262,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,Grassland
2263,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,Water
2264,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,Forest
2265,Water,Bareland,Forest,Water,Non_Wetland,NULL,Grassland
2266,Water,Bareland,Forest,Water,Non_Wetland,NULL,Wetland
2267,Water,Bareland,Forest,Water,Non_Wetland,NULL,Bareland
2268,Water,Bareland,Forest,Water,Non_Wetland,NULL,Water
2269,Water,Bareland,Forest,Water,Non_Wetland,NULL,Forest
2270,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
2271,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland
2272,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Water
2273,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,Grassland
2274,Water,Built-up,NULL,Water,Non_Wetland,NULL,Grassland
2275,Water,Built-up,NULL,Water,Non_Wetland,NULL,Bareland
2276,Water,Built-up,NULL,Water,Non_Wetland,NULL,Water
2277,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL
2278,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
2279,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
2280,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water
2281,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
2282,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2283,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
2284,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water
2285,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2286,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,Grassland
2287,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,Bareland
2288,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,Water
2289,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,Forest
2290,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL
2291,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
2292,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
2293,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,Water
2294,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
2295,Water,Built-up,Grassland,Water,Non_Wetland,NULL,Grassland
2296,Water,Built-up,Grassland,Water,Non_Wetland,NULL,Bareland
2297,Water,Built-up,Grassland,Water,Non_Wetland,NULL,Water
2298,Water,Built-up,Grassland,Water,Non_Wetland,NULL,Forest
2299,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
2300,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland
2301,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Water
2302,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
2303,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2304,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland
2305,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water
2306,Water,Built-up,Cropland,Water,Non_Wetland,NULL,Grassland
2307,Water,Built-up,Cropland,Water,Non_Wetland,NULL,Bareland
2308,Water,Built-up,Cropland,Water,Non_Wetland,NULL,Water
2309,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL
2310,Water,Built-up,Wetland,NULL,Wetland,NULL,Grassland
2311,Water,Built-up,Wetland,NULL,Wetland,NULL,Bareland
2312,Water,Built-up,Wetland,NULL,Wetland,NULL,Water
2313,Water,Built-up,Wetland,NULL,Wetland,NULL,Forest
2314,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Grassland
2315,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Forest
2316,Water,Built-up,Wetland,Water,Wetland,NULL,Grassland
2317,Water,Built-up,Wetland,Water,Wetland,NULL,Wetland
2318,Water,Built-up,Wetland,Water,Wetland,NULL,Bareland
2319,Water,Built-up,Wetland,Water,Wetland,NULL,Water
2320,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
2321,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest
2322,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
2323,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland
2324,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Water
2325,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
2326,Water,Built-up,Built-up,Water,Non_Wetland,NULL,Water
2327,Water,Built-up,Water,NULL,Water,NULL,Grassland
2328,Water,Built-up,Water,NULL,Water,NULL,Bareland
2329,Water,Built-up,Water,NULL,Water,NULL,Water
2330,Water,Built-up,Water,NULL,Water,NULL,Forest
2331,Water,Built-up,Water,Water,Water,NULL,Grassland
2332,Water,Built-up,Water,Water,Water,NULL,Bareland
2333,Water,Built-up,Water,Water,Water,NULL,Water
2334,Water,Built-up,Water,Water,Water,NULL,Forest
2335,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
2336,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland
2337,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Water
2338,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
2339,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland
2340,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest
2341,Water,Built-up,Forest,Water,Non_Wetland,NULL,Grassland
2342,Water,Built-up,Forest,Water,Non_Wetland,NULL,Bareland
2343,Water,Built-up,Forest,Water,Non_Wetland,NULL,Water
2344,Water,Built-up,Forest,Water,Non_Wetland,NULL,Forest
2345,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland
2346,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland
2347,Water,Water,NULL,NULL,Non_Wetland,NULL,Water
2348,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest
2349,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland
2350,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Bareland
2351,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest
2352,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland
2353,Water,Water,NULL,Water,Non_Wetland,NULL,Bareland
2354,Water,Water,NULL,Water,Non_Wetland,NULL,Water
2355,Water,Water,NULL,Water,Non_Wetland,NULL,Forest
2356,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL
