Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKA_M_R
2399,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2400,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
2401,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Wetland
2402,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2403,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2404,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
2405,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
2406,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2407,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2408,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2409,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2410,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2411,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2412,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2413,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2414,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2415,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
2416,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2417,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2418,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2419,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2420,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2421,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2422,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2423,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2424,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
2425,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
2426,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2427,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
2428,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2429,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
2430,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
2431,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
2432,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2433,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
2434,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2435,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2436,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
2437,Forest,Wetland,NULL,Water,Non_Wetland,Water,Grassland,Grassland
2438,Forest,Wetland,NULL,Water,Non_Wetland,Water,Grassland,Wetland
2439,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2440,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
2441,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
2442,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2443,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2444,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2445,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2446,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2447,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2448,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2449,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2450,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2451,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2452,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2453,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2454,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2455,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2456,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2457,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
2458,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2459,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
2460,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
2461,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2462,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2463,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2464,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2465,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2466,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2467,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2468,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2469,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2470,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2471,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2472,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
2473,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2474,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2475,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
2476,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2477,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2478,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2479,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2480,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2481,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2482,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2483,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2484,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2485,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2486,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2487,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2488,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2489,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
2490,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
2491,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2492,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
2493,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
2494,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
2495,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2496,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
2497,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2498,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2499,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
2500,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
2501,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
2502,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Grassland,Wetland
2503,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2504,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
2505,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2506,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
2507,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
2508,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
2509,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Forest
2510,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2511,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
2512,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2513,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2514,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
2515,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2516,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2517,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2518,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
2519,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2520,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2521,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2522,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2523,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2524,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
2525,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2526,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2527,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
2528,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
2529,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
2530,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
2531,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Grassland
2532,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
2533,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
2534,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2535,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
2536,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
2537,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
2538,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
2539,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
2540,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
2541,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
2542,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
2543,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
2544,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
2545,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2546,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
2547,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2548,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2549,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
2550,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2551,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2552,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
2553,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
2554,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2555,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2556,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2557,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
2558,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2559,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2560,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2561,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2562,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2563,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2564,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
2565,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2566,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2567,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2568,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Forest
2569,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2570,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
2571,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2572,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2573,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2574,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
2575,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2576,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
2577,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
2578,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
2579,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
2580,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
2581,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2582,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
2583,Forest,Wetland,Wetland,Water,Wetland,NULL,Grassland,Forest
2584,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
2585,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
2586,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
2587,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Grassland
2588,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
2589,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Forest
2590,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2591,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
2592,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Water
2593,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
2594,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2595,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2596,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
2597,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
2598,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
2599,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
2600,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
2601,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
2602,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Grassland
2603,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
2604,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
2605,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Forest
2606,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
2607,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
2608,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
2609,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
2610,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
2611,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
2612,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
2613,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
2614,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
2615,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
2616,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2617,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2618,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2619,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2620,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2621,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2622,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2623,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2624,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2625,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2626,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
2627,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2628,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2629,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
2630,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2631,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2632,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2633,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2634,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2635,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2636,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2637,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2638,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2639,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2640,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2641,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2642,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2643,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2644,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2645,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2646,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2647,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2648,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
2649,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
2650,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
2651,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2652,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2653,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2654,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2655,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2656,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
2657,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2658,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
2659,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
2660,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2661,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
2662,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
2663,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
2664,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2665,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2666,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2667,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2668,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
2669,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2670,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
2671,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
2672,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2673,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
2674,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2675,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
2676,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
2677,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
2678,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
2679,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2680,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2681,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2682,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2683,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2684,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2685,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2686,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
2687,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
2688,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
2689,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Grassland,Grassland
2690,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Water,Wetland
2691,Forest,Wetland,Water,NULL,Water,NULL,Grassland,Forest
2692,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
2693,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
2694,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
2695,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
2696,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
2697,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
2698,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
2699,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
2700,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
2701,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
2702,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
2703,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
2704,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Grassland
2705,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Forest
2706,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
2707,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
2708,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
2709,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
2710,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
2711,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
2712,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
2713,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
2714,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
2715,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
2716,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
2717,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
2718,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
2719,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
2720,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
2721,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Forest
2722,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
2723,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
2724,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
2725,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
2726,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
2727,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Forest
2728,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
2729,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
2730,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
