Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGB_M_R
4727,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4728,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4729,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
4730,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4731,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4732,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
4733,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4734,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4735,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4736,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4737,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
4738,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4739,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4740,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4741,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4742,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4743,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4744,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4745,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4746,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4747,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4748,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
4749,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
4750,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4751,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
4752,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
4753,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4754,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4755,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4756,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4757,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
4758,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4759,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
4760,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4761,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
4762,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
4763,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
4764,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4765,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
4766,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4767,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4768,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
4769,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4770,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4771,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4772,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4773,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4774,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4775,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
4776,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4777,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
4778,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
4779,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4780,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4781,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4782,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4783,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
4784,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
4785,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4786,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
4787,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
4788,Bareland,Bareland,NULL,Water,Non_Wetland,Shrubland,Wetland,Water
4789,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
4790,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
4791,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4792,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4793,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4794,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4795,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
4796,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4797,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4798,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4799,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4800,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4801,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4802,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4803,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4804,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4805,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4806,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4807,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4808,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
4809,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4810,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4811,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4812,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
4813,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4814,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4815,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4816,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4817,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4818,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4819,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4820,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4821,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4822,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4823,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
4824,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
4825,Bareland,Bareland,Wetland,Water,Wetland,Shrubland,Wetland,Water
4826,Bareland,Bareland,Wetland,Water,Wetland,Shrubland,Water,Water
4827,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
4828,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
4829,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
4830,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
4831,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
4832,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
4833,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,NULL,Built-up
4834,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4835,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4836,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4837,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4838,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
4839,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
4840,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
4841,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
4842,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
4843,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
4844,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4845,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
4846,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4847,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4848,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4849,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4850,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4851,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4852,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4853,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4854,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
4855,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
4856,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
4857,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Grassland
4858,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Water
4859,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
4860,Bareland,Bareland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4861,Bareland,Bareland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
4862,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4863,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4864,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4865,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
4866,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4867,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
4868,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4869,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4870,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4871,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4872,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
4873,Bareland,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4874,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4875,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
4876,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4877,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4878,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4879,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4880,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
4881,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
4882,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
4883,Bareland,Built-up,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
4884,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4885,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
4886,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4887,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4888,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4889,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4890,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4891,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4892,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4893,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4894,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4895,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4896,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4897,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4898,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4899,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4900,Bareland,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
4901,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4902,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4903,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4904,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
4905,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4906,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
4907,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4908,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4909,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
4910,Bareland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4911,Bareland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4912,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4913,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
4914,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
4915,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4916,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4917,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4918,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4919,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
4920,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4921,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4922,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4923,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4924,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4925,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4926,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4927,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4928,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
4929,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4930,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4931,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4932,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4933,Bareland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
4934,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4935,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
4936,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4937,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4938,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
4939,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4940,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4941,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4942,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
4943,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
4944,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4945,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
4946,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4947,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4948,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4949,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
4950,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4951,Bareland,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4952,Bareland,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4953,Bareland,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4954,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4955,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
4956,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4957,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
4958,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4959,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4960,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4961,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4962,Bareland,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
4963,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4964,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4965,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
4966,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4967,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
4968,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
4969,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
4970,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
4971,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
4972,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
4973,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
4974,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
4975,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
4976,Bareland,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Water
4977,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4978,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4979,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4980,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4981,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
4982,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4983,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4984,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4985,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4986,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4987,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
4988,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
4989,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
4990,Bareland,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
4991,Bareland,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
4992,Bareland,Water,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
4993,Bareland,Water,Wetland,NULL,Wetland,Cropland,Forest,Grassland
4994,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4995,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
4996,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
4997,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4998,Bareland,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4999,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
5000,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Bareland
5001,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
5002,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
5003,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
5004,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Forest
5005,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5006,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
5007,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
5008,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
5009,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
5010,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
5011,Bareland,Water,Water,Water,Water,Bareland,Water,Grassland
5012,Bareland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
5013,Bareland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
5014,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5015,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5016,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5017,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5018,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
5019,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5020,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
5021,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5022,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
5023,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5024,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5025,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5026,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5027,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
5028,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5029,Bareland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5030,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
