Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MVA_M_R
14958,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
14959,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
14960,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
14961,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
14962,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
14963,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,NULL
14964,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
14965,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
14966,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
14967,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
14968,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
14969,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
14970,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
14971,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Water
14972,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
14973,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
14974,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
14975,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
14976,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
14977,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
14978,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
14979,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
14980,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
14981,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
14982,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Bareland
14983,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Built-up
14984,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Water
14985,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
14986,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
14987,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
14988,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
14989,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
14990,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Built-up
14991,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
14992,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
14993,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
14994,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
14995,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
14996,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Built-up
14997,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
14998,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,NULL
14999,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
15000,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
15001,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
15002,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
15003,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,NULL
15004,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
15005,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
15006,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
15007,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
15008,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
15009,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
15010,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
15011,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
15012,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
15013,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15014,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
15015,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
15016,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
15017,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
15018,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
15019,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15020,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
15021,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,NULL
15022,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
15023,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
15024,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
15025,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
15026,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
15027,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
15028,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
15029,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
15030,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
15031,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
15032,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
15033,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Built-up
15034,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15035,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
15036,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
15037,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
15038,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
15039,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
15040,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Cropland
15041,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,NULL
15042,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
15043,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
15044,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
15045,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
15046,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
15047,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Cropland
15048,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
15049,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15050,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
15051,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
15052,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
15053,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
15054,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
15055,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15056,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
15057,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
15058,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
15059,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
15060,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
15061,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Bareland
15062,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,NULL
15063,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
15064,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
15065,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,NULL
15066,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
15067,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Water
15068,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
15069,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
15070,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
15071,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
15072,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
15073,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
15074,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
15075,Forest,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
15076,Forest,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
15077,Forest,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Forest,Grassland
15078,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
15079,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
15080,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
15081,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
15082,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
15083,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
15084,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
15085,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
15086,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
15087,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
15088,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
15089,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Bareland
15090,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
15091,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
15092,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Cropland
15093,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Bareland,NULL
15094,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
15095,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Cropland
15096,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Forest
15097,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Built-up,Grassland
15098,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
15099,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,NULL
15100,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
15101,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Cropland
15102,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
15103,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
15104,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,NULL
15105,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
15106,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Water
15107,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
15108,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
15109,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
15110,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Cropland
15111,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
15112,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
15113,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
15114,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
15115,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Cropland
15116,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
15117,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
15118,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
15119,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,NULL
15120,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
15121,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Cropland
15122,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Bareland,Grassland
15123,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Built-up,Grassland
15124,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Forest,Grassland
15125,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Forest,Cropland
15126,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
15127,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
15128,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,NULL
15129,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
15130,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Water
15131,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Forest
15132,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
15133,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
15134,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
15135,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
15136,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Cropland
15137,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Built-up,Grassland
15138,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Built-up,Bareland
15139,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
15140,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Bareland
15141,Forest,NULL,Cropland,Water,Non_Wetland,Water,Built-up,Grassland
15142,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
15143,Forest,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
15144,Forest,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Cropland
15145,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Shrubland,Grassland
15146,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Shrubland,Water
15147,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Grassland,Grassland
15148,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Bareland,Grassland
15149,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
15150,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
15151,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
15152,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
15153,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
15154,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Cropland
15155,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Water
15156,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
15157,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
15158,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
15159,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland,Cropland
15160,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland,Water
15161,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Cropland
15162,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
15163,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
15164,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Cropland
15165,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Bareland
15166,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Water
15167,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
15168,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
15169,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
15170,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Cropland
15171,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
15172,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Bareland
15173,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Built-up
15174,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
15175,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
15176,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
15177,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
15178,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
15179,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Cropland
15180,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Built-up,NULL
15181,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
15182,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
15183,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Cropland
15184,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Bareland
15185,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
15186,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
15187,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Cropland
15188,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
15189,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Built-up
15190,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
15191,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
15192,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Cropland
15193,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
15194,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
15195,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
15196,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
15197,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Cropland
15198,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
15199,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Bareland
15200,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
15201,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
15202,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,NULL
15203,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
15204,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
15205,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Bareland
15206,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
15207,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
15208,Forest,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
15209,Forest,NULL,Wetland,NULL,Wetland,Water,Water,NULL
15210,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
15211,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
15212,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,NULL
15213,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
15214,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Cropland
15215,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
15216,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
15217,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
15218,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Cropland
15219,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Built-up
15220,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Water
15221,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
15222,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
15223,Forest,NULL,Wetland,NULL,Wetland,Forest,Bareland,NULL
15224,Forest,NULL,Wetland,NULL,Wetland,Forest,Bareland,Grassland
15225,Forest,NULL,Wetland,NULL,Wetland,Forest,Bareland,Cropland
15226,Forest,NULL,Wetland,NULL,Wetland,Forest,Bareland,Forest
15227,Forest,NULL,Wetland,NULL,Wetland,Forest,Built-up,Grassland
15228,Forest,NULL,Wetland,NULL,Wetland,Forest,Built-up,Forest
15229,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,NULL
15230,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Grassland
15231,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Cropland
15232,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Bareland
15233,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
15234,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
15235,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
15236,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Water
15237,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
15238,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
15239,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
15240,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
15241,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
15242,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
15243,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Cropland
15244,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
15245,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
15246,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
15247,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Cropland
15248,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Water
15249,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
15250,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
15251,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
15252,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
15253,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
15254,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
15255,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
15256,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
15257,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Cropland
15258,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
15259,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
15260,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
15261,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
15262,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Grassland
15263,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Cropland
15264,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Wetland
15265,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Water
15266,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Forest
15267,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
15268,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
15269,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
15270,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Water
15271,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
15272,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
15273,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
15274,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
15275,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
15276,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Cropland
15277,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
15278,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
15279,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
15280,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Cropland
15281,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
15282,Forest,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
15283,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
15284,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
15285,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
15286,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
15287,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,NULL
