Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKP_M_R
3848,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3849,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3850,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3851,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3852,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3853,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3854,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3855,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3856,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
3857,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
3858,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
3859,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
3860,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3861,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
3862,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
3863,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
3864,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
3865,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
3866,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
3867,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
3868,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
3869,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
3870,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
3871,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
3872,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3873,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3874,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3875,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3876,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3877,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3878,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3879,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
3880,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3881,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3882,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3883,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3884,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3885,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3886,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3887,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3888,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3889,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3890,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
3891,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3892,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3893,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3894,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3895,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
3896,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
3897,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
3898,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
3899,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
3900,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Bareland
3901,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3902,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3903,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3904,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
3905,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3906,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3907,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
3908,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3909,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3910,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3911,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3912,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3913,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3914,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3915,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
3916,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3917,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3918,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3919,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3920,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3921,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
3922,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
3923,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
3924,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
3925,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
3926,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3927,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
3928,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
3929,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3930,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
3931,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
3932,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3933,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
3934,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
3935,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3936,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3937,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3938,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3939,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
3940,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
3941,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
3942,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
3943,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3944,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
3945,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3946,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
3947,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
3948,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
3949,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Built-up
3950,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
3951,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
3952,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Bareland
3953,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
3954,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
3955,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3956,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
3957,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
3958,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3959,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3960,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3961,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
3962,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
3963,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Water
3964,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
3965,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
3966,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
3967,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
3968,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
3969,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
3970,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3971,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3972,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
3973,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3974,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Water
3975,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3976,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
3977,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
3978,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
3979,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
3980,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
3981,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
3982,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Water
3983,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
3984,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
3985,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Bareland
3986,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Water
3987,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Bareland
3988,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Water
3989,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
3990,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
3991,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
3992,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
3993,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
3994,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
3995,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
3996,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
3997,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
3998,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
3999,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
4000,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
4001,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
4002,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
4003,Bareland,NULL,Wetland,Non_Water,NULL,Bareland,Bareland,Bareland
4004,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Water
4005,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
4006,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
4007,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
4008,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
4009,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
4010,Bareland,NULL,Wetland,Water,NULL,NULL,Water,Water
4011,Bareland,NULL,Wetland,Water,NULL,Bareland,Bareland,Bareland
4012,Bareland,NULL,Wetland,Water,NULL,Bareland,Water,Water
4013,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
4014,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Water
4015,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
4016,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
4017,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
4018,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
4019,Bareland,NULL,Wetland,Water,Wetland,Bareland,Built-up,Bareland
4020,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
4021,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
4022,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
4023,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
4024,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
4025,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Cropland
4026,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
4027,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
4028,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4029,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
4030,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest,Bareland,Bareland
4031,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4032,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4033,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
4034,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
4035,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
4036,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
4037,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
4038,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
4039,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4040,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
4041,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
4042,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4043,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
4044,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4045,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
4046,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
4047,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
4048,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
4049,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
4050,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
4051,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
4052,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
4053,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
4054,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
4055,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
4056,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
4057,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
4058,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Water
4059,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
4060,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4061,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
4062,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
4063,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
4064,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
4065,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
4066,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
4067,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
4068,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4069,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
4070,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
4071,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4072,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
4073,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4074,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4075,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
4076,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4077,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
4078,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4079,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4080,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
4081,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4082,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4083,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
4084,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
4085,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
4086,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
4087,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Cropland
4088,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
4089,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
4090,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
4091,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
4092,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
4093,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Cropland
4094,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
4095,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
4096,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
4097,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
4098,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
4099,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4100,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
4101,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
4102,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4103,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
4104,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
4105,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
4106,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
4107,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Water
4108,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
4109,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
4110,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Bareland
4111,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
4112,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
4113,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Cropland
4114,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Bareland
4115,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
4116,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
4117,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
4118,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Bareland
4119,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Forest
4120,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
4121,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
4122,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4123,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Cropland
4124,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
4125,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4126,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4127,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
4128,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
4129,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4130,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
4131,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
4132,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
4133,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
4134,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
4135,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
4136,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
4137,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water,Bareland,Bareland
4138,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
4139,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Water,Water
4140,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,Bareland
4141,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland,Bareland,Bareland
4142,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
4143,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Water
4144,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
4145,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
4146,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
4147,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
4148,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
4149,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
4150,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
4151,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
4152,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
4153,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
4154,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Forest
4155,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
4156,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
4157,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Bareland,Water
4158,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
4159,Bareland,NULL,Water,NULL,Water,NULL,Water,Water
4160,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
4161,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
4162,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Built-up
4163,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Water
4164,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Forest
4165,Bareland,NULL,Water,NULL,Water,Bareland,Water,Bareland
4166,Bareland,NULL,Water,NULL,Water,Bareland,Water,Water
4167,Bareland,NULL,Water,NULL,Water,Built-up,Built-up,Bareland
4168,Bareland,NULL,Water,NULL,Water,Built-up,Built-up,Built-up
4169,Bareland,NULL,Water,NULL,Water,Water,Bareland,Water
4170,Bareland,NULL,Water,NULL,Water,Water,Water,Forest
4171,Bareland,NULL,Water,NULL,Water,Forest,Water,Forest
4172,Bareland,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
