Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDS_M_R
4677,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Wetland,Grassland
4678,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Grassland
4679,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4680,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
4681,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
4682,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4683,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
4684,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4685,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4686,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4687,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4688,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
4689,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4690,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
4691,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
4692,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4693,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4694,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
4695,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
4696,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
4697,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4698,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4699,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
4700,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
4701,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up,Grassland,Forest
4702,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up,Wetland,Grassland
4703,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up,Wetland,Forest
4704,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
4705,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
4706,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Water
4707,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4708,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
4709,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
4710,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
4711,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
4712,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
4713,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
4714,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4715,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
4716,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4717,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4718,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
4719,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
4720,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4721,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4722,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4723,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
4724,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4725,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4726,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4727,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4728,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4729,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
4730,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
4731,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4732,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4733,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
4734,Forest,NULL,Bareland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
4735,Forest,NULL,Bareland,Non_Water,Non_Wetland,Built-up,Water,Grassland
4736,Forest,NULL,Bareland,Non_Water,Non_Wetland,Built-up,Water,Forest
4737,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4738,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
4739,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
4740,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4741,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4742,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
4743,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
4744,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
4745,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
4746,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
4747,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
4748,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Water
4749,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
4750,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
4751,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
4752,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
4753,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
4754,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
4755,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
4756,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
4757,Forest,NULL,Bareland,Water,Non_Wetland,Built-up,Wetland,Grassland
4758,Forest,NULL,Bareland,Water,Non_Wetland,Built-up,Bareland,Grassland
4759,Forest,NULL,Bareland,Water,Non_Wetland,Built-up,Water,Grassland
4760,Forest,NULL,Bareland,Water,Non_Wetland,Built-up,Water,Water
4761,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
4762,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
4763,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
4764,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Forest
4765,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
4766,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
4767,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
4768,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4769,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4770,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
4771,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4772,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4773,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4774,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
4775,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4776,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
4777,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
4778,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
4779,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
4780,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
4781,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
4782,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
4783,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4784,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4785,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
4786,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
4787,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
4788,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4789,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
4790,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
4791,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
4792,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
4793,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
4794,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4795,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
4796,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
4797,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
4798,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
4799,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
4800,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
4801,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4802,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
4803,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
4804,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4805,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4806,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
4807,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
4808,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4809,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
4810,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
4811,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
4812,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
4813,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
4814,Forest,NULL,Built-up,Water,Non_Wetland,Built-up,Water,Grassland
4815,Forest,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
4816,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
4817,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
4818,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
4819,Forest,NULL,Water,NULL,Water,NULL,Wetland,Grassland
4820,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
4821,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
4822,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Forest
4823,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
4824,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
4825,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Water
4826,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
4827,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
4828,Forest,NULL,Water,NULL,Water,Built-up,Grassland,Grassland
4829,Forest,NULL,Water,NULL,Water,Built-up,Wetland,Grassland
4830,Forest,NULL,Water,NULL,Water,Built-up,Bareland,Grassland
4831,Forest,NULL,Water,NULL,Water,Built-up,Built-up,Grassland
4832,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
4833,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
4834,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
4835,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
4836,Forest,NULL,Water,NULL,Water,Water,Water,Water
4837,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
4838,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
4839,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
4840,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Water
4841,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Forest
4842,Forest,NULL,Water,Non_Water,Water,NULL,Water,Forest
4843,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
4844,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Water
4845,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
4846,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
4847,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Forest
4848,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
4849,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
4850,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
4851,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
4852,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Water
4853,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Forest
4854,Forest,NULL,Water,Non_Water,Water,Bareland,Wetland,Grassland
4855,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
4856,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Water
4857,Forest,NULL,Water,Non_Water,Water,Built-up,Wetland,Grassland
4858,Forest,NULL,Water,Non_Water,Water,Built-up,Wetland,Forest
4859,Forest,NULL,Water,Non_Water,Water,Built-up,Water,Grassland
4860,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
4861,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Water
4862,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Forest
4863,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
4864,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
4865,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
4866,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
4867,Forest,NULL,Water,Water,Water,NULL,NULL,Water
4868,Forest,NULL,Water,Water,Water,NULL,Wetland,Grassland
4869,Forest,NULL,Water,Water,Water,NULL,Wetland,Water
4870,Forest,NULL,Water,Water,Water,NULL,Wetland,Forest
4871,Forest,NULL,Water,Water,Water,NULL,Water,Water
4872,Forest,NULL,Water,Water,Water,NULL,Water,Forest
4873,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
4874,Forest,NULL,Water,Water,Water,Grassland,Wetland,Water
4875,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
4876,Forest,NULL,Water,Water,Water,Grassland,Water,Grassland
4877,Forest,NULL,Water,Water,Water,Grassland,Water,Water
4878,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
4879,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
4880,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
4881,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
4882,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
4883,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
4884,Forest,NULL,Water,Water,Water,Wetland,Water,Water
4885,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
4886,Forest,NULL,Water,Water,Water,Bareland,Wetland,Grassland
4887,Forest,NULL,Water,Water,Water,Bareland,Wetland,Water
4888,Forest,NULL,Water,Water,Water,Bareland,Water,Grassland
4889,Forest,NULL,Water,Water,Water,Bareland,Water,Water
4890,Forest,NULL,Water,Water,Water,Bareland,Water,Forest
4891,Forest,NULL,Water,Water,Water,Built-up,Wetland,Grassland
4892,Forest,NULL,Water,Water,Water,Built-up,Bareland,Grassland
4893,Forest,NULL,Water,Water,Water,Built-up,Water,Grassland
4894,Forest,NULL,Water,Water,Water,Built-up,Water,Wetland
4895,Forest,NULL,Water,Water,Water,Built-up,Water,Water
4896,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
4897,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
4898,Forest,NULL,Water,Water,Water,Water,Wetland,Water
4899,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
4900,Forest,NULL,Water,Water,Water,Water,Water,Grassland
4901,Forest,NULL,Water,Water,Water,Water,Water,Wetland
4902,Forest,NULL,Water,Water,Water,Water,Water,Water
4903,Forest,NULL,Water,Water,Water,Water,Water,Forest
4904,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4905,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4906,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4907,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
4908,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4909,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4910,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4911,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4912,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4913,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4914,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4915,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
4916,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4917,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4918,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4919,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4920,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4921,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4922,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4923,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4924,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
4925,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4926,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4927,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4928,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4929,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4930,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4931,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
4932,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
4933,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4934,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4935,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4936,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4937,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4938,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4939,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4940,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4941,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4942,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
4943,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
4944,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
4945,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
4946,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
4947,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
4948,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
4949,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
4950,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
4951,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4952,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4953,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4954,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
4955,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4956,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
4957,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
4958,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4959,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4960,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4961,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4962,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4963,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4964,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4965,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4966,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4967,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4968,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
4969,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
4970,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4971,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4972,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4973,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
4974,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4975,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4976,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4977,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4978,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
4979,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
4980,Forest,NULL,Forest,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
4981,Forest,NULL,Forest,Non_Water,Non_Wetland,Built-up,Wetland,Forest
4982,Forest,NULL,Forest,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
4983,Forest,NULL,Forest,Non_Water,Non_Wetland,Built-up,Water,Grassland
4984,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4985,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4986,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4987,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4988,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4989,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
4990,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4991,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
4992,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4993,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4994,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
4995,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4996,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
4997,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
4998,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
4999,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
5000,Forest,NULL,Forest,Water,Non_Wetland,Built-up,Wetland,Grassland
5001,Forest,NULL,Forest,Water,Non_Wetland,Built-up,Water,Grassland
5002,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
5003,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
5004,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
5005,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
5006,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
5007,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Water
5008,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
5009,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
5010,Forest,Cropland,Shrubland,Water,Non_Wetland,Built-up,Water,Water
5011,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5012,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5013,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5014,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5015,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5016,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5017,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5018,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5019,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
5020,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5021,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
