Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVR_M_R
2569,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2570,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2571,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2572,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2573,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2574,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2575,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2576,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2577,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2578,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2579,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2580,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2581,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2582,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2583,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
2584,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2585,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2586,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
2587,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Water
2588,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2589,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2590,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2591,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2592,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2593,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2594,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2595,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
2596,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2597,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
2598,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
2599,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
2600,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
2601,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2602,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
2603,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2604,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2605,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
2606,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2607,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2608,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2609,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2610,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2611,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
2612,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2613,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2614,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2615,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
2616,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
2617,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2618,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2619,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2620,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
2621,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2622,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2623,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
2624,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Forest,Forest
2625,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2626,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
2627,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Forest
2628,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
2629,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
2630,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
2631,Forest,Wetland,NULL,Water,Non_Wetland,Water,Forest,Forest
2632,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2633,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2634,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2635,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2636,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2637,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2638,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2639,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2640,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2641,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2642,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2643,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2644,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2645,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2646,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2647,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2648,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2649,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2650,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2651,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2652,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2653,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2654,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2655,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2656,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2657,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2658,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2659,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2660,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2661,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
2662,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2663,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2664,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2665,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2666,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2667,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2668,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2669,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2670,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2671,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2672,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
2673,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2674,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2675,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2676,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2677,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2678,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2679,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2680,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2681,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2682,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2683,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2684,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2685,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2686,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
2687,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2688,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2689,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2690,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2691,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2692,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
2693,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2694,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2695,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2696,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2697,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
2698,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2699,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2700,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
2701,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2702,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2703,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2704,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
2705,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2706,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2707,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
2708,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2709,Forest,Wetland,Wetland,NULL,Wetland,NULL,Bareland,Forest
2710,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
2711,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
2712,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
2713,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
2714,Forest,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
2715,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2716,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2717,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2718,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2719,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Water
2720,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2721,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
2722,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
2723,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2724,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2725,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2726,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2727,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2728,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
2729,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2730,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2731,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
2732,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
2733,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
2734,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
2735,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2736,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
2737,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2738,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
2739,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
2740,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2741,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2742,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
2743,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
2744,Forest,Wetland,Wetland,NULL,Wetland,Water,Bareland,Water
2745,Forest,Wetland,Wetland,NULL,Wetland,Water,Bareland,Forest
2746,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
2747,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
2748,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
2749,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
2750,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Grassland
2751,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
2752,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
2753,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
2754,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
2755,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
2756,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
2757,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2758,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
2759,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2760,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
2761,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
2762,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
2763,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2764,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2765,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2766,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2767,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2768,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
2769,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
2770,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2771,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2772,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2773,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2774,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2775,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2776,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
2777,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
2778,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2779,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2780,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
2781,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2782,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2783,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2784,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2785,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2786,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2787,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
2788,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2789,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
2790,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Bareland,Water
2791,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Bareland,Forest
2792,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
2793,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
2794,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
2795,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
2796,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
2797,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2798,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
2799,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
2800,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
2801,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
2802,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2803,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2804,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
2805,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2806,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
2807,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
2808,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2809,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2810,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
2811,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
2812,Forest,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Forest
2813,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
2814,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
2815,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
2816,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
2817,Forest,Wetland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
2818,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
2819,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
2820,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
2821,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
2822,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
2823,Forest,Wetland,Wetland,Water,Wetland,Water,Bareland,Forest
2824,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
2825,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
2826,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
2827,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
2828,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Grassland
2829,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Forest
2830,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
2831,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2832,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2833,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2834,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2835,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2836,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2837,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2838,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2839,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2840,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
2841,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2842,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2843,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
2844,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2845,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2846,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
2847,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
2848,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2849,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2850,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2851,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2852,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2853,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2854,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
2855,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2856,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2857,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2858,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2859,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2860,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
2861,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
2862,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
2863,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
2864,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
2865,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
2866,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
2867,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
2868,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
2869,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
2870,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
2871,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
2872,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
2873,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
2874,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
2875,Forest,Wetland,Water,NULL,Water,Wetland,Forest,Forest
2876,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
2877,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
2878,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
2879,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
2880,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
2881,Forest,Wetland,Water,NULL,Water,Water,Water,Bareland
2882,Forest,Wetland,Water,NULL,Water,Water,Water,Water
2883,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
2884,Forest,Wetland,Water,NULL,Water,Water,Forest,Grassland
2885,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
2886,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
2887,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
2888,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
2889,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Forest
2890,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
2891,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
2892,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
2893,Forest,Wetland,Water,Non_Water,Water,Wetland,Bareland,Water
2894,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
2895,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
2896,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
2897,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
2898,Forest,Wetland,Water,Non_Water,Water,Bareland,Wetland,Grassland
2899,Forest,Wetland,Water,Non_Water,Water,Bareland,Water,Grassland
2900,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Forest
2901,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
2902,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
2903,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
