Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LBF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LBF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LBF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LBF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LBF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LBF_M_R
2671,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2672,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2673,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2674,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2675,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2676,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2677,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2678,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2679,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2680,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
2681,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
2682,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2683,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2684,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2685,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2686,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2687,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2688,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2689,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2690,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2691,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2692,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2693,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2694,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2695,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2696,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2697,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
2698,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2699,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2700,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2701,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2702,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2703,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2704,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2705,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2706,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2707,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2708,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2709,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2710,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2711,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2712,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2713,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2714,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2715,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2716,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2717,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2718,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2719,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2720,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2721,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2722,Forest,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2723,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2724,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2725,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2726,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2727,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2728,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
2729,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2730,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2731,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
2732,Forest,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2733,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2734,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2735,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2736,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2737,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2738,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2739,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2740,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2741,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2742,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2743,Forest,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2744,Forest,Bareland,Water,NULL,Water,NULL,NULL,Grassland
2745,Forest,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2746,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
2747,Forest,Bareland,Water,Water,Water,NULL,NULL,Grassland
2748,Forest,Bareland,Water,Water,Water,NULL,NULL,Bareland
2749,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
2750,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2751,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2752,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2753,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2754,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2755,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2756,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2757,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2758,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2759,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2760,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
2761,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2762,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2763,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2764,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2765,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2766,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2767,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2768,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2769,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2770,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2771,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2772,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2773,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2774,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2775,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2776,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2777,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2778,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2779,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2780,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2781,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
2782,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2783,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2784,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2785,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2786,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2787,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2788,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2789,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2790,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2791,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2792,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2793,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2794,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2795,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2796,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2797,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2798,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2799,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2800,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2801,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2802,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2803,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2804,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
2805,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2806,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2807,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2808,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2809,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2810,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2811,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2812,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
2813,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2814,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2815,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2816,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2817,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2818,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2819,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2820,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2821,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2822,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2823,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2824,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2825,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2826,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2827,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2828,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2829,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2830,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2831,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2832,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2833,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2834,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2835,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2836,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2837,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2838,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2839,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2840,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2841,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2842,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2843,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2844,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2845,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2846,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
2847,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2848,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2849,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2850,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2851,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2852,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2853,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2854,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2855,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2856,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2857,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2858,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2859,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2860,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2861,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2862,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2863,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2864,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2865,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2866,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2867,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2868,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2869,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
2870,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2871,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2872,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2873,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2874,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2875,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2876,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2877,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2878,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2879,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2880,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2881,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2882,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
2883,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2884,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2885,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2886,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
2887,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2888,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2889,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2890,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2891,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2892,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2893,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2894,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2895,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2896,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2897,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2898,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2899,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2900,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2901,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2902,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2903,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
2904,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
2905,Forest,Water,Water,NULL,Water,NULL,NULL,Built-up
2906,Forest,Water,Water,NULL,Water,NULL,NULL,Water
2907,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
2908,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2909,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2910,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2911,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
2912,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
2913,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
2914,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
2915,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
2916,Forest,Water,Water,Water,Water,NULL,NULL,Water
2917,Forest,Water,Water,Water,Water,NULL,NULL,Forest
2918,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2919,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2920,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2921,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2922,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2923,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2924,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2925,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2926,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2927,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2928,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2929,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2930,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2931,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2932,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2933,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2934,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2935,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2936,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2937,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2938,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2939,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2940,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2941,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2942,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2943,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2944,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2945,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2946,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2947,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
2948,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2949,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2950,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2951,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2952,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2953,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2954,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2955,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2956,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2957,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2958,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2959,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2960,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2961,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2962,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2963,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2964,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2965,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2966,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
2967,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2968,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2969,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2970,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2971,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2972,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2973,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2974,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2975,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2976,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2977,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2978,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2979,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2980,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2981,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2982,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2983,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2984,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
2985,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2986,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2987,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2988,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2989,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2990,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2991,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2992,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2993,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2994,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2995,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2996,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2997,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
2998,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2999,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
3000,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
3001,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
3002,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
3003,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3004,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3005,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
3006,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3007,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
3008,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
3009,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Built-up
3010,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
3011,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
