Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFD_M_R
10716,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10717,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
10718,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
10719,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
10720,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10721,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
10722,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
10723,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
10724,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Cropland
10725,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
10726,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
10727,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
10728,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
10729,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10730,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
10731,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10732,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Water
10733,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
10734,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
10735,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
10736,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
10737,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
10738,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
10739,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
10740,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
10741,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
10742,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10743,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
10744,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
10745,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
10746,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
10747,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,NULL,Water
10748,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
10749,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
10750,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
10751,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
10752,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
10753,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
10754,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
10755,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
10756,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,NULL
10757,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
10758,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
10759,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
10760,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,NULL
10761,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
10762,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
10763,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
10764,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
10765,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
10766,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
10767,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
10768,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
10769,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
10770,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
10771,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
10772,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
10773,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
10774,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
10775,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
10776,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
10777,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
10778,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
10779,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
10780,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Wetland
10781,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
10782,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
10783,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Water
10784,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
10785,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
10786,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
10787,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
10788,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
10789,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
10790,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
10791,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
10792,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
10793,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
10794,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
10795,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
10796,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
10797,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
10798,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
10799,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
10800,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
10801,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
10802,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
10803,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
10804,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
10805,Water,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
10806,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
10807,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
10808,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
10809,Water,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
10810,Water,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
10811,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
10812,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
10813,Water,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
10814,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
10815,Water,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
10816,Water,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
10817,Water,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
10818,Water,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
10819,Water,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
10820,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10821,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
10822,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
10823,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
10824,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
10825,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
10826,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
10827,Water,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
10828,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
10829,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10830,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
10831,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10832,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10833,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
10834,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
10835,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
10836,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
10837,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
10838,Water,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Water
10839,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10840,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
10841,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
10842,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
10843,Water,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
10844,Water,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
10845,Water,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
10846,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10847,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
10848,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
10849,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
10850,Water,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
10851,Water,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
10852,Water,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
10853,Water,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
10854,Water,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
10855,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
10856,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
10857,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
10858,Water,Forest,Wetland,NULL,Wetland,Water,NULL,Grassland
10859,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
10860,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
10861,Water,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
10862,Water,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
10863,Water,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
10864,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
10865,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
10866,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
10867,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
10868,Water,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
10869,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
10870,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
10871,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
10872,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
10873,Water,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
10874,Water,Forest,Water,NULL,Water,NULL,NULL,Water
10875,Water,Forest,Water,NULL,Water,Grassland,Water,Wetland
10876,Water,Forest,Water,NULL,Water,Grassland,Forest,Forest
10877,Water,Forest,Water,NULL,Water,Wetland,NULL,Forest
10878,Water,Forest,Water,NULL,Water,Wetland,Water,Grassland
10879,Water,Forest,Water,Non_Water,Water,Grassland,NULL,Forest
10880,Water,Forest,Water,Non_Water,Water,Grassland,Water,Grassland
10881,Water,Forest,Water,Water,Water,Grassland,Water,Wetland
10882,Water,Forest,Water,Water,Water,Grassland,Water,Water
10883,Water,Forest,Water,Water,Water,Grassland,Forest,Forest
10884,Water,Forest,Water,Water,Water,Forest,Water,Forest
10885,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10886,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
10887,Water,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
10888,Water,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Water
10889,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
10890,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
10891,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10892,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10893,Water,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
10894,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10895,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
10896,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
10897,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10898,Water,Forest,Forest,NULL,Non_Wetland,Water,NULL,Grassland
10899,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
10900,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
10901,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
10902,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10903,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10904,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
10905,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
10906,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
10907,Water,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
10908,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
10909,Water,Forest,Forest,Water,Non_Wetland,Grassland,Water,Wetland
10910,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
10911,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water,Water,Water
10912,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
10913,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
10914,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10915,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
10916,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
10917,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
10918,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
10919,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
10920,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10921,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
10922,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
10923,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
10924,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
10925,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
10926,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
10927,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
10928,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
10929,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
10930,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
10931,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
10932,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
10933,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
10934,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Water
10935,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
10936,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
10937,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
10938,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
10939,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
10940,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
10941,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
10942,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
10943,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
10944,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
10945,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
10946,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
10947,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
10948,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
10949,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
10950,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
10951,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
10952,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
10953,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10954,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10955,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10956,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10957,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10958,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
10959,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10960,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10961,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
10962,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
10963,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10964,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Cropland
10965,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
10966,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10967,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
10968,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
10969,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
10970,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
10971,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
10972,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
10973,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
10974,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
10975,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
10976,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
10977,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
10978,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10979,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10980,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
10981,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
10982,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10983,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
10984,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
10985,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10986,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
10987,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
10988,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
10989,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
10990,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
10991,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
10992,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
10993,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
10994,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
10995,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
10996,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
10997,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
10998,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
10999,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
11000,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
11001,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
11002,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
11003,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Water
11004,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
11005,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
11006,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
11007,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
11008,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
11009,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
11010,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
11011,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
11012,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
11013,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
11014,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
11015,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
11016,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
11017,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
11018,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
11019,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11020,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
11021,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
11022,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
11023,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
11024,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
11025,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
11026,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
11027,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
