Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPE_M_R
22631,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
22632,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
22633,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
22634,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
22635,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
22636,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
22637,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
22638,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
22639,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
22640,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
22641,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
22642,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
22643,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
22644,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
22645,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
22646,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
22647,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
22648,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
22649,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
22650,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
22651,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
22652,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
22653,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
22654,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
22655,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
22656,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
22657,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
22658,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
22659,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
22660,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
22661,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
22662,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
22663,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
22664,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
22665,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
22666,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
22667,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
22668,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
22669,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
22670,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
22671,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
22672,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
22673,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
22674,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
22675,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
22676,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
22677,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
22678,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
22679,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
22680,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
22681,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
22682,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
22683,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
22684,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
22685,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
22686,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
22687,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
22688,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
22689,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
22690,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
22691,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
22692,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
22693,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
22694,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
22695,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
22696,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
22697,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
22698,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
22699,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
22700,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
22701,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
22702,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
22703,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
22704,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
22705,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
22706,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
22707,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Water
22708,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
22709,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
22710,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
22711,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
22712,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
22713,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
22714,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
22715,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
22716,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
22717,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
22718,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
22719,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Cropland
22720,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
22721,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
22722,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
22723,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
22724,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
22725,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
22726,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
22727,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
22728,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
22729,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
22730,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
22731,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
22732,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
22733,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
22734,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
22735,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
22736,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Water
22737,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
22738,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Water
22739,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
22740,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
22741,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
22742,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
22743,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
22744,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
22745,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
22746,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
22747,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
22748,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
22749,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
22750,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
22751,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
22752,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
22753,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
22754,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
22755,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
22756,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
22757,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
22758,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
22759,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
22760,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
22761,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
22762,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
22763,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
22764,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
22765,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
22766,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
22767,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Cropland
22768,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Wetland
22769,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
22770,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
22771,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
22772,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
22773,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
22774,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
22775,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
22776,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
22777,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
22778,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Built-up
22779,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
22780,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
22781,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
22782,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
22783,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
22784,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
22785,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
22786,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
22787,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
22788,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
22789,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
22790,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Cropland
22791,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
22792,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
22793,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
22794,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
22795,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
22796,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
22797,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
22798,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
22799,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
22800,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
22801,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
22802,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
22803,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
22804,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
22805,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,Shrubland,NULL
22806,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,Shrubland,Cropland
22807,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
22808,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
22809,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
22810,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Built-up
22811,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
22812,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
22813,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
22814,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
22815,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
22816,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
22817,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
22818,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
22819,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
22820,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
22821,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
22822,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
22823,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
22824,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
22825,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,NULL
22826,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
22827,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
22828,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
22829,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
22830,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
22831,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,NULL
22832,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Cropland
22833,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
22834,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Wetland
22835,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
22836,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
22837,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
22838,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
22839,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
22840,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Water
22841,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
22842,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
22843,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
22844,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
22845,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Cropland
22846,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Wetland
22847,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
22848,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
22849,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
22850,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
22851,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
22852,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
22853,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
22854,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
22855,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
22856,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
22857,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
22858,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Water
22859,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
22860,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Cropland
22861,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
22862,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,NULL,Cropland
22863,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
22864,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
22865,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
22866,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
22867,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
22868,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
22869,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
22870,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
22871,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
22872,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
22873,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
22874,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
22875,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Forest,NULL
22876,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Forest,Cropland
22877,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Forest,Wetland
22878,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Forest,Forest
22879,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
22880,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
22881,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
22882,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Wetland
22883,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Forest
22884,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
22885,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Cropland
22886,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Forest
22887,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Shrubland,NULL
22888,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
22889,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
22890,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Grassland
22891,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
22892,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
22893,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Forest
22894,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
22895,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Shrubland,NULL
22896,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Shrubland,Grassland
22897,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Shrubland,Wetland
22898,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Shrubland,Water
22899,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
22900,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
22901,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
22902,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
22903,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
22904,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
22905,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
22906,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
22907,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
22908,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
22909,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
22910,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Water
22911,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
22912,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
22913,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
22914,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
22915,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
22916,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
22917,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
22918,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
22919,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
22920,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
22921,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
22922,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
22923,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
22924,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
22925,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
22926,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
22927,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
22928,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
22929,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
22930,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
22931,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
22932,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
22933,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
22934,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
22935,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
22936,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
22937,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
22938,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
22939,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
22940,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
22941,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
22942,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
