Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFQ_M_R
2174,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
2175,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
2176,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2177,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2178,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2179,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2180,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2181,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
2182,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2183,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2184,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2185,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2186,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2187,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2188,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2189,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2190,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
2191,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
2192,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2193,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
2194,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
2195,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2196,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
2197,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2198,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2199,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2200,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2201,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2202,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2203,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2204,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
2205,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Bareland,Forest
2206,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
2207,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
2208,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
2209,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
2210,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Forest
2211,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
2212,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2213,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2214,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2215,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
2216,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
2217,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
2218,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2219,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
2220,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
2221,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2222,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2223,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2224,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2225,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
2226,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2227,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2228,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
2229,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2230,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2231,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2232,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
2233,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2234,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2235,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2236,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2237,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
2238,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2239,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2240,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
2241,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
2242,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2243,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
2244,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2245,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
2246,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2247,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
2248,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2249,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2250,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
2251,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
2252,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
2253,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2254,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
2255,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Built-up
2256,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2257,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2258,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
2259,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
2260,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2261,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
2262,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
2263,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2264,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
2265,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
2266,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
2267,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2268,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
2269,Forest,Forest,Wetland,NULL,Wetland,Forest,Built-up,Forest
2270,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Grassland
2271,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
2272,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2273,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
2274,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
2275,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2276,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
2277,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
2278,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2279,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2280,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2281,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2282,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2283,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
2284,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2285,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
2286,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2287,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2288,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2289,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2290,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2291,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
2292,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2293,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
2294,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2295,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2296,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
2297,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
2298,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2299,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2300,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
2301,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2302,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2303,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2304,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
2305,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
2306,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2307,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
2308,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2309,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
2310,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2311,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2312,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2313,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
2314,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2315,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Water
2316,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2317,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2318,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
2319,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2320,Forest,Forest,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
2321,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
2322,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
2323,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2324,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2325,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
2326,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
2327,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2328,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
2329,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
2330,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2331,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
2332,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
2333,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2334,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
2335,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
2336,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
2337,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Grassland
2338,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
2339,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
2340,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2341,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2342,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
2343,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
2344,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
2345,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
2346,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
2347,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Water
2348,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
2349,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Grassland
2350,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2351,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Water
2352,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
2353,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2354,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2355,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
2356,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2357,Forest,Forest,Wetland,Water,Wetland,Wetland,Bareland,Grassland
2358,Forest,Forest,Wetland,Water,Wetland,Wetland,Bareland,Forest
2359,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
2360,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
2361,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
2362,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2363,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
2364,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Water
2365,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
2366,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
2367,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
2368,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Grassland
2369,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Water
2370,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Grassland
2371,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Water
2372,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
2373,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
2374,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
2375,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2376,Forest,Forest,Wetland,Water,Wetland,Water,Bareland,Grassland
2377,Forest,Forest,Wetland,Water,Wetland,Water,Bareland,Water
2378,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
2379,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
2380,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
2381,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
2382,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
2383,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
2384,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
2385,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Grassland
2386,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
2387,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
2388,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
2389,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
2390,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
2391,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
2392,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Forest
2393,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
2394,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
2395,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
2396,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2397,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2398,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2399,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2400,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2401,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
2402,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2403,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
2404,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2405,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2406,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
2407,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2408,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2409,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2410,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2411,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
2412,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2413,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
2414,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
2415,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2416,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2417,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2418,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2419,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2420,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2421,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
2422,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
2423,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2424,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
2425,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2426,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2427,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2428,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
2429,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2430,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
2431,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2432,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
2433,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2434,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2435,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2436,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
2437,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2438,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2439,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2440,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2441,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2442,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2443,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2444,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
2445,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2446,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2447,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2448,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2449,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
2450,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2451,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
2452,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
2453,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2454,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
2455,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
2456,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
2457,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
2458,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Forest
2459,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2460,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
2461,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2462,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Water
2463,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2464,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
2465,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
2466,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2467,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
2468,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2469,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
2470,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
2471,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
2472,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
2473,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
2474,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2475,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
2476,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2477,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2478,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2479,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2480,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2481,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2482,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2483,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
2484,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
2485,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2486,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
2487,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
2488,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
2489,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Forest
2490,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2491,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
2492,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
2493,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2494,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2495,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
2496,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
2497,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Forest,Forest
2498,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Wetland,Forest
2499,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
2500,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
2501,Forest,Forest,Built-up,Water,Non_Wetland,Water,Wetland,Forest
2502,Forest,Forest,Built-up,Water,Non_Wetland,Forest,Forest,Forest
2503,Forest,Forest,Water,NULL,Water,NULL,Wetland,Grassland
2504,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
2505,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
2506,Forest,Forest,Water,NULL,Water,NULL,Water,Water
2507,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
2508,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
2509,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
2510,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Grassland
2511,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Water
2512,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
2513,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
2514,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
2515,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
2516,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
2517,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2518,Forest,Forest,Water,NULL,Water,Wetland,Water,Grassland
2519,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
2520,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
2521,Forest,Forest,Water,NULL,Water,Wetland,Forest,Grassland
2522,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
2523,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
