Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEP_M_R
13495,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Cropland
13496,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
13497,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
13498,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
13499,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
13500,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,NULL
13501,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
13502,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Cropland
13503,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
13504,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Bareland
13505,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Water
13506,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
13507,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
13508,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
13509,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
13510,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
13511,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
13512,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
13513,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
13514,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
13515,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
13516,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
13517,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,NULL
13518,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
13519,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
13520,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
13521,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
13522,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
13523,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
13524,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
13525,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
13526,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
13527,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,NULL
13528,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
13529,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
13530,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Water
13531,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
13532,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,NULL
13533,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
13534,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
13535,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Water
13536,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
13537,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
13538,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
13539,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
13540,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
13541,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,NULL
13542,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
13543,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
13544,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
13545,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,NULL
13546,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
13547,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
13548,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
13549,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
13550,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
13551,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
13552,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
13553,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
13554,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,NULL
13555,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
13556,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
13557,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Water
13558,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
13559,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
13560,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
13561,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
13562,Forest,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
13563,Forest,NULL,Wetland,Water,Wetland,NULL,Shrubland,Wetland
13564,Forest,NULL,Wetland,Water,Wetland,NULL,Shrubland,Forest
13565,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
13566,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Cropland
13567,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Forest
13568,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,NULL
13569,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
13570,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
13571,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
13572,Forest,NULL,Wetland,Water,Wetland,NULL,Bareland,Grassland
13573,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
13574,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
13575,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Water
13576,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Forest
13577,Forest,NULL,Wetland,Water,Wetland,NULL,Forest,Grassland
13578,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,NULL
13579,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
13580,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Bareland
13581,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
13582,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Forest
13583,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
13584,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
13585,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
13586,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
13587,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
13588,Forest,NULL,Wetland,Water,Wetland,Shrubland,Grassland,NULL
13589,Forest,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
13590,Forest,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
13591,Forest,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Forest
13592,Forest,NULL,Wetland,Water,Wetland,Shrubland,Wetland,NULL
13593,Forest,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
13594,Forest,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
13595,Forest,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Water
13596,Forest,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Forest
13597,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,NULL
13598,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
13599,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
13600,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
13601,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
13602,Forest,NULL,Wetland,Water,Wetland,Shrubland,Forest,NULL
13603,Forest,NULL,Wetland,Water,Wetland,Shrubland,Forest,Grassland
13604,Forest,NULL,Wetland,Water,Wetland,Shrubland,Forest,Wetland
13605,Forest,NULL,Wetland,Water,Wetland,Shrubland,Forest,Water
13606,Forest,NULL,Wetland,Water,Wetland,Shrubland,Forest,Forest
13607,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
13608,Forest,NULL,Wetland,Water,Wetland,Grassland,Shrubland,NULL
13609,Forest,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
13610,Forest,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Wetland
13611,Forest,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Forest
13612,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
13613,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
13614,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
13615,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
13616,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
13617,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
13618,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
13619,Forest,NULL,Wetland,Water,Wetland,Cropland,Grassland,Grassland
13620,Forest,NULL,Wetland,Water,Wetland,Cropland,Wetland,Grassland
13621,Forest,NULL,Wetland,Water,Wetland,Cropland,Forest,Grassland
13622,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
13623,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
13624,Forest,NULL,Wetland,Water,Wetland,Wetland,Shrubland,NULL
13625,Forest,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Grassland
13626,Forest,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
13627,Forest,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Forest
13628,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
13629,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
13630,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,NULL
13631,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
13632,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
13633,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
13634,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,NULL
13635,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
13636,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
13637,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
13638,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
13639,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
13640,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
13641,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Water
13642,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
13643,Forest,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
13644,Forest,NULL,Wetland,Water,Wetland,Bareland,NULL,Cropland
13645,Forest,NULL,Wetland,Water,Wetland,Bareland,NULL,Wetland
13646,Forest,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
13647,Forest,NULL,Wetland,Water,Wetland,Bareland,NULL,Forest
13648,Forest,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
13649,Forest,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Water
13650,Forest,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Forest
13651,Forest,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
13652,Forest,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
13653,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
13654,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
13655,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
13656,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Wetland
13657,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
13658,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
13659,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Cropland
13660,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
13661,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
13662,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
13663,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
13664,Forest,NULL,Wetland,Water,Wetland,Bareland,Forest,Grassland
13665,Forest,NULL,Wetland,Water,Wetland,Bareland,Forest,Water
13666,Forest,NULL,Wetland,Water,Wetland,Bareland,Forest,Forest
13667,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
13668,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Water
13669,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Forest
13670,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
13671,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Wetland
13672,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
13673,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Forest
13674,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
13675,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Water
13676,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
13677,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
13678,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
13679,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
13680,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
13681,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
13682,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
13683,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
13684,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
13685,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
13686,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Water
13687,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Forest
13688,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Grassland
13689,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Water
13690,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
13691,Forest,NULL,Wetland,Water,Wetland,Forest,Shrubland,NULL
13692,Forest,NULL,Wetland,Water,Wetland,Forest,Shrubland,Grassland
13693,Forest,NULL,Wetland,Water,Wetland,Forest,Shrubland,Wetland
13694,Forest,NULL,Wetland,Water,Wetland,Forest,Shrubland,Water
13695,Forest,NULL,Wetland,Water,Wetland,Forest,Shrubland,Forest
13696,Forest,NULL,Wetland,Water,Wetland,Forest,Grassland,Grassland
13697,Forest,NULL,Wetland,Water,Wetland,Forest,Grassland,Water
13698,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,NULL
13699,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Grassland
13700,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Wetland
13701,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
13702,Forest,NULL,Wetland,Water,Wetland,Forest,Bareland,Grassland
13703,Forest,NULL,Wetland,Water,Wetland,Forest,Water,NULL
13704,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Grassland
13705,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Wetland
13706,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Water
13707,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Forest
13708,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,NULL
13709,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Grassland
13710,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Wetland
13711,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Water
13712,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
13713,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13714,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
13715,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13716,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13717,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
13718,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13719,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13720,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
13721,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
13722,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
13723,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
13724,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
13725,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
13726,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Water,Forest
13727,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
13728,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
13729,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13730,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Forest
13731,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
13732,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
13733,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Forest
13734,Forest,NULL,Bareland,Water,Non_Wetland,Forest,Grassland,Grassland
13735,Forest,NULL,Bareland,Water,Non_Wetland,Forest,Water,Forest
13736,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13737,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
13738,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
13739,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
13740,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13741,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
13742,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
13743,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
13744,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
13745,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
13746,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
13747,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
13748,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
13749,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
13750,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
13751,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
13752,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
13753,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13754,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
13755,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
13756,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
13757,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
13758,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
13759,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
13760,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
13761,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
13762,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
13763,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13764,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13765,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13766,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
13767,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
13768,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest,Forest,Bareland
13769,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Forest
13770,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
13771,Forest,NULL,Built-up,Water,Non_Wetland,Forest,Forest,Forest
13772,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
13773,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Forest
13774,Forest,NULL,Water,NULL,Water,NULL,Grassland,Grassland
13775,Forest,NULL,Water,NULL,Water,NULL,Grassland,Wetland
13776,Forest,NULL,Water,NULL,Water,NULL,Grassland,Forest
13777,Forest,NULL,Water,NULL,Water,NULL,Wetland,Wetland
13778,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
13779,Forest,NULL,Water,NULL,Water,NULL,Water,Wetland
13780,Forest,NULL,Water,NULL,Water,NULL,Forest,Wetland
13781,Forest,NULL,Water,NULL,Water,NULL,Forest,Forest
13782,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
13783,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Wetland
13784,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
13785,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
13786,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
13787,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,NULL
13788,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Grassland
13789,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
13790,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
13791,Forest,NULL,Water,NULL,Water,Shrubland,Water,Grassland
13792,Forest,NULL,Water,NULL,Water,Shrubland,Water,Wetland
13793,Forest,NULL,Water,NULL,Water,Shrubland,Water,Water
13794,Forest,NULL,Water,NULL,Water,Shrubland,Water,Forest
13795,Forest,NULL,Water,NULL,Water,Shrubland,Forest,NULL
13796,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Grassland
13797,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Wetland
13798,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Forest
13799,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
13800,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
13801,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
13802,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
13803,Forest,NULL,Water,NULL,Water,Grassland,Water,Forest
13804,Forest,NULL,Water,NULL,Water,Grassland,Forest,Grassland
13805,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
13806,Forest,NULL,Water,NULL,Water,Cropland,Shrubland,Grassland
13807,Forest,NULL,Water,NULL,Water,Cropland,Wetland,Forest
13808,Forest,NULL,Water,NULL,Water,Wetland,NULL,Forest
13809,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,NULL
13810,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
13811,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Wetland
13812,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
13813,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
13814,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
13815,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
13816,Forest,NULL,Water,NULL,Water,Wetland,Wetland,NULL
13817,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
13818,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
13819,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
13820,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
13821,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
13822,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
13823,Forest,NULL,Water,NULL,Water,Wetland,Forest,Grassland
13824,Forest,NULL,Water,NULL,Water,Wetland,Forest,Wetland
13825,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
13826,Forest,NULL,Water,NULL,Water,Bareland,NULL,Forest
13827,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Forest
13828,Forest,NULL,Water,NULL,Water,Bareland,Forest,Forest
13829,Forest,NULL,Water,NULL,Water,Water,NULL,Water
13830,Forest,NULL,Water,NULL,Water,Water,NULL,Forest
13831,Forest,NULL,Water,NULL,Water,Water,Shrubland,Grassland
13832,Forest,NULL,Water,NULL,Water,Water,Shrubland,Water
13833,Forest,NULL,Water,NULL,Water,Water,Shrubland,Forest
13834,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
13835,Forest,NULL,Water,NULL,Water,Water,Grassland,Wetland
13836,Forest,NULL,Water,NULL,Water,Water,Grassland,Bareland
13837,Forest,NULL,Water,NULL,Water,Water,Grassland,Water
13838,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
13839,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
13840,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
13841,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
13842,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
13843,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
13844,Forest,NULL,Water,NULL,Water,Water,Water,Water
13845,Forest,NULL,Water,NULL,Water,Water,Water,Forest
13846,Forest,NULL,Water,NULL,Water,Water,Forest,Grassland
13847,Forest,NULL,Water,NULL,Water,Water,Forest,Wetland
13848,Forest,NULL,Water,NULL,Water,Water,Forest,Water
