Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKP_M_R
9319,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
9320,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
9321,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
9322,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
9323,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
9324,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
9325,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
9326,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
9327,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
9328,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
9329,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
9330,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
9331,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Forest
9332,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Forest
9333,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
9334,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
9335,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
9336,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
9337,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
9338,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
9339,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
9340,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
9341,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Forest
9342,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
9343,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
9344,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
9345,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
9346,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9347,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9348,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9349,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9350,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9351,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
9352,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
9353,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
9354,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
9355,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
9356,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Bareland,Bareland
9357,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9358,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Forest,Bareland
9359,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
9360,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
9361,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
9362,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
9363,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
9364,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
9365,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
9366,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
9367,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
9368,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9369,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9370,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
9371,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
9372,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
9373,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
9374,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
9375,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
9376,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
9377,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
9378,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
9379,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
9380,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9381,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9382,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9383,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
9384,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
9385,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
9386,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
9387,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
9388,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
9389,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
9390,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
9391,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
9392,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
9393,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
9394,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
9395,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
9396,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
9397,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
9398,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
9399,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
9400,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
9401,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
9402,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
9403,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
9404,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
9405,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
9406,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
9407,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
9408,Bareland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
9409,Bareland,NULL,Water,NULL,Water,Grassland,Water,NULL
9410,Bareland,NULL,Water,NULL,Water,Bareland,NULL,Bareland
9411,Bareland,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
9412,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
9413,Bareland,NULL,Water,NULL,Water,Bareland,Water,Grassland
9414,Bareland,NULL,Water,NULL,Water,Bareland,Water,Bareland
9415,Bareland,NULL,Water,NULL,Water,Bareland,Water,Built-up
9416,Bareland,NULL,Water,NULL,Water,Bareland,Water,Forest
9417,Bareland,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
9418,Bareland,NULL,Water,Non_Water,Water,Bareland,Water,Forest
9419,Bareland,NULL,Water,Non_Water,Water,Built-up,Built-up,Built-up
9420,Bareland,NULL,Water,Water,Water,Bareland,Water,Bareland
9421,Bareland,NULL,Water,Water,Water,Bareland,Water,Water
9422,Bareland,NULL,Water,Water,Water,Water,Water,Grassland
9423,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9424,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9425,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9426,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
9427,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9428,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
9429,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9430,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
9431,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
9432,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
9433,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9434,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9435,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9436,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9437,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9438,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
9439,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
9440,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
9441,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9442,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
9443,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9444,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9445,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
9446,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9447,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9448,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
9449,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9450,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
9451,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
9452,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9453,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9454,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
9455,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
9456,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
9457,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
9458,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
9459,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9460,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9461,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
9462,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9463,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
9464,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
9465,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
9466,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
9467,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
9468,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
9469,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
9470,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
9471,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
9472,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
9473,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
9474,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Bareland
9475,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
9476,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9477,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9478,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9479,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
9480,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Bareland
9481,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
9482,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9483,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9484,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
9485,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9486,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9487,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9488,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
9489,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9490,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9491,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9492,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
9493,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
9494,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9495,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
9496,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
9497,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
9498,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9499,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
9500,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9501,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
9502,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
9503,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9504,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
9505,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
9506,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9507,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9508,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9509,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9510,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9511,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9512,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9513,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
9514,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9515,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
9516,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9517,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
9518,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
9519,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9520,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9521,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9522,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9523,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9524,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
9525,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
9526,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
9527,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9528,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9529,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9530,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9531,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9532,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
9533,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9534,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
9535,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9536,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9537,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9538,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9539,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9540,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
9541,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
9542,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9543,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
9544,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
9545,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9546,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9547,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9548,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9549,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9550,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9551,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9552,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9553,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
9554,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
9555,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9556,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9557,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9558,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9559,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9560,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9561,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9562,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9563,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
9564,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
9565,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9566,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9567,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9568,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9569,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9570,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
9571,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9572,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9573,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9574,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9575,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
9576,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
9577,Bareland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Cropland
9578,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
9579,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
9580,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
9581,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9582,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
9583,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
9584,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
9585,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Forest,Built-up
9586,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
9587,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
9588,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
9589,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
9590,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
9591,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
9592,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
9593,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
9594,Bareland,Cropland,Water,NULL,Water,Cropland,NULL,Grassland
9595,Bareland,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
9596,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9597,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
9598,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9599,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
9600,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9601,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9602,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
9603,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9604,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9605,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9606,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9607,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
9608,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9609,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9610,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9611,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
9612,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
9613,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
9614,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
9615,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
9616,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
9617,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
9618,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
9619,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
9620,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9621,Bareland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9622,Bareland,Wetland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
9623,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
9624,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
9625,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
9626,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
9627,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,Water
9628,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Forest,Grassland
9629,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9630,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
9631,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Water
9632,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Water
9633,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
9634,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
9635,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9636,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
