Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEN_M_R
15086,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
15087,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
15088,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
15089,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
15090,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
15091,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
15092,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
15093,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
15094,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
15095,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
15096,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
15097,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
15098,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
15099,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
15100,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
15101,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
15102,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15103,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
15104,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
15105,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
15106,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
15107,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
15108,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
15109,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
15110,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
15111,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
15112,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
15113,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
15114,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
15115,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
15116,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
15117,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
15118,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
15119,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
15120,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
15121,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
15122,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
15123,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
15124,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
15125,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
15126,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
15127,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
15128,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
15129,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
15130,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
15131,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
15132,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
15133,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15134,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15135,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
15136,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
15137,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
15138,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
15139,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
15140,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
15141,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
15142,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
15143,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15144,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15145,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
15146,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
15147,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
15148,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
15149,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
15150,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15151,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
15152,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
15153,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
15154,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
15155,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
15156,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
15157,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
15158,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
15159,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
15160,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
15161,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15162,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
15163,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
15164,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
15165,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
15166,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
15167,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
15168,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
15169,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
15170,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
15171,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
15172,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
15173,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
15174,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
15175,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
15176,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
15177,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
15178,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
15179,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,Forest
15180,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
15181,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
15182,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
15183,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
15184,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
15185,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
15186,Forest,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Forest
15187,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,NULL
15188,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
15189,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
15190,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
15191,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
15192,Forest,Built-up,Wetland,Water,Wetland,Shrubland,Water,Forest
15193,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15194,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
15195,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
15196,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
15197,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
15198,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
15199,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
15200,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
15201,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
15202,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
15203,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
15204,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
15205,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
15206,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
15207,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
15208,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15209,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
15210,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
15211,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
15212,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
15213,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
15214,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
15215,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
15216,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
15217,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
15218,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
15219,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Forest,Shrubland,Forest
15220,Forest,Built-up,Water,Water,Water,Shrubland,Water,Forest
15221,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
15222,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
15223,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15224,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15225,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15226,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
15227,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
15228,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
15229,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
15230,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
15231,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
15232,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
15233,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
15234,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
15235,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
15236,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
15237,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
15238,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
15239,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
15240,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15241,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
15242,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
15243,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
15244,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
15245,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
15246,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
15247,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
15248,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
15249,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
15250,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
15251,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
15252,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
15253,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
15254,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
15255,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
15256,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
15257,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
15258,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15259,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15260,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
15261,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
15262,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
15263,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
15264,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
15265,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
15266,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
15267,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
15268,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
15269,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
15270,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
15271,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
15272,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
15273,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
15274,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
15275,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
15276,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
15277,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
15278,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
15279,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
15280,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
15281,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
15282,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
15283,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
15284,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
15285,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
15286,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
15287,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
15288,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
15289,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
15290,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
15291,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
15292,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
15293,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
15294,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
15295,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
15296,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
15297,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
15298,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15299,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
15300,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
15301,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Water
15302,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
15303,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
15304,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Water
15305,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
15306,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
15307,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
15308,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
15309,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
15310,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
15311,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
15312,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
15313,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
15314,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
15315,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
15316,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
15317,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
15318,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
15319,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
15320,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
15321,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
15322,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
15323,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
15324,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
15325,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Wetland,Forest
15326,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Water,Forest
15327,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
15328,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
15329,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
15330,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
15331,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Bareland
15332,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
15333,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
15334,Forest,Water,NULL,Water,Non_Wetland,Water,Shrubland,Water
15335,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
15336,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
15337,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
15338,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Wetland
15339,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
15340,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
15341,Forest,Water,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
15342,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
15343,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
15344,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
15345,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
15346,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
15347,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
15348,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
15349,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15350,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15351,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15352,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15353,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
15354,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
15355,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
15356,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
15357,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
15358,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
15359,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
15360,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
15361,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15362,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
15363,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15364,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
15365,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
15366,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
15367,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
15368,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
15369,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
15370,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
15371,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
15372,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
15373,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
15374,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
15375,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
15376,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
15377,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
15378,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
15379,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
15380,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
15381,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
15382,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
15383,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15384,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
15385,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
15386,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
15387,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
15388,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
15389,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
15390,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
15391,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
15392,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
15393,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
15394,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
15395,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
15396,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
