Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NTE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTE_M_R
4021,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4022,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
4023,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
4024,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4025,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
4026,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4027,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
4028,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
4029,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4030,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
4031,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4032,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
4033,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4034,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4035,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
4036,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4037,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4038,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4039,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4040,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4041,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4042,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4043,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4044,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4045,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4046,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4047,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4048,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4049,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4050,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4051,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4052,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4053,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
4054,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
4055,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
4056,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
4057,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
4058,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
4059,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
4060,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Grassland
4061,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4062,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4063,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
4064,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4065,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
4066,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4067,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4068,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4069,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4070,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4071,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
4072,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4073,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4074,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
4075,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
4076,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4077,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
4078,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4079,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
4080,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Wetland
4081,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
4082,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Grassland,Wetland
4083,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
4084,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Water,Grassland
4085,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
4086,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
4087,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4088,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
4089,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
4090,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
4091,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
4092,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
4093,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4094,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4095,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
4096,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4097,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4098,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4099,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4100,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4101,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4102,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4103,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4104,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4105,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4106,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
4107,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4108,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
4109,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4110,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Cropland
4111,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4112,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4113,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4114,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4115,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4116,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4117,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
4118,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
4119,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland,NULL,Grassland
4120,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
4121,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland,Wetland,Grassland
4122,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland,Water,Grassland
4123,Bareland,Cropland,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
4124,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4125,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4126,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4127,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4128,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4129,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4130,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4131,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
4132,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4133,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
4134,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4135,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4136,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
4137,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
4138,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4139,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
4140,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4141,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4142,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
4143,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
4144,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
4145,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
4146,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4147,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
4148,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
4149,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
4150,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland,Grassland,Grassland
4151,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland,Wetland,Grassland
4152,Bareland,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
4153,Bareland,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
4154,Bareland,Cropland,Cropland,Water,Non_Wetland,Water,Water,Grassland
4155,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
4156,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4157,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4158,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4159,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4160,Bareland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4161,Bareland,Cropland,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
4162,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4163,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4164,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
4165,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4166,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4167,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4168,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
4169,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Wetland,Grassland
4170,Bareland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
4171,Bareland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
4172,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4173,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
4174,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4175,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
4176,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4177,Bareland,Cropland,Water,NULL,Water,Grassland,Wetland,Grassland
4178,Bareland,Cropland,Water,NULL,Water,Cropland,Grassland,Grassland
4179,Bareland,Cropland,Water,Non_Water,Water,Wetland,Grassland,Grassland
4180,Bareland,Cropland,Water,Water,Water,NULL,NULL,Wetland
4181,Bareland,Cropland,Water,Water,Water,Water,Grassland,Grassland
4182,Bareland,Cropland,Water,Water,Water,Water,Grassland,Bareland
4183,Bareland,Cropland,Water,Water,Water,Water,Water,Water
4184,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4185,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4186,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4187,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4188,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4189,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4190,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
4191,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
4192,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
4193,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4194,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
4195,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4196,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
4197,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4198,Bareland,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4199,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4200,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
4201,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Wetland
4202,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
4203,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
4204,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
4205,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
4206,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4207,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4208,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4209,Bareland,Cropland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
4210,Bareland,Cropland,Forest,Water,Non_Wetland,Cropland,NULL,Grassland
4211,Bareland,Cropland,Forest,Water,Non_Wetland,Cropland,Grassland,Grassland
4212,Bareland,Cropland,Forest,Water,Non_Wetland,Cropland,Wetland,Grassland
4213,Bareland,Cropland,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
4214,Bareland,Cropland,Forest,Water,Non_Wetland,Water,Water,Water
4215,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4216,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4217,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4218,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4219,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4220,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4221,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4222,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4223,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4224,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4225,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4226,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4227,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4228,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
4229,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
4230,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4231,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4232,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
4233,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4234,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
4235,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
4236,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
4237,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4238,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
4239,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
4240,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
4241,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
4242,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4243,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4244,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
4245,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
4246,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
4247,Bareland,Wetland,Wetland,Water,Wetland,Cropland,NULL,Grassland
4248,Bareland,Wetland,Wetland,Water,Wetland,Wetland,NULL,Grassland
4249,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
4250,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
4251,Bareland,Wetland,Water,Water,Water,NULL,NULL,Grassland
4252,Bareland,Wetland,Water,Water,Water,NULL,NULL,Wetland
4253,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
4254,Bareland,Wetland,Water,Water,Water,Water,Water,Wetland
4255,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4256,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4257,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4258,Bareland,Wetland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
4259,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4260,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
4261,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4262,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4263,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
4264,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
4265,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
4266,Bareland,Bareland,NULL,Water,Non_Wetland,Grassland,NULL,Bareland
4267,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4268,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4269,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4270,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4271,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
4272,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
4273,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4274,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4275,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4276,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4277,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4278,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4279,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4280,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4281,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
4282,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4283,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
4284,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
4285,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
4286,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4287,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
4288,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
4289,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4290,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
4291,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4292,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
4293,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4294,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Water,Bareland
4295,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4296,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4297,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4298,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4299,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4300,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
4301,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
4302,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
4303,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
4304,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4305,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Water,Bareland
4306,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4307,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Bareland
4308,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
4309,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
4310,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
4311,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
4312,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Wetland,Bareland
4313,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
4314,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
4315,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
4316,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Grassland
4317,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Bareland
4318,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4319,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Wetland,Wetland
