Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWN_M_R
6015,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
6016,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
6017,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6018,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6019,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
6020,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
6021,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6022,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
6023,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
6024,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
6025,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6026,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
6027,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
6028,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6029,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
6030,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
6031,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
6032,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
6033,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
6034,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
6035,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
6036,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
6037,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
6038,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
6039,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
6040,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
6041,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6042,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
6043,Forest,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
6044,Forest,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Water
6045,Forest,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
6046,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
6047,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
6048,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6049,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
6050,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
6051,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
6052,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6053,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
6054,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
6055,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6056,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
6057,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6058,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6059,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
6060,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6061,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
6062,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
6063,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
6064,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Water
6065,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
6066,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
6067,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
6068,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
6069,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
6070,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Bareland,Grassland
6071,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
6072,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
6073,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
6074,Forest,Water,NULL,Water,Non_Wetland,NULL,Bareland,Water
6075,Forest,Water,NULL,Water,Non_Wetland,NULL,Bareland,Forest
6076,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
6077,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Water
6078,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Bareland
6079,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
6080,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
6081,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
6082,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
6083,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
6084,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
6085,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
6086,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
6087,Forest,Water,NULL,Water,Non_Wetland,Bareland,Forest,Water
6088,Forest,Water,NULL,Water,Non_Wetland,Bareland,Forest,Forest
6089,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
6090,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
6091,Forest,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
6092,Forest,Water,NULL,Water,Non_Wetland,Water,Bareland,Forest
6093,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
6094,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
6095,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
6096,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
6097,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Water
6098,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
6099,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
6100,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
6101,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
6102,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6103,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
6104,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
6105,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
6106,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
6107,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6108,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6109,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6110,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6111,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6112,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6113,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6114,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
6115,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
6116,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
6117,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6118,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6119,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
6120,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6121,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6122,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
6123,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6124,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6125,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
6126,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
6127,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
6128,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
6129,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6130,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
6131,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
6132,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
6133,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
6134,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
6135,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6136,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
6137,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
6138,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
6139,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6140,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
6141,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
6142,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6143,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6144,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
6145,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6146,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
6147,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
6148,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
6149,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
6150,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
6151,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Bareland,Forest
6152,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Water
6153,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
6154,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
6155,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
6156,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
6157,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
6158,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
6159,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
6160,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
6161,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Bareland
6162,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
6163,Forest,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Forest
6164,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
6165,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6166,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6167,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Water
6168,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
6169,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6170,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6171,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6172,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
6173,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
6174,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
6175,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6176,Forest,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
6177,Forest,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
6178,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6179,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
6180,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6181,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6182,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6183,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Water
6184,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6185,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
6186,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
6187,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
6188,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
6189,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
6190,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
6191,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
6192,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Water
6193,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
6194,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6195,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6196,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6197,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6198,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
6199,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6200,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
6201,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6202,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
6203,Forest,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
6204,Forest,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
6205,Forest,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
6206,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,Water
6207,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
6208,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6209,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
6210,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6211,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6212,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6213,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
6214,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
6215,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
6216,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
6217,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
6218,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
6219,Forest,Water,Cropland,Water,Non_Wetland,Water,Bareland,Forest
6220,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
6221,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
6222,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Grassland
6223,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
6224,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
6225,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
6226,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
6227,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
6228,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
6229,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Water
6230,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6231,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
6232,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
6233,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
6234,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6235,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
6236,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
6237,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
6238,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
6239,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
6240,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
6241,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
6242,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
6243,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
6244,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
6245,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
6246,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
6247,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
6248,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
6249,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Bareland
6250,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
6251,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
6252,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
6253,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
6254,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
6255,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
6256,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
6257,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
6258,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Water
6259,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
6260,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
6261,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
6262,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
6263,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
6264,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
6265,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
6266,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
6267,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
6268,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
6269,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Water
6270,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
6271,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
6272,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
6273,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
6274,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
6275,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6276,Forest,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Water
6277,Forest,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
6278,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
6279,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
6280,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
6281,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
6282,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
6283,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
6284,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
6285,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
6286,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
6287,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
6288,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
6289,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
6290,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
6291,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Bareland
6292,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
6293,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
6294,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
6295,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6296,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
6297,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
6298,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
6299,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
6300,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
6301,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
6302,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
6303,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
6304,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
6305,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
6306,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
6307,Forest,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Water
6308,Forest,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
6309,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
6310,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
6311,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
6312,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
6313,Forest,Water,Wetland,Water,Wetland,NULL,Bareland,Water
6314,Forest,Water,Wetland,Water,Wetland,NULL,Bareland,Forest
6315,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
6316,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
6317,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
6318,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
6319,Forest,Water,Wetland,Water,Wetland,Grassland,Bareland,Water
6320,Forest,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
6321,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
6322,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
6323,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
6324,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
6325,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
6326,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
6327,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
6328,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
6329,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
6330,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Water
6331,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
6332,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
6333,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
6334,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
6335,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
6336,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Water
6337,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Forest
6338,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
6339,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
6340,Forest,Water,Wetland,Water,Wetland,Water,Forest,Bareland
6341,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
6342,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
6343,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
6344,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
6345,Forest,Water,Wetland,Water,Wetland,Forest,Bareland,Water
6346,Forest,Water,Wetland,Water,Wetland,Forest,Bareland,Forest
6347,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
