Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXH_M_R
8708,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
8709,Water,Water,Water,NULL,Water,Grassland,Bareland,Bareland
8710,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
8711,Water,Water,Water,NULL,Water,Grassland,Water,Bareland
8712,Water,Water,Water,NULL,Water,Grassland,Water,Water
8713,Water,Water,Water,NULL,Water,Grassland,Water,Forest
8714,Water,Water,Water,NULL,Water,Grassland,Forest,Grassland
8715,Water,Water,Water,NULL,Water,Grassland,Forest,Water
8716,Water,Water,Water,NULL,Water,Wetland,NULL,Grassland
8717,Water,Water,Water,NULL,Water,Wetland,NULL,Wetland
8718,Water,Water,Water,NULL,Water,Wetland,NULL,Bareland
8719,Water,Water,Water,NULL,Water,Wetland,NULL,Water
8720,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
8721,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
8722,Water,Water,Water,NULL,Water,Wetland,Grassland,Water
8723,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
8724,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
8725,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
8726,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
8727,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
8728,Water,Water,Water,NULL,Water,Wetland,Bareland,Bareland
8729,Water,Water,Water,NULL,Water,Wetland,Bareland,Water
8730,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
8731,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
8732,Water,Water,Water,NULL,Water,Wetland,Water,Bareland
8733,Water,Water,Water,NULL,Water,Wetland,Water,Water
8734,Water,Water,Water,NULL,Water,Wetland,Water,Forest
8735,Water,Water,Water,NULL,Water,Wetland,Forest,Grassland
8736,Water,Water,Water,NULL,Water,Wetland,Forest,Water
8737,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
8738,Water,Water,Water,NULL,Water,Bareland,NULL,Grassland
8739,Water,Water,Water,NULL,Water,Bareland,NULL,Bareland
8740,Water,Water,Water,NULL,Water,Bareland,NULL,Water
8741,Water,Water,Water,NULL,Water,Bareland,NULL,Forest
8742,Water,Water,Water,NULL,Water,Bareland,Grassland,Grassland
8743,Water,Water,Water,NULL,Water,Bareland,Grassland,Bareland
8744,Water,Water,Water,NULL,Water,Bareland,Grassland,Water
8745,Water,Water,Water,NULL,Water,Bareland,Grassland,Forest
8746,Water,Water,Water,NULL,Water,Bareland,Wetland,Grassland
8747,Water,Water,Water,NULL,Water,Bareland,Wetland,Built-up
8748,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
8749,Water,Water,Water,NULL,Water,Bareland,Built-up,Water
8750,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
8751,Water,Water,Water,NULL,Water,Bareland,Water,Wetland
8752,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
8753,Water,Water,Water,NULL,Water,Bareland,Water,Built-up
8754,Water,Water,Water,NULL,Water,Bareland,Water,Water
8755,Water,Water,Water,NULL,Water,Bareland,Water,Forest
8756,Water,Water,Water,NULL,Water,Bareland,Forest,Grassland
8757,Water,Water,Water,NULL,Water,Bareland,Forest,Water
8758,Water,Water,Water,NULL,Water,Bareland,Forest,Forest
8759,Water,Water,Water,NULL,Water,Built-up,NULL,Water
8760,Water,Water,Water,NULL,Water,Built-up,Built-up,Bareland
8761,Water,Water,Water,NULL,Water,Built-up,Forest,Forest
8762,Water,Water,Water,NULL,Water,Water,NULL,Grassland
8763,Water,Water,Water,NULL,Water,Water,NULL,Wetland
8764,Water,Water,Water,NULL,Water,Water,NULL,Bareland
8765,Water,Water,Water,NULL,Water,Water,NULL,Water
8766,Water,Water,Water,NULL,Water,Water,NULL,Forest
8767,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
8768,Water,Water,Water,NULL,Water,Water,Grassland,Wetland
8769,Water,Water,Water,NULL,Water,Water,Grassland,Bareland
8770,Water,Water,Water,NULL,Water,Water,Grassland,Water
8771,Water,Water,Water,NULL,Water,Water,Grassland,Forest
8772,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
8773,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
8774,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
8775,Water,Water,Water,NULL,Water,Water,Wetland,Water
8776,Water,Water,Water,NULL,Water,Water,Wetland,Forest
8777,Water,Water,Water,NULL,Water,Water,Bareland,Bareland
8778,Water,Water,Water,NULL,Water,Water,Bareland,Built-up
8779,Water,Water,Water,NULL,Water,Water,Bareland,Water
8780,Water,Water,Water,NULL,Water,Water,Built-up,Grassland
8781,Water,Water,Water,NULL,Water,Water,Built-up,Water
8782,Water,Water,Water,NULL,Water,Water,Water,NULL
8783,Water,Water,Water,NULL,Water,Water,Water,Grassland
8784,Water,Water,Water,NULL,Water,Water,Water,Wetland
8785,Water,Water,Water,NULL,Water,Water,Water,Bareland
8786,Water,Water,Water,NULL,Water,Water,Water,Water
8787,Water,Water,Water,NULL,Water,Water,Water,Forest
8788,Water,Water,Water,NULL,Water,Water,Forest,Grassland
8789,Water,Water,Water,NULL,Water,Water,Forest,Wetland
8790,Water,Water,Water,NULL,Water,Water,Forest,Bareland
8791,Water,Water,Water,NULL,Water,Water,Forest,Water
8792,Water,Water,Water,NULL,Water,Water,Forest,Forest
8793,Water,Water,Water,NULL,Water,Forest,NULL,Grassland
8794,Water,Water,Water,NULL,Water,Forest,NULL,Water
8795,Water,Water,Water,NULL,Water,Forest,NULL,Forest
8796,Water,Water,Water,NULL,Water,Forest,Grassland,Grassland
8797,Water,Water,Water,NULL,Water,Forest,Grassland,Water
8798,Water,Water,Water,NULL,Water,Forest,Grassland,Forest
8799,Water,Water,Water,NULL,Water,Forest,Wetland,Grassland
8800,Water,Water,Water,NULL,Water,Forest,Wetland,Water
8801,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
8802,Water,Water,Water,NULL,Water,Forest,Water,Grassland
8803,Water,Water,Water,NULL,Water,Forest,Water,Bareland
8804,Water,Water,Water,NULL,Water,Forest,Water,Water
8805,Water,Water,Water,NULL,Water,Forest,Water,Forest
8806,Water,Water,Water,NULL,Water,Forest,Forest,Grassland
8807,Water,Water,Water,NULL,Water,Forest,Forest,Water
8808,Water,Water,Water,NULL,Water,Forest,Forest,Forest
8809,Water,Water,Water,Non_Water,Water,NULL,Grassland,Forest
8810,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
8811,Water,Water,Water,Non_Water,Water,NULL,Water,Water
8812,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
8813,Water,Water,Water,Non_Water,Water,Grassland,NULL,Grassland
8814,Water,Water,Water,Non_Water,Water,Grassland,NULL,Forest
8815,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Grassland
8816,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Wetland
8817,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
8818,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
8819,Water,Water,Water,Non_Water,Water,Wetland,NULL,Grassland
8820,Water,Water,Water,Non_Water,Water,Wetland,NULL,Water
8821,Water,Water,Water,Non_Water,Water,Wetland,NULL,Forest
8822,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Grassland
8823,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Water
8824,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
8825,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
8826,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
8827,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
8828,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
8829,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
8830,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
8831,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
8832,Water,Water,Water,Non_Water,Water,Wetland,Forest,Grassland
8833,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Water
8834,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
8835,Water,Water,Water,Non_Water,Water,Bareland,Water,Bareland
8836,Water,Water,Water,Non_Water,Water,Bareland,Water,Built-up
8837,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
8838,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
8839,Water,Water,Water,Non_Water,Water,Water,NULL,Grassland
8840,Water,Water,Water,Non_Water,Water,Water,NULL,Bareland
8841,Water,Water,Water,Non_Water,Water,Water,NULL,Water
8842,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
8843,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
8844,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
8845,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
8846,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
8847,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
8848,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
8849,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
8850,Water,Water,Water,Non_Water,Water,Water,Water,Built-up
8851,Water,Water,Water,Non_Water,Water,Water,Water,Water
8852,Water,Water,Water,Non_Water,Water,Water,Water,Forest
8853,Water,Water,Water,Non_Water,Water,Water,Forest,Water
8854,Water,Water,Water,Non_Water,Water,Forest,NULL,Grassland
8855,Water,Water,Water,Non_Water,Water,Forest,Wetland,Water
8856,Water,Water,Water,Non_Water,Water,Forest,Water,Grassland
8857,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
8858,Water,Water,Water,Water,Water,NULL,NULL,Grassland
8859,Water,Water,Water,Water,Water,NULL,NULL,Wetland
8860,Water,Water,Water,Water,Water,NULL,NULL,Bareland
8861,Water,Water,Water,Water,Water,NULL,NULL,Water
8862,Water,Water,Water,Water,Water,NULL,NULL,Forest
8863,Water,Water,Water,Water,Water,NULL,Grassland,Grassland
8864,Water,Water,Water,Water,Water,NULL,Grassland,Wetland
8865,Water,Water,Water,Water,Water,NULL,Grassland,Water
8866,Water,Water,Water,Water,Water,NULL,Grassland,Forest
8867,Water,Water,Water,Water,Water,NULL,Wetland,Grassland
8868,Water,Water,Water,Water,Water,NULL,Wetland,Wetland
8869,Water,Water,Water,Water,Water,NULL,Wetland,Water
8870,Water,Water,Water,Water,Water,NULL,Wetland,Forest
8871,Water,Water,Water,Water,Water,NULL,Water,Grassland
8872,Water,Water,Water,Water,Water,NULL,Water,Wetland
8873,Water,Water,Water,Water,Water,NULL,Water,Bareland
8874,Water,Water,Water,Water,Water,NULL,Water,Water
8875,Water,Water,Water,Water,Water,NULL,Water,Forest
8876,Water,Water,Water,Water,Water,NULL,Forest,Grassland
8877,Water,Water,Water,Water,Water,NULL,Forest,Bareland
8878,Water,Water,Water,Water,Water,NULL,Forest,Water
8879,Water,Water,Water,Water,Water,NULL,Forest,Forest
8880,Water,Water,Water,Water,Water,Grassland,NULL,Grassland
8881,Water,Water,Water,Water,Water,Grassland,NULL,Bareland
8882,Water,Water,Water,Water,Water,Grassland,NULL,Water
8883,Water,Water,Water,Water,Water,Grassland,NULL,Forest
8884,Water,Water,Water,Water,Water,Grassland,Grassland,Grassland
8885,Water,Water,Water,Water,Water,Grassland,Grassland,Wetland
8886,Water,Water,Water,Water,Water,Grassland,Grassland,Water
8887,Water,Water,Water,Water,Water,Grassland,Wetland,Grassland
8888,Water,Water,Water,Water,Water,Grassland,Wetland,Water
8889,Water,Water,Water,Water,Water,Grassland,Water,Grassland
8890,Water,Water,Water,Water,Water,Grassland,Water,Bareland
8891,Water,Water,Water,Water,Water,Grassland,Water,Water
8892,Water,Water,Water,Water,Water,Grassland,Water,Forest
8893,Water,Water,Water,Water,Water,Grassland,Forest,Grassland
8894,Water,Water,Water,Water,Water,Grassland,Forest,Forest
8895,Water,Water,Water,Water,Water,Wetland,NULL,Grassland
8896,Water,Water,Water,Water,Water,Wetland,NULL,Wetland
8897,Water,Water,Water,Water,Water,Wetland,NULL,Bareland
8898,Water,Water,Water,Water,Water,Wetland,NULL,Water
8899,Water,Water,Water,Water,Water,Wetland,NULL,Forest
8900,Water,Water,Water,Water,Water,Wetland,Grassland,Grassland
8901,Water,Water,Water,Water,Water,Wetland,Grassland,Water
8902,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
8903,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
8904,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
8905,Water,Water,Water,Water,Water,Wetland,Wetland,Water
8906,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
8907,Water,Water,Water,Water,Water,Wetland,Water,Grassland
8908,Water,Water,Water,Water,Water,Wetland,Water,Wetland
8909,Water,Water,Water,Water,Water,Wetland,Water,Bareland
8910,Water,Water,Water,Water,Water,Wetland,Water,Water
8911,Water,Water,Water,Water,Water,Wetland,Water,Forest
8912,Water,Water,Water,Water,Water,Wetland,Forest,Grassland
8913,Water,Water,Water,Water,Water,Wetland,Forest,Bareland
8914,Water,Water,Water,Water,Water,Wetland,Forest,Water
8915,Water,Water,Water,Water,Water,Wetland,Forest,Forest
8916,Water,Water,Water,Water,Water,Bareland,NULL,Grassland
8917,Water,Water,Water,Water,Water,Bareland,NULL,Bareland
8918,Water,Water,Water,Water,Water,Bareland,NULL,Built-up
8919,Water,Water,Water,Water,Water,Bareland,NULL,Water
8920,Water,Water,Water,Water,Water,Bareland,NULL,Forest
8921,Water,Water,Water,Water,Water,Bareland,Grassland,Grassland
8922,Water,Water,Water,Water,Water,Bareland,Grassland,Water
8923,Water,Water,Water,Water,Water,Bareland,Wetland,Grassland
8924,Water,Water,Water,Water,Water,Bareland,Wetland,Water
8925,Water,Water,Water,Water,Water,Bareland,Bareland,Bareland
8926,Water,Water,Water,Water,Water,Bareland,Water,Grassland
8927,Water,Water,Water,Water,Water,Bareland,Water,Bareland
8928,Water,Water,Water,Water,Water,Bareland,Water,Built-up
8929,Water,Water,Water,Water,Water,Bareland,Water,Water
8930,Water,Water,Water,Water,Water,Bareland,Water,Forest
8931,Water,Water,Water,Water,Water,Built-up,Built-up,Forest
8932,Water,Water,Water,Water,Water,Built-up,Water,Water
8933,Water,Water,Water,Water,Water,Water,NULL,Grassland
8934,Water,Water,Water,Water,Water,Water,NULL,Wetland
8935,Water,Water,Water,Water,Water,Water,NULL,Bareland
8936,Water,Water,Water,Water,Water,Water,NULL,Water
8937,Water,Water,Water,Water,Water,Water,NULL,Forest
8938,Water,Water,Water,Water,Water,Water,Grassland,Grassland
8939,Water,Water,Water,Water,Water,Water,Grassland,Wetland
8940,Water,Water,Water,Water,Water,Water,Grassland,Bareland
8941,Water,Water,Water,Water,Water,Water,Grassland,Water
8942,Water,Water,Water,Water,Water,Water,Grassland,Forest
8943,Water,Water,Water,Water,Water,Water,Wetland,Grassland
8944,Water,Water,Water,Water,Water,Water,Wetland,Wetland
8945,Water,Water,Water,Water,Water,Water,Wetland,Bareland
8946,Water,Water,Water,Water,Water,Water,Wetland,Water
8947,Water,Water,Water,Water,Water,Water,Wetland,Forest
8948,Water,Water,Water,Water,Water,Water,Bareland,Bareland
8949,Water,Water,Water,Water,Water,Water,Bareland,Water
8950,Water,Water,Water,Water,Water,Water,Built-up,Water
8951,Water,Water,Water,Water,Water,Water,Water,Grassland
8952,Water,Water,Water,Water,Water,Water,Water,Wetland
8953,Water,Water,Water,Water,Water,Water,Water,Bareland
8954,Water,Water,Water,Water,Water,Water,Water,Water
8955,Water,Water,Water,Water,Water,Water,Water,Forest
8956,Water,Water,Water,Water,Water,Water,Forest,Grassland
8957,Water,Water,Water,Water,Water,Water,Forest,Wetland
8958,Water,Water,Water,Water,Water,Water,Forest,Bareland
8959,Water,Water,Water,Water,Water,Water,Forest,Water
8960,Water,Water,Water,Water,Water,Water,Forest,Forest
8961,Water,Water,Water,Water,Water,Forest,NULL,Grassland
8962,Water,Water,Water,Water,Water,Forest,NULL,Wetland
8963,Water,Water,Water,Water,Water,Forest,NULL,Bareland
8964,Water,Water,Water,Water,Water,Forest,NULL,Water
8965,Water,Water,Water,Water,Water,Forest,Grassland,Grassland
8966,Water,Water,Water,Water,Water,Forest,Grassland,Wetland
8967,Water,Water,Water,Water,Water,Forest,Grassland,Bareland
8968,Water,Water,Water,Water,Water,Forest,Grassland,Water
8969,Water,Water,Water,Water,Water,Forest,Wetland,Grassland
8970,Water,Water,Water,Water,Water,Forest,Wetland,Water
8971,Water,Water,Water,Water,Water,Forest,Wetland,Forest
8972,Water,Water,Water,Water,Water,Forest,Water,Grassland
8973,Water,Water,Water,Water,Water,Forest,Water,Wetland
8974,Water,Water,Water,Water,Water,Forest,Water,Bareland
8975,Water,Water,Water,Water,Water,Forest,Water,Built-up
8976,Water,Water,Water,Water,Water,Forest,Water,Water
8977,Water,Water,Water,Water,Water,Forest,Water,Forest
8978,Water,Water,Water,Water,Water,Forest,Forest,Grassland
8979,Water,Water,Water,Water,Water,Forest,Forest,Water
8980,Water,Water,Water,Water,Water,Forest,Forest,Forest
8981,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8982,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
8983,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
8984,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8985,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8986,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
8987,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8988,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
8989,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
8990,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
8991,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8992,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
8993,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
8994,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Bareland
8995,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
8996,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
8997,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8998,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
8999,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
9000,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9001,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9002,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Water
9003,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9004,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9005,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
9006,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9007,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9008,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
9009,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9010,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
9011,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
9012,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
9013,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9014,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9015,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9016,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
9017,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
9018,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
9019,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
9020,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
9021,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9022,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
9023,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9024,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
9025,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9026,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9027,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
9028,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9029,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
9030,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
9031,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
9032,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
9033,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9034,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
9035,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
9036,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
9037,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9038,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
9039,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
9040,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
9041,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9042,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
9043,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
9044,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
9045,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
9046,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
9047,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
9048,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
9049,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
9050,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
9051,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
9052,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
9053,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
9054,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
9055,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
9056,Water,Water,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
9057,Water,Water,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
9058,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
9059,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
9060,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Bareland
9061,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
9062,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
9063,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
9064,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
9065,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
9066,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
9067,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
