Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVG_M_R
3343,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
3344,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3345,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3346,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3347,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
3348,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3349,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
3350,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3351,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
3352,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
3353,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
3354,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3355,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
3356,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3357,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
3358,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3359,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
3360,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
3361,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
3362,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
3363,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3364,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3365,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3366,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3367,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3368,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
3369,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
3370,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
3371,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3372,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
3373,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3374,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
3375,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3376,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3377,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3378,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3379,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3380,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3381,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3382,Cropland,Bareland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3383,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3384,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3385,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3386,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3387,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3388,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3389,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3390,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3391,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
3392,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3393,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3394,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
3395,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3396,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3397,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3398,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3399,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
3400,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3401,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3402,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3403,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3404,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3405,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3406,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3407,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3408,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3409,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3410,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3411,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3412,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3413,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3414,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3415,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3416,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3417,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3418,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3419,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3420,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3421,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3422,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
3423,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3424,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3425,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3426,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3427,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3428,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3429,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3430,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3431,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3432,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3433,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3434,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3435,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3436,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3437,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3438,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3439,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3440,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
3441,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3442,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3443,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3444,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3445,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3446,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3447,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3448,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3449,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3450,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3451,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3452,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
3453,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3454,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3455,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Forest
3456,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3457,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3458,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3459,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3460,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3461,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3462,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
3463,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
3464,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3465,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
3466,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3467,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3468,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3469,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3470,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3471,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3472,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3473,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3474,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3475,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3476,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3477,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3478,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3479,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3480,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3481,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3482,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3483,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3484,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3485,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3486,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3487,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3488,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3489,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3490,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3491,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3492,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3493,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3494,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
3495,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3496,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3497,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3498,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3499,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3500,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3501,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
3502,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3503,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
3504,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3505,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3506,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3507,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3508,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3509,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3510,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3511,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3512,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3513,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3514,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3515,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3516,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3517,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3518,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3519,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3520,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3521,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3522,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3523,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3524,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3525,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3526,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3527,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3528,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3529,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3530,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3531,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3532,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3533,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
3534,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3535,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3536,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3537,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3538,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
3539,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3540,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3541,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3542,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3543,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3544,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3545,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3546,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
3547,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
3548,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3549,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
3550,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3551,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3552,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3553,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3554,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3555,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3556,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3557,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3558,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3559,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3560,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3561,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3562,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3563,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3564,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3565,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3566,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3567,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3568,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3569,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3570,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3571,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3572,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3573,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3574,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3575,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3576,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
3577,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3578,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3579,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3580,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3581,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3582,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3583,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3584,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3585,Cropland,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3586,Cropland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3587,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3588,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3589,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3590,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3591,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3592,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3593,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3594,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3595,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3596,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3597,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3598,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3599,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3600,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3601,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3602,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3603,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3604,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3605,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3606,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3607,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3608,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
3609,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
3610,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3611,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3612,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3613,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3614,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3615,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3616,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
3617,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3618,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
3619,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3620,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3621,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3622,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3623,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3624,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3625,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3626,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3627,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3628,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3629,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
3630,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3631,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3632,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3633,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3634,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3635,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3636,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3637,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
3638,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3639,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3640,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3641,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3642,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3643,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3644,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
3645,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
3646,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
3647,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
3648,Wetland,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
3649,Wetland,NULL,Water,NULL,Water,Wetland,Water,Wetland
3650,Wetland,NULL,Water,NULL,Water,Water,Water,Wetland
3651,Wetland,NULL,Water,NULL,Water,Water,Water,Water
