Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLT_M_R
4834,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4835,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
4836,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4837,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
4838,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4839,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
4840,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4841,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4842,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
4843,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4844,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4845,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4846,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4847,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4848,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4849,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4850,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4851,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
4852,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4853,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
4854,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4855,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4856,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4857,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4858,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
4859,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4860,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4861,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4862,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
4863,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4864,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
4865,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
4866,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
4867,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4868,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
4869,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
4870,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4871,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
4872,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4873,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
4874,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
4875,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
4876,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
4877,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4878,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
4879,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4880,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
4881,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4882,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4883,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4884,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4885,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4886,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
4887,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4888,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4889,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4890,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4891,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4892,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
4893,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4894,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
4895,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
4896,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
4897,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4898,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
4899,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
4900,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
4901,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
4902,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
4903,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
4904,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
4905,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
4906,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4907,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4908,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4909,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4910,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
4911,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
4912,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
4913,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
4914,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
4915,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
4916,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
4917,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4918,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Bareland
4919,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
4920,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
4921,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
4922,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
4923,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
4924,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
4925,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
4926,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
4927,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
4928,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
4929,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
4930,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4931,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4932,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4933,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4934,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
4935,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4936,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
4937,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
4938,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
4939,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
4940,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4941,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4942,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4943,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4944,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4945,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4946,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4947,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
4948,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4949,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
4950,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4951,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4952,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4953,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4954,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4955,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4956,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4957,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4958,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4959,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
4960,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4961,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4962,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4963,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4964,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
4965,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4966,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
4967,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
4968,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4969,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
4970,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4971,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4972,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4973,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4974,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4975,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4976,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4977,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4978,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
4979,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4980,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4981,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4982,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
4983,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
4984,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
4985,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
4986,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4987,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4988,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
4989,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4990,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
4991,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
4992,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
4993,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
4994,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
4995,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4996,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4997,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4998,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
4999,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5000,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
5001,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
5002,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5003,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
5004,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5005,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
5006,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
5007,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
5008,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
5009,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
5010,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5011,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5012,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5013,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
5014,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
5015,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
5016,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5017,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5018,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5019,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
5020,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5021,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
5022,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
5023,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
5024,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
5025,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
5026,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
5027,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5028,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5029,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5030,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5031,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
5032,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
5033,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
5034,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
5035,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
5036,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
5037,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
5038,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
5039,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
5040,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
5041,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
5042,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Water
5043,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
5044,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Water
5045,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
5046,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
5047,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
5048,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
5049,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Water
5050,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
5051,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
5052,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
5053,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
5054,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
5055,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
5056,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
5057,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Water
5058,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
5059,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
5060,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Water
5061,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
5062,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
5063,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
5064,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
5065,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
5066,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
5067,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Grassland
5068,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Water
5069,Forest,Forest,NULL,Water,Non_Wetland,Built-up,Wetland,Grassland
5070,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
5071,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
5072,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
5073,Forest,Forest,NULL,Water,Non_Wetland,Water,Bareland,Grassland
5074,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
5075,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
5076,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
5077,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Water
5078,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
5079,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
5080,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
5081,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
5082,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5083,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
5084,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5085,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
5086,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Water
5087,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
5088,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5089,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5090,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5091,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5092,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5093,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5094,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5095,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
5096,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5097,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5098,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5099,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5100,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5101,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5102,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
5103,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5104,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5105,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
5106,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5107,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
5108,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5109,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5110,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
5111,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
5112,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5113,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5114,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5115,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5116,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5117,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
5118,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5119,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5120,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
5121,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
5122,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
5123,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
5124,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5125,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5126,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
5127,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
5128,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5129,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
5130,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
5131,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
5132,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
5133,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5134,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5135,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
5136,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
5137,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5138,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5139,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5140,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5141,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5142,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5143,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
5144,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5145,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
5146,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5147,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5148,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5149,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
5150,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5151,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
5152,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
