Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZK_M_R
2684,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2685,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2686,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2687,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
2688,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2689,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2690,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2691,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2692,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2693,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2694,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2695,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
2696,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2697,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2698,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2699,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
2700,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
2701,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
2702,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2703,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2704,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2705,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2706,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2707,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2708,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2709,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
2710,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2711,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
2712,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
2713,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2714,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2715,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
2716,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2717,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
2718,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2719,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2720,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2721,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2722,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2723,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2724,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2725,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2726,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2727,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2728,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2729,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2730,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
2731,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
2732,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2733,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2734,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2735,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2736,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2737,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2738,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2739,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2740,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2741,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2742,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2743,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2744,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2745,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2746,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2747,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2748,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2749,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2750,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2751,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2752,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2753,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2754,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2755,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2756,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2757,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2758,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2759,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2760,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2761,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2762,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
2763,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
2764,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
2765,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2766,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2767,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2768,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2769,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2770,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2771,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2772,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2773,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2774,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
2775,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2776,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
2777,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
2778,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
2779,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
2780,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
2781,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Water
2782,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
2783,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2784,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2785,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2786,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2787,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2788,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
2789,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2790,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2791,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2792,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2793,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2794,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
2795,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2796,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2797,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2798,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2799,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2800,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2801,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
2802,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2803,Forest,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
2804,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2805,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2806,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2807,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2808,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2809,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2810,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2811,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2812,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
2813,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2814,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2815,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
2816,Forest,NULL,Water,Water,Water,Water,Wetland,Water
2817,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2818,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2819,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2820,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2821,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2822,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2823,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2824,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2825,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2826,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2827,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2828,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2829,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2830,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2831,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2832,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2833,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2834,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2835,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2836,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2837,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2838,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2839,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2840,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2841,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2842,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
2843,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2844,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2845,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2846,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2847,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2848,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2849,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2850,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2851,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2852,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2853,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2854,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2855,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2856,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2857,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2858,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2859,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2860,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2861,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
2862,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2863,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2864,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2865,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2866,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2867,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2868,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
2869,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2870,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2871,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2872,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2873,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2874,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
2875,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
2876,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2877,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2878,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2879,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
2880,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2881,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2882,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2883,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2884,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2885,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2886,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2887,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2888,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2889,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
2890,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2891,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2892,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2893,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2894,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2895,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2896,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2897,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2898,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2899,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2900,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2901,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
2902,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2903,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2904,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2905,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2906,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2907,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
2908,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2909,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2910,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2911,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2912,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2913,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2914,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2915,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,NULL
2916,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
2917,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2918,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2919,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2920,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2921,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2922,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2923,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2924,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2925,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2926,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2927,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2928,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
2929,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
2930,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2931,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2932,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2933,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2934,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
2935,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2936,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2937,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2938,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2939,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2940,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2941,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2942,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2943,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2944,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2945,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2946,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2947,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2948,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2949,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2950,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2951,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2952,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2953,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2954,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
2955,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2956,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2957,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2958,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2959,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2960,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2961,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2962,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
2963,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
2964,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
2965,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2966,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2967,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2968,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2969,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2970,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2971,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2972,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2973,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2974,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
2975,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
2976,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2977,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2978,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2979,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2980,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2981,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2982,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2983,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2984,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2985,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2986,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2987,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2988,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2989,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2990,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2991,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2992,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2993,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2994,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2995,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2996,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2997,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2998,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2999,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3000,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3001,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3002,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3003,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3004,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3005,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3006,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3007,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3008,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
3009,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
3010,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
3011,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
