Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGN_M_R
18587,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,NULL
18588,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
18589,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
18590,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
18591,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
18592,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
18593,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
18594,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
18595,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
18596,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
18597,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
18598,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
18599,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
18600,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
18601,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
18602,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Forest,Forest
18603,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Shrubland,Forest
18604,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
18605,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
18606,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
18607,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Grassland
18608,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Wetland
18609,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Forest
18610,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
18611,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Forest,Wetland
18612,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
18613,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
18614,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
18615,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
18616,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
18617,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
18618,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Forest
18619,Forest,Bareland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
18620,Forest,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
18621,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
18622,Forest,Bareland,Forest,Water,Non_Wetland,Shrubland,NULL,NULL
18623,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
18624,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
18625,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
18626,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
18627,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
18628,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
18629,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
18630,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
18631,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
18632,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
18633,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
18634,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
18635,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
18636,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18637,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
18638,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
18639,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
18640,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
18641,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
18642,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
18643,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
18644,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
18645,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
18646,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
18647,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
18648,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
18649,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
18650,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
18651,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
18652,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
18653,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
18654,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
18655,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
18656,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
18657,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
18658,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
18659,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
18660,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
18661,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
18662,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
18663,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
18664,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
18665,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
18666,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
18667,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
18668,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
18669,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
18670,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
18671,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
18672,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
18673,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
18674,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
18675,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
18676,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
18677,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
18678,Forest,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
18679,Forest,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
18680,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest,Built-up,Forest
18681,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
18682,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
18683,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
18684,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
18685,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
18686,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
18687,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
18688,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
18689,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
18690,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
18691,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
18692,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
18693,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
18694,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18695,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
18696,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
18697,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
18698,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
18699,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
18700,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
18701,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
18702,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
18703,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
18704,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
18705,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
18706,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
18707,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
18708,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
18709,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
18710,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
18711,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
18712,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
18713,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
18714,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
18715,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
18716,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
18717,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
18718,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
18719,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
18720,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
18721,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
18722,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
18723,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
18724,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
18725,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
18726,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
18727,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
18728,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
18729,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
18730,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
18731,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
18732,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
18733,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
18734,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
18735,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
18736,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
18737,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
18738,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
18739,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
18740,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
18741,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
18742,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
18743,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
18744,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
18745,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
18746,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
18747,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
18748,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
18749,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
18750,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
18751,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
18752,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
18753,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
18754,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
18755,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
18756,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
18757,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
18758,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
18759,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
18760,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
18761,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
18762,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
18763,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
18764,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
18765,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
18766,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
18767,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
18768,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
18769,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
18770,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
18771,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
18772,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
18773,Forest,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Built-up
18774,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
18775,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
18776,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
18777,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
18778,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
18779,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18780,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
18781,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
18782,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
18783,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
18784,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
18785,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
18786,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
18787,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
18788,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
18789,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
18790,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
18791,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
18792,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
18793,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
18794,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
18795,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
18796,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
18797,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
18798,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
18799,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
18800,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
18801,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
18802,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
18803,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
18804,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
18805,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
18806,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
18807,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
18808,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
18809,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
18810,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
18811,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
18812,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
18813,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
18814,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18815,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
18816,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
18817,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
18818,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
18819,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
18820,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
18821,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
18822,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
18823,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
18824,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
18825,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
18826,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
18827,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
18828,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
18829,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
18830,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
18831,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
18832,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
18833,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
18834,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
18835,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
18836,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
18837,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
18838,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
18839,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
18840,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
18841,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
18842,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
18843,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
18844,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
18845,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
18846,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
18847,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
18848,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
18849,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
18850,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
18851,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
18852,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
18853,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
18854,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
18855,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
18856,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
18857,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
18858,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
18859,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Built-up
18860,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
18861,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
18862,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
18863,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
18864,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
18865,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Water
18866,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Forest
18867,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Forest,Forest
18868,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
18869,Forest,Built-up,Wetland,Water,Wetland,Forest,Forest,Forest
18870,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
18871,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Built-up,Forest
18872,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
18873,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
18874,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
18875,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
18876,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
18877,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
18878,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
18879,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
18880,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
18881,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
18882,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
18883,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
18884,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
18885,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
18886,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
18887,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18888,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
18889,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
18890,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
