Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFP_M_R
18622,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
18623,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
18624,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
18625,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
18626,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
18627,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
18628,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
18629,Forest,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
18630,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
18631,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
18632,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
18633,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
18634,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
18635,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
18636,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
18637,Forest,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
18638,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
18639,Forest,Water,Cropland,Water,Non_Wetland,Forest,Water,Forest
18640,Forest,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
18641,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
18642,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
18643,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,NULL
18644,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
18645,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
18646,Forest,Water,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
18647,Forest,Water,Wetland,NULL,Wetland,Shrubland,NULL,Forest
18648,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
18649,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
18650,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
18651,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
18652,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
18653,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
18654,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
18655,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
18656,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
18657,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
18658,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Water
18659,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
18660,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,NULL
18661,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
18662,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
18663,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Bareland
18664,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
18665,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
18666,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,NULL
18667,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
18668,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
18669,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Water
18670,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
18671,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
18672,Forest,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
18673,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
18674,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
18675,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
18676,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
18677,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
18678,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Water
18679,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
18680,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
18681,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
18682,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
18683,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
18684,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
18685,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
18686,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
18687,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
18688,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
18689,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
18690,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
18691,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
18692,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
18693,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
18694,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
18695,Forest,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
18696,Forest,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
18697,Forest,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Water
18698,Forest,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
18699,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
18700,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
18701,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
18702,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
18703,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
18704,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
18705,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
18706,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
18707,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
18708,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
18709,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Wetland
18710,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
18711,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
18712,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
18713,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
18714,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
18715,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
18716,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
18717,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
18718,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
18719,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
18720,Forest,Water,Wetland,NULL,Wetland,Water,Forest,NULL
18721,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
18722,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
18723,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
18724,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
18725,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
18726,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
18727,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
18728,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Water
18729,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
18730,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
18731,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Grassland
18732,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Wetland
18733,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
18734,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
18735,Forest,Water,Wetland,NULL,Wetland,Forest,Water,NULL
18736,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
18737,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
18738,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Bareland
18739,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
18740,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
18741,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,NULL
18742,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
18743,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
18744,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
18745,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
18746,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
18747,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
18748,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
18749,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
18750,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
18751,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
18752,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
18753,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
18754,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,NULL
18755,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
18756,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
18757,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
18758,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Bareland,Forest
18759,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
18760,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
18761,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
18762,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
18763,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
18764,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
18765,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
18766,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Water
18767,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
18768,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
18769,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
18770,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
18771,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
18772,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
18773,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,NULL
18774,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
18775,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
18776,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
18777,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
18778,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
18779,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
18780,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
18781,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
18782,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
18783,Forest,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
18784,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
18785,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Water
18786,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
18787,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
18788,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,NULL
18789,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
18790,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
18791,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
18792,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
18793,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
18794,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
18795,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
18796,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
18797,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
18798,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Bareland
18799,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
18800,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
18801,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
18802,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
18803,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
18804,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
18805,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
18806,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
18807,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
18808,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
18809,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,NULL
18810,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
18811,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
18812,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
18813,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
18814,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
18815,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
18816,Forest,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
18817,Forest,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
18818,Forest,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
18819,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
18820,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
18821,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
18822,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
18823,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
18824,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
18825,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,NULL
18826,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
18827,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
18828,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
18829,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
18830,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
18831,Forest,Water,Wetland,Water,Wetland,Shrubland,NULL,Forest
18832,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
18833,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
18834,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
18835,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
18836,Forest,Water,Wetland,Water,Wetland,Shrubland,Grassland,Forest
18837,Forest,Water,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
18838,Forest,Water,Wetland,Water,Wetland,Shrubland,Wetland,Water
18839,Forest,Water,Wetland,Water,Wetland,Shrubland,Wetland,Forest
18840,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
18841,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
18842,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Water
18843,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
18844,Forest,Water,Wetland,Water,Wetland,Shrubland,Forest,Grassland
18845,Forest,Water,Wetland,Water,Wetland,Shrubland,Forest,Wetland
18846,Forest,Water,Wetland,Water,Wetland,Shrubland,Forest,Water
18847,Forest,Water,Wetland,Water,Wetland,Shrubland,Forest,Forest
18848,Forest,Water,Wetland,Water,Wetland,Wetland,Shrubland,Grassland
18849,Forest,Water,Wetland,Water,Wetland,Wetland,Shrubland,Forest
18850,Forest,Water,Wetland,Water,Wetland,Wetland,Bareland,Grassland
18851,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
18852,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
18853,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
18854,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
18855,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
18856,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Wetland
18857,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
18858,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
18859,Forest,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
18860,Forest,Water,Wetland,Water,Wetland,Bareland,Shrubland,Water
18861,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
18862,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
18863,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
18864,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
18865,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
18866,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
18867,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
18868,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
18869,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Grassland
18870,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Bareland
18871,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Water
18872,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
18873,Forest,Water,Wetland,Water,Wetland,Water,Shrubland,Wetland
18874,Forest,Water,Wetland,Water,Wetland,Water,Shrubland,Water
18875,Forest,Water,Wetland,Water,Wetland,Water,Shrubland,Forest
18876,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
18877,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
18878,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
18879,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
18880,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
18881,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
18882,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
18883,Forest,Water,Wetland,Water,Wetland,Water,Forest,Wetland
18884,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
18885,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
18886,Forest,Water,Wetland,Water,Wetland,Forest,Shrubland,Grassland
18887,Forest,Water,Wetland,Water,Wetland,Forest,Shrubland,Wetland
18888,Forest,Water,Wetland,Water,Wetland,Forest,Shrubland,Water
18889,Forest,Water,Wetland,Water,Wetland,Forest,Shrubland,Forest
18890,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Wetland
18891,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
18892,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
18893,Forest,Water,Wetland,Water,Wetland,Forest,Water,Grassland
18894,Forest,Water,Wetland,Water,Wetland,Forest,Water,Wetland
18895,Forest,Water,Wetland,Water,Wetland,Forest,Water,Bareland
18896,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
18897,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
18898,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Grassland
18899,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Wetland
18900,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
18901,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
18902,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18903,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Wetland
18904,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
18905,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Forest,Wetland
18906,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
18907,Forest,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Bareland
18908,Forest,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
18909,Forest,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Forest
18910,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
18911,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
18912,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
18913,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
18914,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Shrubland,Water
18915,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
18916,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
18917,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
18918,Forest,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
18919,Forest,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
18920,Forest,Water,Bareland,Water,Non_Wetland,Shrubland,Forest,Forest
18921,Forest,Water,Bareland,Water,Non_Wetland,Water,Shrubland,Forest
18922,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
18923,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
18924,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
18925,Forest,Water,Bareland,Water,Non_Wetland,Forest,Shrubland,Water
18926,Forest,Water,Bareland,Water,Non_Wetland,Forest,Shrubland,Forest
18927,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
18928,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
18929,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Water
18930,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
18931,Forest,Water,Water,NULL,Water,NULL,Shrubland,Grassland
18932,Forest,Water,Water,NULL,Water,Shrubland,NULL,Grassland
18933,Forest,Water,Water,NULL,Water,Shrubland,NULL,Forest
18934,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Grassland
18935,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Wetland
18936,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Water
18937,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
18938,Forest,Water,Water,NULL,Water,Shrubland,Grassland,Grassland
18939,Forest,Water,Water,NULL,Water,Shrubland,Wetland,Wetland
18940,Forest,Water,Water,NULL,Water,Shrubland,Wetland,Forest
18941,Forest,Water,Water,NULL,Water,Shrubland,Water,Wetland
18942,Forest,Water,Water,NULL,Water,Shrubland,Water,Water
18943,Forest,Water,Water,NULL,Water,Shrubland,Water,Forest
18944,Forest,Water,Water,NULL,Water,Shrubland,Forest,Grassland
18945,Forest,Water,Water,NULL,Water,Shrubland,Forest,Wetland
18946,Forest,Water,Water,NULL,Water,Shrubland,Forest,Water
18947,Forest,Water,Water,NULL,Water,Shrubland,Forest,Forest
18948,Forest,Water,Water,NULL,Water,Grassland,Shrubland,Grassland
18949,Forest,Water,Water,NULL,Water,Grassland,Water,Grassland
18950,Forest,Water,Water,NULL,Water,Wetland,NULL,Wetland
18951,Forest,Water,Water,NULL,Water,Wetland,Shrubland,Wetland
18952,Forest,Water,Water,NULL,Water,Wetland,Shrubland,Forest
18953,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
18954,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
18955,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
18956,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
18957,Forest,Water,Water,NULL,Water,Wetland,Forest,Wetland
18958,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
